book_name,author_name,announcer_name,book_type,publishing,publishing_year,genre,stars,language,release_date,recording_length
"Maddrax, Folge 9: Die Schlange im Paradies - Teil 1",Michael J. Parrish,"קריינות: Wolf Frass, Lennardt Krüger",ספר מוקלט,Lübbe Audio,2010,מד״ב ופנטזיה,0,גרמנית,"תאריך פרסום
ספר מוקלט: 19 במרץ 2010",1שעות 3דקות
"Maddrax, Folge 8: Der schlafende König - Teil 2",Ronald M. Hahn,"קריינות: Wolf Frass, Lennardt Krüger",ספר מוקלט,Lübbe Audio,2010,מד״ב ופנטזיה,0,גרמנית,"תאריך פרסום
ספר מוקלט: 12 במרץ 2010",1שעות 3דקות
"Maddrax, Folge 7: Das letzte Opfer - Teil 1",Brian Frost,"קריינות: Wolf Frass, Lennardt Krüger",ספר מוקלט,Lübbe Audio,2010,מד״ב ופנטזיה,0,גרמנית,"תאריך פרסום
ספר מוקלט: 19 בפברואר 2010",1שעות 2דקות
"Maddrax, Folge 7: Das letzte Opfer - Teil 2",Brian Frost,"קריינות: Wolf Frass, Lennardt Krüger",ספר מוקלט,Lübbe Audio,2010,מד״ב ופנטזיה,0,גרמנית,"תאריך פרסום
ספר מוקלט: 26 בפברואר 2010",1שעות 3דקות
"Maddrax, Folge 6: In der weißen Hölle - Teil 2",Michael J. Parrish,"קריינות: Wolf Frass, Lennardt Krüger",ספר מוקלט,Lübbe Audio,2010,מד״ב ופנטזיה,0,גרמנית,"תאריך פרסום
ספר מוקלט: 12 בפברואר 2010",1שעות 2דקות
"Maddrax, Folge 6: In der weißen Hölle - Teil 1",Michael J. Parrish,"קריינות: Wolf Frass, Lennardt Krüger",ספר מוקלט,Lübbe Audio,2010,מד״ב ופנטזיה,0,גרמנית,"תאריך פרסום
ספר מוקלט: 2 בפברואר 2010",59דקות
"Percy Jackson, Teil 1: Diebe im Olymp",Rick Riordan,קריינות: Marius Clarén,ספר מוקלט,Lübbe Audio,2010,מד״ב ופנטזיה,4.58,גרמנית,"תאריך פרסום
ספר מוקלט: 11 בפברואר 2010",5שעות 9דקות
"Perry Rhodan, Folge 35: Kristallchaos",Perry Rhodan,קריינות: Volker Lechtenbrink,ספר מוקלט,Lübbe Audio,2010,מד״ב ופנטזיה,0,גרמנית,"תאריך פרסום
ספר מוקלט: 24 בספטמבר 2010",1שעות 2דקות
"Fraktal, Folge 1: Verloren im Mikrokosmos",Peter Lerf,קריינות: Martin L. Schäfer,ספר מוקלט,Highscore Music,2014,מד״ב ופנטזיה,0,גרמנית,"תאריך פרסום
ספר מוקלט: 13 ביוני 2014",1שעות 10דקות
Bestimmt - House of Night,P.C. Cast,קריינות: Marie Bierstedt,ספר מוקלט,Lübbe Audio,2012,מד״ב ופנטזיה,4.6,גרמנית,"תאריך פרסום
ספר מוקלט: 18 במאי 2012",6שעות 24דקות
Die blauen Türme - Das Marsprojekt 2,Andreas Eschbach,קריינות: Marie Bierstedt,ספר מוקלט,Wellenreiter,2008,מד״ב ופנטזיה,0,גרמנית,"תאריך פרסום
ספר מוקלט: 29 בנובמבר 2008",4שעות 58דקות
SMS aus dem Jenseits,Bianka Minte-König,קריינות: Nana Spier,ספר מוקלט,Wellenreiter,2008,מד״ב ופנטזיה,5,גרמנית,"תאריך פרסום
ספר מוקלט: 14 באוקטובר 2008",2שעות 15דקות
Der Letzte seiner Art,Andreas Eschbach,קריינות: Martin May,ספר מוקלט,Lübbe Audio,2008,מד״ב ופנטזיה,5,גרמנית,"תאריך פרסום
ספר מוקלט: 14 באוקטובר 2008",5שעות 44דקות
Das ferne Leuchten - Das Marsprojekt 1,Andreas Eschbach,קריינות: Marie Bierstedt,ספר מוקלט,Wellenreiter,2008,מד״ב ופנטזיה,0,גרמנית,"תאריך פרסום
ספר מוקלט: 12 באוגוסט 2008",5שעות
"Fraktal, Folge 3: Prähistorica",Peter Lerf,"קריינות: Gordon Piedesack, Martin L. Schäfer",ספר מוקלט,Highscore Music,2015,מד״ב ופנטזיה,0,גרמנית,"תאריך פרסום
ספר מוקלט: 20 בפברואר 2015",56דקות
"Percy Jackson, Teil 4: Die Schlacht um das Labyrinth",Rick Riordan,קריינות: Marius Clarén,ספר מוקלט,Lübbe Audio,2011,מד״ב ופנטזיה,4.6,גרמנית,"תאריך פרסום
ספר מוקלט: 22 ביולי 2011",5שעות 13דקות
"Perry Rhodan, Folge 42: Ahandaba",Perry Rhodan,קריינות: Volker Lechtenbrink,ספר מוקלט,Lübbe Audio,2011,מד״ב ופנטזיה,0,גרמנית,"תאריך פרסום
ספר מוקלט: 24 ביוני 2011",2שעות 23דקות
Zero K,Don DeLillo,קריינות: Thomas Sadoski,ספר מוקלט,Macmillan Digital Audio,2016,מד״ב ופנטזיה,3.35,אנגלית,"תאריך פרסום
ספר מוקלט: 19 במאי 2016",7שעות 46דקות
"Black Mirror, Der dunkle Spiegel der Seele",Astrid Meirose,"קריינות: Anne Moll, David Nathan",ספר מוקלט,Lübbe Audio,2009,מד״ב ופנטזיה,4,גרמנית,"תאריך פרסום
ספר מוקלט: 25 בספטמבר 2009",2שעות 37דקות
The Keith Laumer MEGAPACK®: 21 Classic Stories,Keith Laumer,NaN,ספר דיגיטלי,Wildside Press,2020,מד״ב ופנטזיה,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 13 בספטמבר 2020",NaN
"Fraktal, Folge 4: Kontakt",Peter Lerf,"קריינות: Martin Sabel, Gordon Piedesack, Bettina Zech, Martin L. Schäfer",ספר מוקלט,Highscore Music,2015,מד״ב ופנטזיה,0,גרמנית,"תאריך פרסום
ספר מוקלט: 15 במאי 2015",59דקות
"Perry Rhodan, Folge 10: Überfahrt nach Curhafe",Perry Rhodan,קריינות: Volker Lechtenbrink,ספר מוקלט,Lübbe Audio,2009,מד״ב ופנטזיה,0,גרמנית,"תאריך פרסום
ספר מוקלט: 20 בנובמבר 2009",54דקות
"Perry Rhodan, Folge 13: Der Flug der Epha-Motana",Perry Rhodan,קריינות: Volker Lechtenbrink,ספר מוקלט,Lübbe Audio,2009,מד״ב ופנטזיה,0,גרמנית,"תאריך פרסום
ספר מוקלט: 20 בנובמבר 2009",1שעות 6דקות
"Perry Rhodan, Folge 12: Die Femesängerin",Perry Rhodan,קריינות: Volker Lechtenbrink,ספר מוקלט,Lübbe Audio,2009,מד״ב ופנטזיה,0,גרמנית,"תאריך פרסום
ספר מוקלט: 20 בנובמבר 2009",1שעות 6דקות
"Perry Rhodan, Folge 11: Entscheidung in Vhalaum",Perry Rhodan,קריינות: Volker Lechtenbrink,ספר מוקלט,Lübbe Audio,2009,מד״ב ופנטזיה,0,גרמנית,"תאריך פרסום
ספר מוקלט: 20 בנובמבר 2009",1שעות 4דקות
"Perry Rhodan, Folge 1: Der Sternenbastard",Perry Rhodan,קריינות: Volker Lechtenbrink,ספר מוקלט,Lübbe Audio,2009,מד״ב ופנטזיה,4,גרמנית,"תאריך פרסום
ספר מוקלט: 20 בנובמבר 2009",1שעות 14דקות
"Perry Rhodan, Folge 16: Der Todbringer",Perry Rhodan,קריינות: Volker Lechtenbrink,ספר מוקלט,Lübbe Audio,2009,מד״ב ופנטזיה,0,גרמנית,"תאריך פרסום
ספר מוקלט: 20 בנובמבר 2009",1שעות 6דקות
"Perry Rhodan, Folge 19: Operation Kristallsturm",Perry Rhodan,קריינות: Volker Lechtenbrink,ספר מוקלט,Lübbe Audio,2009,מד״ב ופנטזיה,0,גרמנית,"תאריך פרסום
ספר מוקלט: 20 בנובמבר 2009",1שעות 3דקות
"Perry Rhodan, Folge 18: Die Mediale Schildwache",Perry Rhodan,קריינות: Volker Lechtenbrink,ספר מוקלט,Lübbe Audio,2009,מד״ב ופנטזיה,0,גרמנית,"תאריך פרסום
ספר מוקלט: 20 בנובמבר 2009",1שעות 14דקות
"Perry Rhodan, Folge 17: Kampf um den Speicher",Perry Rhodan,קריינות: Volker Lechtenbrink,ספר מוקלט,Lübbe Audio,2009,מד״ב ופנטזיה,0,גרמנית,"תאריך פרסום
ספר מוקלט: 20 בנובמבר 2009",1שעות 8דקות
"Perry Rhodan, Folge 14: Terraner als Faustpfand",Perry Rhodan,קריינות: Volker Lechtenbrink,ספר מוקלט,Lübbe Audio,2009,מד״ב ופנטזיה,0,גרמנית,"תאריך פרסום
ספר מוקלט: 20 בנובמבר 2009",1שעות 6דקות
"Perry Rhodan, Folge 15: Die Sekte erwacht",Perry Rhodan,קריינות: Volker Lechtenbrink,ספר מוקלט,Lübbe Audio,2009,מד״ב ופנטזיה,0,גרמנית,"תאריך פרסום
ספר מוקלט: 20 בנובמבר 2009",1שעות 4דקות
"Perry Rhodan, Folge 20: Das Land unter dem Teich",Perry Rhodan,קריינות: Volker Lechtenbrink,ספר מוקלט,Lübbe Audio,2009,מד״ב ופנטזיה,0,גרמנית,"תאריך פרסום
ספר מוקלט: 20 בנובמבר 2009",1שעות 9דקות
"Perry Rhodan, Folge 22: Kybb-Jäger",Perry Rhodan,קריינות: Volker Lechtenbrink,ספר מוקלט,Lübbe Audio,2009,מד״ב ופנטזיה,0,גרמנית,"תאריך פרסום
ספר מוקלט: 20 בנובמבר 2009",1שעות 6דקות
"Perry Rhodan, Folge 21: Attentat auf Hayok",Perry Rhodan,קריינות: Volker Lechtenbrink,ספר מוקלט,Lübbe Audio,2009,מד״ב ופנטזיה,0,גרמנית,"תאריך פרסום
ספר מוקלט: 20 בנובמבר 2009",1שעות 6דקות
"Perry Rhodan, Folge 26: Medusenklänge",Perry Rhodan,קריינות: Volker Lechtenbrink,ספר מוקלט,Lübbe Audio,2009,מד״ב ופנטזיה,0,גרמנית,"תאריך פרסום
ספר מוקלט: 20 בנובמבר 2009",1שעות 7דקות
"Perry Rhodan, Folge 25: Das Paragonkreuz",Perry Rhodan,קריינות: Volker Lechtenbrink,ספר מוקלט,Lübbe Audio,2009,מד״ב ופנטזיה,0,גרמנית,"תאריך פרסום
ספר מוקלט: 20 בנובמבר 2009",1שעות 6דקות
"Perry Rhodan, Folge 24: Jenseits der Hoffnung",Perry Rhodan,קריינות: Volker Lechtenbrink,ספר מוקלט,Lübbe Audio,2009,מד״ב ופנטזיה,0,גרמנית,"תאריך פרסום
ספר מוקלט: 20 בנובמבר 2009",1שעות 4דקות
"Perry Rhodan, Folge 23: Auf dem Weg nach Magellan",Perry Rhodan,קריינות: Volker Lechtenbrink,ספר מוקלט,Lübbe Audio,2009,מד״ב ופנטזיה,0,גרמנית,"תאריך פרסום
ספר מוקלט: 20 בנובמבר 2009",57דקות
"Perry Rhodan, Folge 28: Bastion von Parrakh",Perry Rhodan,קריינות: Volker Lechtenbrink,ספר מוקלט,Lübbe Audio,2009,מד״ב ופנטזיה,0,גרמנית,"תאריך פרסום
ספר מוקלט: 20 בנובמבר 2009",1שעות 10דקות
"Perry Rhodan, Folge 27: Sturm über Graugischt",Perry Rhodan,קריינות: Volker Lechtenbrink,ספר מוקלט,Lübbe Audio,2009,מד״ב ופנטזיה,0,גרמנית,"תאריך פרסום
ספר מוקלט: 20 בנובמבר 2009",1שעות 8דקות
"Perry Rhodan, Folge 29: Finale für Arphonie",Perry Rhodan,קריינות: Volker Lechtenbrink,ספר מוקלט,Lübbe Audio,2009,מד״ב ופנטזיה,0,גרמנית,"תאריך פרסום
ספר מוקלט: 20 בנובמבר 2009",1שעות 9דקות
"Perry Rhodan, Folge 30: Brennpunkt Talan",Perry Rhodan,קריינות: Volker Lechtenbrink,ספר מוקלט,Lübbe Audio,2009,מד״ב ופנטזיה,0,גרמנית,"תאריך פרסום
ספר מוקלט: 20 בנובמבר 2009",1שעות 8דקות
"Perry Rhodan, Folge 2: Die Mascantin",Perry Rhodan,קריינות: Volker Lechtenbrink,ספר מוקלט,Lübbe Audio,2009,מד״ב ופנטזיה,3.5,גרמנית,"תאריך פרסום
ספר מוקלט: 20 בנובמבר 2009",1שעות 12דקות
"Perry Rhodan, Folge 3: Der Hyperschock",Perry Rhodan,קריינות: Volker Lechtenbrink,ספר מוקלט,Lübbe Audio,2009,מד״ב ופנטזיה,4,גרמנית,"תאריך פרסום
ספר מוקלט: 20 בנובמבר 2009",1שעות 1דקות
"Perry Rhodan, Folge 4: Planet der Mythen",Perry Rhodan,קריינות: Volker Lechtenbrink,ספר מוקלט,Lübbe Audio,2009,מד״ב ופנטזיה,4,גרמנית,"תאריך פרסום
ספר מוקלט: 20 בנובמבר 2009",52דקות
"Perry Rhodan, Folge 5: Havarie auf Hayok",Perry Rhodan,קריינות: Volker Lechtenbrink,ספר מוקלט,Lübbe Audio,2009,מד״ב ופנטזיה,4,גרמנית,"תאריך פרסום
ספר מוקלט: 20 בנובמבר 2009",49דקות
"Perry Rhodan, Folge 7: Der Gesang der Motana",Perry Rhodan,קריינות: Volker Lechtenbrink,ספר מוקלט,Lübbe Audio,2009,מד״ב ופנטזיה,4,גרמנית,"תאריך פרסום
ספר מוקלט: 20 בנובמבר 2009",58דקות
"Perry Rhodan, Folge 6: Das Blut der Veronis",Perry Rhodan,קריינות: Volker Lechtenbrink,ספר מוקלט,Lübbe Audio,2009,מד״ב ופנטזיה,4,גרמנית,"תאריך פרסום
ספר מוקלט: 20 בנובמבר 2009",56דקות
"Perry Rhodan, Folge 8: Sonderkommando Kantiran",Perry Rhodan,קריינות: Volker Lechtenbrink,ספר מוקלט,Lübbe Audio,2009,מד״ב ופנטזיה,4,גרמנית,"תאריך פרסום
ספר מוקלט: 20 בנובמבר 2009",59דקות
"Perry Rhodan, Folge 9: Tau Carama",Perry Rhodan,קריינות: Volker Lechtenbrink,ספר מוקלט,Lübbe Audio,2009,מד״ב ופנטזיה,3,גרמנית,"תאריך פרסום
ספר מוקלט: 20 בנובמבר 2009",1שעות 4דקות
"Maddrax, Folge 3: Rom sehen und sterben - Teil 2",Timothy Stahl,"קריינות: Wolf Frass, Lennardt Krüger",ספר מוקלט,Lübbe Audio,2009,מד״ב ופנטזיה,0,גרמנית,"תאריך פרסום
ספר מוקלט: 4 בדצמבר 2009",1שעות 6דקות
"Maddrax, Folge 2: Stadt der Verdammten - Teil 1",Jo Zybell,"קריינות: Wolf Frass, Lennardt Krüger",ספר מוקלט,Lübbe Audio,2009,מד״ב ופנטזיה,4,גרמנית,"תאריך פרסום
ספר מוקלט: 4 בדצמבר 2009",1שעות 16דקות
"Maddrax, Folge 2: Stadt der Verdammten - Teil 2",Jo Zybell,"קריינות: Wolf Frass, Lennardt Krüger",ספר מוקלט,Lübbe Audio,2009,מד״ב ופנטזיה,0,גרמנית,"תאריך פרסום
ספר מוקלט: 4 בדצמבר 2009",1שעות 11דקות
"Maddrax, Folge 2: Stadt der Verdammten - Teil 3",Jo Zybell,"קריינות: Wolf Frass, Lennardt Krüger",ספר מוקלט,Lübbe Audio,2009,מד״ב ופנטזיה,0,גרמנית,"תאריך פרסום
ספר מוקלט: 4 בדצמבר 2009",1שעות 7דקות
"Maddrax, Folge 1: Der Gott aus dem Eis - Teil 2",Jo Zybell,"קריינות: Wolf Frass, Lennardt Krüger",ספר מוקלט,Lübbe Audio,2009,מד״ב ופנטזיה,0,גרמנית,"תאריך פרסום
ספר מוקלט: 4 בדצמבר 2009",1שעות 12דקות
"Maddrax, Folge 1: Der Gott aus dem Eis - Teil 1",Jo Zybell,"קריינות: Wolf Frass, Lennardt Krüger",ספר מוקלט,Lübbe Audio,2009,מד״ב ופנטזיה,4,גרמנית,"תאריך פרסום
ספר מוקלט: 4 בדצמבר 2009",1שעות 12דקות
"Maddrax, Folge 1: Der Gott aus dem Eis - Teil 3",Jo Zybell,"קריינות: Wolf Frass, Lennardt Krüger",ספר מוקלט,Lübbe Audio,2009,מד״ב ופנטזיה,4,גרמנית,"תאריך פרסום
ספר מוקלט: 4 בדצמבר 2009",1שעות 15דקות
"Maddrax, Folge 4: Die Ausgestoßenen - Teil 1",Brian Frost,"קריינות: Wolf Frass, Lennardt Krüger",ספר מוקלט,Lübbe Audio,2009,מד״ב ופנטזיה,4,גרמנית,"תאריך פרסום
ספר מוקלט: 4 בדצמבר 2009",55דקות
"Maddrax, Folge 3: Rom sehen und sterben - Teil 1",Timothy Stahl,"קריינות: Wolf Frass, Lennardt Krüger",ספר מוקלט,Lübbe Audio,2009,מד״ב ופנטזיה,4,גרמנית,"תאריך פרסום
ספר מוקלט: 4 בדצמבר 2009",1שעות 1דקות
"Maddrax, Folge 4: Die Ausgestoßenen - Teil 2",Brian Frost,"קריינות: Wolf Frass, Lennardt Krüger",ספר מוקלט,Lübbe Audio,2009,מד״ב ופנטזיה,0,גרמנית,"תאריך פרסום
ספר מוקלט: 4 בדצמבר 2009",1שעות 1דקות
Judastöchter,Markus Heitz,קריינות: Johannes Steck,ספר מוקלט,Lübbe Audio,2011,מד״ב ופנטזיה,0,גרמנית,"תאריך פרסום
ספר מוקלט: 25 בפברואר 2011",7שעות 18דקות
Gejagt - House of Night,P.C. Cast,קריינות: Marie Bierstedt,ספר מוקלט,Lübbe Audio,2011,מד״ב ופנטזיה,4.49,גרמנית,"תאריך פרסום
ספר מוקלט: 25 בפברואר 2011",6שעות 24דקות
"Perry Rhodan, Folge 38: In der Hölle von Whocain",Perry Rhodan,קריינות: Volker Lechtenbrink,ספר מוקלט,Lübbe Audio,2011,מד״ב ופנטזיה,0,גרמנית,"תאריך פרסום
ספר מוקלט: 18 בפברואר 2011",54דקות
"Perry Rhodan, Folge 37: Der Luna-Konvoi",Perry Rhodan,קריינות: Volker Lechtenbrink,ספר מוקלט,Lübbe Audio,2011,מד״ב ופנטזיה,0,גרמנית,"תאריך פרסום
ספר מוקלט: 4 בפברואר 2011",51דקות
Ungezähmt - House of Night,P.C. Cast,קריינות: Marie Bierstedt,ספר מוקלט,Lübbe Audio,2010,מד״ב ופנטזיה,4.47,גרמנית,"תאריך פרסום
ספר מוקלט: 12 בנובמבר 2010",6שעות 8דקות
"Fraktal, Folge 2: Sternenstaub",Peter Lerf,קריינות: Martin L. Schäfer,ספר מוקלט,Highscore Music,2014,מד״ב ופנטזיה,0,גרמנית,"תאריך פרסום
ספר מוקלט: 10 באוקטובר 2014",1שעות 6דקות
Obras de Howard Phillips Lovecraft,Howard Phillips Lovecraft,NaN,ספר דיגיטלי,Wisehouse Classics,2020,מד״ב ופנטזיה,0,ספרדית,"תאריך פרסום
ספר דיגיטלי: 19 בספטמבר 2020",NaN
Der Jesus-Deal,Andreas Eschbach,קריינות: Matthias Koeberlin,ספר מוקלט,Lübbe Audio,2014,מד״ב ופנטזיה,4.67,גרמנית,"תאריך פרסום
ספר מוקלט: 8 באוקטובר 2014",7שעות 21דקות
Das Jesus Video,Andreas Eschbach,קריינות: Matthias Koeberlin,ספר מוקלט,Lübbe Audio,2014,מד״ב ופנטזיה,4.5,גרמנית,"תאריך פרסום
ספר מוקלט: 8 באוקטובר 2014",7שעות 14דקות
Der Ozean am Ende der Straße,Neil Gaiman,קריינות: Hannes Jaenicke,ספר מוקלט,Lübbe Audio,2014,מד״ב ופנטזיה,4,גרמנית,"תאריך פרסום
ספר מוקלט: 8 באוקטובר 2014",4שעות 26דקות
"Der Heilige der letzten Tage, Teil 1: Aufbruch (Ungekürzt)",Stephan Warnatsch,קריינות: Stephan Warnatsch,ספר מוקלט,berliner hörspiele,2015,מד״ב ופנטזיה,0,גרמנית,"תאריך פרסום
ספר מוקלט: 1 בינואר 2015",4שעות 22דקות
"Perry Rhodan, Folge 41: Schlacht um das Sol-System",Perry Rhodan,קריינות: Volker Lechtenbrink,ספר מוקלט,Lübbe Audio,2011,מד״ב ופנטזיה,0,גרמנית,"תאריך פרסום
ספר מוקלט: 20 במאי 2011",1שעות 2דקות
Versucht - House of Night,P.C. Cast,קריינות: Marie Bierstedt,ספר מוקלט,Lübbe Audio,2011,מד״ב ופנטזיה,4.45,גרמנית,"תאריך פרסום
ספר מוקלט: 20 במאי 2011",6שעות 34דקות
"Perry Rhodan, Folge 40: Protokolle der Unsterblichen",Perry Rhodan,קריינות: Volker Lechtenbrink,ספר מוקלט,Lübbe Audio,2011,מד״ב ופנטזיה,0,גרמנית,"תאריך פרסום
ספר מוקלט: 15 באפריל 2011",59דקות
Dragons Schwur - Eine HOUSE OF NIGHT Story,P.C. Cast,קריינות: Marie Bierstedt,ספר מוקלט,Lübbe Audio,2012,מד״ב ופנטזיה,4.71,גרמנית,"תאריך פרסום
ספר מוקלט: 17 בפברואר 2012",2שעות 38דקות
Eine unberührte Welt - Kurzgeschichte,Andreas Eschbach,קריינות: Jürgen Prochnow,ספר מוקלט,Lübbe Audio,2014,מד״ב ופנטזיה,5,גרמנית,"תאריך פרסום
ספר מוקלט: 16 בספטמבר 2014",39דקות
"Perry Rhodan, Folge 39: Unter dem Kondensator-Dom",Perry Rhodan,קריינות: Volker Lechtenbrink,ספר מוקלט,Lübbe Audio,2011,מד״ב ופנטזיה,0,גרמנית,"תאריך פרסום
ספר מוקלט: 18 במרץ 2011",1שעות 2דקות
Die indische Verschwörung,Michael Peinkofer,קריינות: Max Urlacher,ספר מוקלט,Wellenreiter,2007,מד״ב ופנטזיה,0,גרמנית,"תאריך פרסום
ספר מוקלט: 11 בדצמבר 2007",4שעות 34דקות
Der Mann aus der Zukunft,Andreas Eschbach,קריינות: Rolf Berg,ספר מוקלט,Lübbe Audio,2015,מד״ב ופנטזיה,3.57,גרמנית,"תאריך פרסום
ספר מוקלט: 16 באפריל 2015",21דקות
Die Wunder des Universums - Kurzgeschichte,Andreas Eschbach,קריינות: Nicole Engeln,ספר מוקלט,Lübbe Audio,2015,מד״ב ופנטזיה,4,גרמנית,"תאריך פרסום
ספר מוקלט: 16 באפריל 2015",42דקות
American Gods,Neil Gaiman,קריינות: Stefan Kaminski,ספר מוקלט,Lübbe Audio,2015,מד״ב ופנטזיה,4.5,גרמנית,"תאריך פרסום
ספר מוקלט: 16 באפריל 2015",22שעות 45דקות
"Black Mirror, Das Geheimnis der Gordons",Astrid Meirose,"קריינות: Anne Moll, David Nathan",ספר מוקלט,Lübbe Audio,2009,מד״ב ופנטזיה,4.5,גרמנית,"תאריך פרסום
ספר מוקלט: 26 באוקטובר 2009",1שעות 57דקות
"Perry Rhodan, Folge 33: Triptychon",Perry Rhodan,קריינות: Volker Lechtenbrink,ספר מוקלט,Lübbe Audio,2010,מד״ב ופנטזיה,0,גרמנית,"תאריך פרסום
ספר מוקלט: 23 ביולי 2010",1שעות 1דקות
"Perry Rhodan, Folge 32: Die fliegenden Rochettes",Perry Rhodan,קריינות: Volker Lechtenbrink,ספר מוקלט,Lübbe Audio,2010,מד״ב ופנטזיה,0,גרמנית,"תאריך פרסום
ספר מוקלט: 25 ביוני 2010",1שעות
Wachen! Wachen!,Terry Pratchett,"קריינות: Armin Kopp, Ruth Schwegler",ספר מוקלט,Lübbe Audio,2012,מד״ב ופנטזיה,4.22,גרמנית,"תאריך פרסום
ספר מוקלט: 28 בספטמבר 2012",5שעות 21דקות
"Vampira, Folge 1: Das Erwachen",Vampira,קריינות: Diverse,ספר מוקלט,Lübbe Audio,2012,מד״ב ופנטזיה,4,גרמנית,"תאריך פרסום
ספר מוקלט: 28 בספטמבר 2012",1שעות 7דקות
"Vampira, Folge 3: Besessen",Vampira,קריינות: Diverse,ספר מוקלט,Lübbe Audio,2012,מד״ב ופנטזיה,5,גרמנית,"תאריך פרסום
ספר מוקלט: 28 בספטמבר 2012",1שעות 3דקות
"Vampira, Folge 2: Der Moloch",Vampira,קריינות: Diverse,ספר מוקלט,Lübbe Audio,2012,מד״ב ופנטזיה,5,גרמנית,"תאריך פרסום
ספר מוקלט: 28 בספטמבר 2012",1שעות 2דקות
"Vampira, Folge 4: Landrus Ankunft",Vampira,קריינות: Diverse,ספר מוקלט,Lübbe Audio,2012,מד״ב ופנטזיה,5,גרמנית,"תאריך פרסום
ספר מוקלט: 28 בספטמבר 2012",1שעות 2דקות
Der Inquisitor,Wolfgang Hohlbein,קריינות: David Nathan,ספר מוקלט,Lübbe Audio,2012,מד״ב ופנטזיה,5,גרמנית,"תאריך פרסום
ספר מוקלט: 28 בספטמבר 2012",5שעות 5דקות
Atlantia,Ally Condie,קריינות: Christiane Marx,ספר מוקלט,Argon Verlag GmbH,2015,מד״ב ופנטזיה,3.75,גרמנית,"תאריך פרסום
ספר מוקלט: 11 בפברואר 2015",9שעות 29דקות
Ein Fest der Liebe - Kurzgeschichte,Andreas Eschbach,קריינות: Yara Blümel,ספר מוקלט,Lübbe Audio,2015,מד״ב ופנטזיה,3,גרמנית,"תאריך פרסום
ספר מוקלט: 12 במרץ 2015",51דקות
The Sea of Time,P.C. Hodgell,קריינות: Jennifer O’Donnell,ספר מוקלט,"Recorded Books, Inc.",2020,מד״ב ופנטזיה,0,אנגלית,"תאריך פרסום
ספר מוקלט: 22 בספטמבר 2020",17שעות 10דקות
Daniel Taylor und das magische Zepter,Monica Davis,קריינות: Nicolás Artajo,ספר מוקלט,Lübbe Audio,2013,מד״ב ופנטזיה,4,גרמנית,"תאריך פרסום
ספר מוקלט: 30 במרץ 2013",3שעות 51דקות
Daniel Taylor zwischen zwei Welten,Monica Davis,קריינות: Nicolás Artajo,ספר מוקלט,Lübbe Audio,2013,מד״ב ופנטזיה,4,גרמנית,"תאריך פרסום
ספר מוקלט: 29 במרץ 2013",3שעות 43דקות
Daniel Taylor und das dunkle Erbe,Monica Davis,קריינות: Nicolás Artajo,ספר מוקלט,Lübbe Audio,2013,מד״ב ופנטזיה,3,גרמנית,"תאריך פרסום
ספר מוקלט: 28 במרץ 2013",4שעות 15דקות
"House of Night, Folge 12: Erlöst",P.C. Cast,קריינות: Marie Bierstedt,ספר מוקלט,Lübbe Audio,2014,מד״ב ופנטזיה,4.69,גרמנית,"תאריך פרסום
ספר מוקלט: 14 בנובמבר 2014",6שעות 31דקות
Humanic Park,Andreas Eschbach,קריינות: Jürgen Prochnow,ספר מוקלט,Lübbe Audio,2014,מד״ב ופנטזיה,3.9,גרמנית,"תאריך פרסום
ספר מוקלט: 16 בספטמבר 2014",13דקות
Die Seiten der Welt,Kai Meyer,קריינות: Simon Jäger,ספר מוקלט,Argon Verlag GmbH,2014,מד״ב ופנטזיה,4.33,גרמנית,"תאריך פרסום
ספר מוקלט: 25 בספטמבר 2014",14שעות 21דקות
"Perry Rhodan, Folge 36: Die Rückkehr",Perry Rhodan,קריינות: Volker Lechtenbrink,ספר מוקלט,Lübbe Audio,2010,מד״ב ופנטזיה,0,גרמנית,"תאריך פרסום
ספר מוקלט: 22 באוקטובר 2010",1שעות 2דקות
Erwählt - House of Night,P.C. Cast,קריינות: Marie Bierstedt,ספר מוקלט,Lübbe Audio,2010,מד״ב ופנטזיה,4.35,גרמנית,"תאריך פרסום
ספר מוקלט: 6 באוגוסט 2010",4שעות 57דקות
The Nobody People,Bob Proehl,קריינות: Thérèse Plummer,ספר מוקלט,W. F. Howes Ltd,2020,מד״ב ופנטזיה,0,אנגלית,"תאריך פרסום
ספר מוקלט: 15 באוקטובר 2020",16שעות 45דקות
La biblia aria,Jordi Matamoros,NaN,ספר דיגיטלי,Terra Ignota Ediciones,2020,מד״ב ופנטזיה,2,ספרדית,"תאריך פרסום
ספר דיגיטלי: 24 בספטמבר 2020",NaN
Märchen- und Spukgeschichten,Theodor Storm,קריינות: Stefanie Masnik,ספר מוקלט,hoerbuchedition words and music,2020,מד״ב ופנטזיה,0,גרמנית,"תאריך פרסום
ספר מוקלט: 25 בספטמבר 2020",3שעות 33דקות
La vida que no vivimos,María Valle Del Castillo,NaN,ספר דיגיטלי,BONART,2020,מד״ב ופנטזיה,0,ספרדית,"תאריך פרסום
ספר דיגיטלי: 18 בספטמבר 2020",NaN
