book_name,author_name,announcer_name,book_type,publishing,publishing_year,genre,stars,language,release_date,recording_length
The Storm Within,Andrew Webster,קריינות: Tim Carroll,ספר מוקלט,Wavesound Audiobooks,2020,ביוגרפיות,5,אנגלית,"תאריך פרסום
ספר מוקלט: 10 בדצמבר 2020",9שעות 1דקות
Medicus Magnus - Die Revolution der Medizin und wie wir sie für uns nützen,Sergio Canavero,קריינות: Jochen Kaiser,ספר מוקלט,edition a audio,2020,ביוגרפיות,0,גרמנית,"תאריך פרסום
ספר מוקלט: 27 בנובמבר 2020",7שעות
Karen Jeppe and the Armenian People - A Life – a Calling,Kate Royster,NaN,ספר דיגיטלי,Lindhardt og Ringhof,2020,ביוגרפיות,5,אנגלית,"תאריך פרסום
ספר דיגיטלי: 15 בינואר 2020",NaN
Dickens: History in an Hour,Kaye Jones,קריינות: Jonathan Keeble,ספר מוקלט,William Collins,2013,ביוגרפיות,3.94,אנגלית,"תאריך פרסום
ספר מוקלט: 25 באפריל 2013",1שעות 23דקות
The Medieval Anarchy: History in an Hour,Kaye Jones,קריינות: Jonathan Keeble,ספר מוקלט,William Collins,2013,ביוגרפיות,3.75,אנגלית,"תאריך פרסום
ספר מוקלט: 25 באפריל 2013",1שעות 9דקות
"Benjamin Franklin: On Love, Marriage and Other Matters",Benjamin Franklin,קריינות: Adrian Cronauer,ספר מוקלט,"Recorded Books, Inc.",2008,ביוגרפיות,2.33,אנגלית,"תאריך פרסום
ספר מוקלט: 10 במרץ 2008",3שעות 13דקות
Campaigning with Grant,Horace Porter,קריינות: Noah Waterman,ספר מוקלט,Blackstone Publishing,2009,ביוגרפיות,0,אנגלית,"תאריך פרסום
ספר מוקלט: 4 בפברואר 2009",12שעות 19דקות
Four Years in the Stonewall Brigade,John O. Casler,קריינות: Brian Holsopple,ספר מוקלט,Blackstone Publishing,2017,ביוגרפיות,3.5,אנגלית,"תאריך פרסום
ספר מוקלט: 7 במרץ 2017",11שעות 21דקות
The Reporter Who Knew Too Much,Mark Shaw,קריינות: Gabra Zackman,ספר מוקלט,Blackstone Publishing,2017,ביוגרפיות,3.57,אנגלית,"תאריך פרסום
ספר מוקלט: 7 במרץ 2017",10שעות 4דקות
Follow the sun - Der Sommer meines Lebens,Helmut Zierl,קריינות: Helmut Zierl,ספר מוקלט,Lübbe Audio,2020,ביוגרפיות,4.33,גרמנית,"תאריך פרסום
ספר מוקלט: 18 בדצמבר 2020",11שעות 32דקות
Mich kriegt ihr nicht,Nazar,קריינות: Florian Pressler,ספר מוקלט,edition a audio,2020,ביוגרפיות,5,גרמנית,"תאריך פרסום
ספר מוקלט: 27 בנובמבר 2020",4שעות 33דקות
Reden wir über Niki,Niki Lauda,קריינות: Jan Kurka,ספר מוקלט,edition a audio,2020,ביוגרפיות,4.5,גרמנית,"תאריך פרסום
ספר מוקלט: 27 בנובמבר 2020",4שעות 41דקות
The Recollections of Rifleman Harris,Rifleman Harris,קריינות: Jason Salkey,ספר מוקלט,Explore Rights Management,2020,ביוגרפיות,0,אנגלית,"תאריך פרסום
ספר מוקלט: 2 בדצמבר 2020",53דקות
Michael Landon,David R. Greenland,קריינות: Nat Segaloff,ספר מוקלט,BearManor Media,2017,ביוגרפיות,3.5,אנגלית,"תאריך פרסום
ספר מוקלט: 7 במרץ 2017",4שעות 36דקות
Girl Walks Out of a Bar,Lisa F. Smith,קריינות: Hillary Huber,ספר מוקלט,Blackstone Publishing,2017,ביוגרפיות,4.24,אנגלית,"תאריך פרסום
ספר מוקלט: 14 במרץ 2017",8שעות 47דקות
Nach Süden - Ein Briefwechsel und 11 Lieder,Fanny Hensel,"קריינות: Francois Smesny, Markus Hoffmann, Beate Kurecki, Andreas Hueck, Lale Yanik",ספר מוקלט,Hörbuchmanufaktur Berlin,2020,ביוגרפיות,4,גרמנית,"תאריך פרסום
ספר מוקלט: 4 בדצמבר 2020",1שעות 1דקות
Unsere versäumten Tage - Liebesbriefe von NVA-Soldaten,Marie von Kuck,"קריינות: Jan Bischof, Michael Putschli, Marin Caktas, Toralf Franke-Viezens, Andreas Büttner",ספר מוקלט,Hörbuchmanufaktur Berlin,2020,ביוגרפיות,3,גרמנית,"תאריך פרסום
ספר מוקלט: 4 בדצמבר 2020",56דקות
My Four Years in Germany (WWI Centenary Series),James W. Gerard,NaN,ספר דיגיטלי,Last Post Press,2020,ביוגרפיות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 1 בדצמבר 2020",NaN
"The Politically Incorrect Guide to the Presidents, Part 1",Larry Schweikart,קריינות: John McLain,ספר מוקלט,Blackstone Publishing,2017,ביוגרפיות,4,אנגלית,"תאריך פרסום
ספר מוקלט: 10 באפריל 2017",10שעות 45דקות
Mehr als 100 Jahre,Angelika Horn,"קריינות: Angelika Horn, Marco Wittorf",ספר מוקלט,Angelika Horn Berlin,2020,ביוגרפיות,1,גרמנית,"תאריך פרסום
ספר מוקלט: 14 בדצמבר 2020",15שעות
They Don't Need to Understand,Andy Biersack,קריינות: Andy Biersack,ספר מוקלט,HighBridge Audio,2021,ביוגרפיות,4.77,אנגלית,"תאריך פרסום
ספר מוקלט: 9 בפברואר 2021",5שעות 22דקות
"Hope, Grace & Faith",Leah Messer,קריינות: Leah Messer,ספר מוקלט,Tantor Audio,2021,ביוגרפיות,4.13,אנגלית,"תאריך פרסום
ספר מוקלט: 2 במרץ 2021",3שעות 46דקות
"Rebound: Soaring in the NBA, Battling Parkinson’s, and Finding What Really Matters",Brian Grant,קריינות: Leon Nixon,ספר מוקלט,Tantor Audio,2021,ביוגרפיות,0,אנגלית,"תאריך פרסום
ספר מוקלט: 6 באפריל 2021",9שעות 1דקות
Blood and Soil: The Memoir of A Third Reich Brandenburger,Sepp de Giampietro,קריינות: P.J. Ochlan,ספר מוקלט,Tantor Audio,2021,ביוגרפיות,4.33,אנגלית,"תאריך פרסום
ספר מוקלט: 23 במרץ 2021",14שעות 4דקות
Lincolnomics: How President Lincoln Constructed the Great American Economy,John F. Wasik,קריינות: Bob Souer,ספר מוקלט,Tantor Audio,2021,ביוגרפיות,0,אנגלית,"תאריך פרסום
ספר מוקלט: 13 באפריל 2021",8שעות 15דקות
Radio Operator on the Eastern Front,Erhard Steiniger,קריינות: Julian Elfer,ספר מוקלט,Tantor Audio,2021,ביוגרפיות,4.07,אנגלית,"תאריך פרסום
ספר מוקלט: 21 באפריל 2021",5שעות 31דקות
JAR: A Vessel in the Hands of the Potter,Jesse Alan Rivers,NaN,ספר דיגיטלי,Resource Publications,2020,ביוגרפיות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 6 בנובמבר 2020",NaN
Real Characters: A Tip of the Hat to Nonconformity,David Lyle Jeffrey,NaN,ספר דיגיטלי,Front Porch Republic Books,2020,ביוגרפיות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 19 באוקטובר 2020",NaN
Shadow Warriors of World War II,Greg Lewis,קריינות: Kate Reading,ספר מוקלט,Blackstone Publishing,2017,ביוגרפיות,4.46,אנגלית,"תאריך פרסום
ספר מוקלט: 1 בינואר 2017",11שעות 33דקות
"No Pain, No Gaines: The Good Stuff Doesn't Come Easy",Chip Gaines,קריינות: Chip Gaines,ספר מוקלט,Thomas Nelson,2021,ביוגרפיות,4.67,אנגלית,"תאריך פרסום
ספר מוקלט: 16 במרץ 2021",5שעות 42דקות
Messages for the Future,Robyn Douglass,קריינות: Robyn Douglass,ספר מוקלט,Explore Rights Management,2020,ביוגרפיות,0,אנגלית,"תאריך פרסום
ספר מוקלט: 2 בדצמבר 2020",43דקות
Heroine,Mary Jane Wells,קריינות: Mary Jane Wells,ספר מוקלט,Author's Republic,2020,ביוגרפיות,4,אנגלית,"תאריך פרסום
ספר מוקלט: 21 בדצמבר 2020",1שעות 27דקות
Epistolario,José María Gabriel y Galán,NaN,ספר דיגיטלי,SAGA Egmont,2020,ביוגרפיות,0,ספרדית,"תאריך פרסום
ספר דיגיטלי: 25 בדצמבר 2020",NaN
Fifty Three Years in Syria - Volume II,Henry Harris Jessup,NaN,ספר דיגיטלי,Rowlands Press,2020,ביוגרפיות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 1 בדצמבר 2020",NaN
Daddy's Girl: A Memoir,Otishia Emmens,קריינות: Otishia Emmens,ספר מוקלט,TEworks Voices,2020,ביוגרפיות,0,אנגלית,"תאריך פרסום
ספר מוקלט: 2 בדצמבר 2020",3שעות 36דקות
USA Road Trip. Objetivo Gran Cañón,Carles Fernández-Lavado,קריינות: Carles Fernández-Lavado,ספר מוקלט,Author's Republic,2020,ביוגרפיות,0,ספרדית,"תאריך פרסום
ספר מוקלט: 9 באוקטובר 2020",1שעות 2דקות
A Life Without Limits,Sir Bert Massie,קריינות: Paul Broughton,ספר מוקלט,Mereo Books,2020,ביוגרפיות,1,אנגלית,"תאריך פרסום
ספר מוקלט: 2 בדצמבר 2020",7שעות 43דקות
Selma Lagerlöf,Holger Wolandt,NaN,ספר דיגיטלי,Verlag Urachhaus,2020,ביוגרפיות,0,גרמנית,"תאריך פרסום
ספר דיגיטלי: 4 בדצמבר 2020",NaN
Hundred Percent Chance,Robert K. Brown,קריינות: Robert K. Brown,ספר מוקלט,3/3 Press,2020,ביוגרפיות,3,אנגלית,"תאריך פרסום
ספר מוקלט: 8 בדצמבר 2020",6שעות 57דקות
The Courage to be True: Set Your Best Self Free,Tina Ruysseveldt,קריינות: Ellen Shantz,ספר מוקלט,Recovery Academy,2020,ביוגרפיות,0,אנגלית,"תאריך פרסום
ספר מוקלט: 15 בדצמבר 2020",8שעות 18דקות
The Last Tackle,James G. Wallgren,קריינות: Jay Spaulding,ספר מוקלט,A3J Media LLC,2020,ביוגרפיות,0,אנגלית,"תאריך פרסום
ספר מוקלט: 22 בדצמבר 2020",5שעות 9דקות
The Life of Horatio Lord Nelson,Robert Southey,קריינות: Frederick Davidson,ספר מוקלט,Blackstone Publishing,2009,ביוגרפיות,4,אנגלית,"תאריך פרסום
ספר מוקלט: 10 בפברואר 2009",9שעות 48דקות
John Brown,W.E.B. Du Bois,NaN,ספר דיגיטלי,Mint Editions,2020,ביוגרפיות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 1 בנובמבר 2020",NaN
The Promised Land,Mary Antin,NaN,ספר דיגיטלי,Mint Editions,2020,ביוגרפיות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 1 בדצמבר 2020",NaN
With My Little Eye,Sandra Hogan,קריינות: Jessica Douglas-Henry,ספר מוקלט,Wavesound Audiobooks,2021,ביוגרפיות,0,אנגלית,"תאריך פרסום
ספר מוקלט: 1 בפברואר 2021",5שעות 57דקות
The Memoirs of the Duke of Saint Simon,Bayle St. John,NaN,ספר דיגיטלי,Hesperides Press,2020,ביוגרפיות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 1 בדצמבר 2020",NaN
La luz del silencio,Adriana Lozano,NaN,ספר דיגיטלי,LID Editorial,2020,ביוגרפיות,5,ספרדית,"תאריך פרסום
ספר דיגיטלי: 24 בנובמבר 2020",NaN
Privilegiada por elección,Ivonne Díaz de Sandi,NaN,ספר דיגיטלי,LID Editorial,2018,ביוגרפיות,0,ספרדית,"תאריך פרסום
ספר דיגיטלי: 29 באוקטובר 2018",NaN
La nostalgia de los sentidos,Conchi León,NaN,ספר דיגיטלי,Trópico de Escorpio,2020,ביוגרפיות,0,ספרדית,"תאריך פרסום
ספר דיגיטלי: 1 ביוני 2020",NaN
Nunca me confieso,Irene Escribano Veloso,NaN,ספר דיגיטלי,LOM Ediciones,2020,ביוגרפיות,0,ספרדית,"תאריך פרסום
ספר דיגיטלי: 19 בנובמבר 2020",NaN
"Harald Edelstam, Héroe del humanismo, defensor de la vida",Germán Perotti,NaN,ספר דיגיטלי,LOM Ediciones,2020,ביוגרפיות,0,ספרדית,"תאריך פרסום
ספר דיגיטלי: 19 בנובמבר 2020",NaN
Life on the Mississippi,Mark Twain,NaN,ספר דיגיטלי,Read & Co. Travel,2015,ביוגרפיות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 8 במאי 2015",NaN
The Countess of Albany,Vernon Lee,NaN,ספר דיגיטלי,Read & Co. History,2020,ביוגרפיות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 7 בדצמבר 2020",NaN
Following the Equator - A Journey Around the World,Mark Twain,NaN,ספר דיגיטלי,Read & Co. Travel,2020,ביוגרפיות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 7 בדצמבר 2020",NaN
Roughing It,Mark Twain,NaN,ספר דיגיטלי,Read & Co. Classics,2020,ביוגרפיות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 7 בדצמבר 2020",NaN
Under Nazi Rule,Various authors,NaN,ספר דיגיטלי,Mokeham,2020,ביוגרפיות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 1 בדצמבר 2020",NaN
Witnessing the Holocaust,Various authors,NaN,ספר דיגיטלי,Mokeham,2020,ביוגרפיות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 1 בדצמבר 2020",NaN
Liberation,Various authors,NaN,ספר דיגיטלי,Mokeham,2020,ביוגרפיות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 1 בדצמבר 2020",NaN
"War in the Indies: The Dutch in Wartime, Survivors Remember",Various authors,NaN,ספר דיגיטלי,Mokeham,2020,ביוגרפיות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 1 בדצמבר 2020",NaN
"Resisting Nazi Occupation: The Dutch in Wartime, Survivors Remember",Various authors,NaN,ספר דיגיטלי,Mokeham,2020,ביוגרפיות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 1 בדצמבר 2020",NaN
"Caught in the crossfire: The Dutch in Wartime, Survivors Remember",Various authors,NaN,ספר דיגיטלי,Mokeham,2020,ביוגרפיות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 1 בדצמבר 2020",NaN
"The Hunger Winter: The Dutch in Wartime, Survivors Remember",Various authors,NaN,ספר דיגיטלי,Mokeham,2020,ביוגרפיות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 1 בדצמבר 2020",NaN
"Tell your children about us: The Dutch in Wartime, Survivors Remember",Various authors,NaN,ספר דיגיטלי,Mokeham,2020,ביוגרפיות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 1 בדצמבר 2020",NaN
"Invasion: The Dutch in Wartime, Survivors Remember",Various authors,NaN,ספר דיגיטלי,Mokeham,2020,ביוגרפיות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 1 בדצמבר 2020",NaN
"Captain Shakespear: Desert exploration, Arabian intrigue and the rise of Ibn Sa'ud",Alan Dillon,NaN,ספר דיגיטלי,Medina Publishing,2020,ביוגרפיות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 10 בדצמבר 2020",NaN
My Scientology Story,Diana Dudas,NaN,ספר דיגיטלי,Diana Dudas,2020,ביוגרפיות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 8 בדצמבר 2020",NaN
Certain Personal Matters,H.G. Wells,NaN,ספר דיגיטלי,Glagoslav Epublications,1910,ביוגרפיות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 1 בינואר 1910",NaN
Tono-bungay,H.G. Wells,NaN,ספר דיגיטלי,Glagoslav Epublications,1910,ביוגרפיות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 1 בינואר 1910",NaN
What is Coming? A Forecast of Things after the War,H.G. Wells,NaN,ספר דיגיטלי,Glagoslav Epublications,1910,ביוגרפיות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 1 בינואר 1910",NaN
The Salvaging Of Civilization,H.G. Wells,NaN,ספר דיגיטלי,Glagoslav Epublications,1910,ביוגרפיות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 1 בינואר 1910",NaN
Fiedler. Głód świata,Piotr Bojarski,קריינות: Janusz Zadura,ספר מוקלט,Wydawnictwo Poznańskie,2020,ביוגרפיות,4.44,פולנית,"תאריך פרסום
ספר מוקלט: 12 בדצמבר 2020",15שעות 7דקות
Reinhold Würth,Helge Timmerberg,קריינות: Helge Timmerberg,ספר מוקלט,Audio Verlag München,2020,ביוגרפיות,3,גרמנית,"תאריך פרסום
ספר מוקלט: 23 ביוני 2020",5שעות 19דקות
Hoeneß,Günter Klein,קריינות: Michael A. Grimm,ספר מוקלט,Riva,2020,ביוגרפיות,4.6,גרמנית,"תאריך פרסום
ספר מוקלט: 28 בפברואר 2020",9שעות 35דקות
Frontal: Mit dem Leben erfolgreich an die Wand,Berny Kiesewetter,קריינות: Hein Hart,ספר מוקלט,GD Publishing,2020,ביוגרפיות,0,גרמנית,"תאריך פרסום
ספר מוקלט: 8 בדצמבר 2020",5שעות 43דקות
"Полуночная курица (и другие рецепты, ради которых стоит жить)",Элла Рисбриджер,NaN,ספר דיגיטלי,Колибри,2020,ביוגרפיות,5,רוסית,"תאריך פרסום
ספר דיגיטלי: 12 בדצמבר 2020",NaN
The Wreckage of My Presence,Casey Wilson,קריינות: Casey Wilson,ספר מוקלט,HarperAudio,2021,ביוגרפיות,4.6,אנגלית,"תאריך פרסום
ספר מוקלט: 4 במאי 2021",6שעות 28דקות
"Skinny or Not, Here I Come",Margaret Cupit-Link,NaN,ספר דיגיטלי,Resource Publications,2020,ביוגרפיות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 26 בנובמבר 2020",NaN
Come Fly The World,Julia Cooke,קריינות: Andi Arndt,ספר מוקלט,HarperAudio,2021,ביוגרפיות,0,אנגלית,"תאריך פרסום
ספר מוקלט: 2 במרץ 2021",7שעות 33דקות
Al Capone. Król gangsterów,O.Crowton,קריינות: Roch Siemianowski,ספר מוקלט,XAUDIO,2020,ביוגרפיות,4.22,פולנית,"תאריך פרסום
ספר מוקלט: 16 בדצמבר 2020",1שעות 30דקות
"Freud. Psychiatra, filozof",J Grodzieński,קריינות: Filip Kosior,ספר מוקלט,XAUDIO,2020,ביוגרפיות,4.34,פולנית,"תאריך פרסום
ספר מוקלט: 16 בדצמבר 2020",1שעות 12דקות
"Napoleon. Wódz, romantyk",R.S. Dąbrowski,קריינות: Filip Kosior,ספר מוקלט,XAUDIO,2020,ביוגרפיות,4.44,פולנית,"תאריך פרסום
ספר מוקלט: 16 בדצמבר 2020",1שעות 11דקות
Rasputin. Car bez korony,R. Krakowski,קריינות: Filip Kosior,ספר מוקלט,XAUDIO,2020,ביוגרפיות,4.28,פולנית,"תאריך פרסום
ספר מוקלט: 16 בדצמבר 2020",1שעות 8דקות
The Politically Incorrect Guide to the Founding Fathers,Brion McClanahan (Ph.D.),קריינות: Tom Weiner,ספר מוקלט,Blackstone Publishing,2009,ביוגרפיות,2.8,אנגלית,"תאריך פרסום
ספר מוקלט: 30 ביוני 2009",9שעות 26דקות
Charlie Munger,Charles Munger,קריינות: Stefan Lehnen,ספר מוקלט,FinanzBuch Verlag,2020,ביוגרפיות,4.75,גרמנית,"תאריך פרסום
ספר מוקלט: 7 בספטמבר 2020",7שעות 6דקות
John D. Rockefeller. Moja autobiografia,John D. Rockefeller,קריינות: Bartłomiej Ważny,ספר מוקלט,Dom Wydawniczy Kontinuum,2020,ביוגרפיות,4.2,פולנית,"תאריך פרסום
ספר מוקלט: 20 בדצמבר 2020",4שעות 20דקות
The Principles of Masonic Law,Albert Mackey,NaN,ספר דיגיטלי,Good Press,2020,ביוגרפיות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 8 בדצמבר 2020",NaN
The Story of Abraham Lincoln,James Baldwin,NaN,ספר דיגיטלי,Good Press,2020,ביוגרפיות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 8 בדצמבר 2020",NaN
The Crown. Tom 2,Robert Lacey,NaN,ספר דיגיטלי,Wydawnictwo Kobiece,2020,ביוגרפיות,4.5,פולנית,"תאריך פרסום
ספר דיגיטלי: 1 בדצמבר 2020",NaN
The Life of Sir Thomas More,William Roper,NaN,ספר דיגיטלי,Good Press,2020,ביוגרפיות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 8 בדצמבר 2020",NaN
George Bernard Shaw,Gilbert Keith Chesterton,NaN,ספר דיגיטלי,Good Press,2020,ביוגרפיות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 8 בדצמבר 2020",NaN
The Diary of a Japanese Convert,Uchimura Kanzo,NaN,ספר דיגיטלי,Good Press,2020,ביוגרפיות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 8 בדצמבר 2020",NaN
Autobiography,Edgar Leopold Layard,NaN,ספר דיגיטלי,Good Press,2020,ביוגרפיות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 8 בדצמבר 2020",NaN
Introduction and brief biography of Honore de Balzac,George Saintsbury,NaN,ספר דיגיטלי,Good Press,2020,ביוגרפיות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 8 בדצמבר 2020",NaN
Leo Tolstoy: His Life and Work,Paul Birukoff,NaN,ספר דיגיטלי,Good Press,2020,ביוגרפיות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 8 בדצמבר 2020",NaN
Alles gut?,Ines Allerheiligen,קריינות: Ines Allerheiligen,ספר מוקלט,Balczun - O - Ton Studio,2020,ביוגרפיות,0,גרמנית,"תאריך פרסום
ספר מוקלט: 17 בדצמבר 2020",1שעות 51דקות
The Aran Islands,John Millington Synge,NaN,ספר דיגיטלי,Good Press,2020,ביוגרפיות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 8 בדצמבר 2020",NaN
An Autobiography,Annie Wood Besant,NaN,ספר דיגיטלי,Good Press,2020,ביוגרפיות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 8 בדצמבר 2020",NaN
"A Narrative of the Captivity, Sufferings, and Removes of Mrs. Mary Rowlandson",Mary Rowlandson,NaN,ספר דיגיטלי,Good Press,2020,ביוגרפיות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 8 בדצמבר 2020",NaN
Kepler,Walter William Bryant,NaN,ספר דיגיטלי,Good Press,2020,ביוגרפיות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 8 בדצמבר 2020",NaN
Two Sussex archaeologists: William Durrant Cooper and Mark Antony Lower,Henry Campkin,NaN,ספר דיגיטלי,Good Press,2020,ביוגרפיות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 8 בדצמבר 2020",NaN
"A Memoir of Thomas C. James, M. D",Hugh Lenox Hodge,NaN,ספר דיגיטלי,Good Press,2020,ביוגרפיות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 8 בדצמבר 2020",NaN
Galileo,Walter William Bryant,NaN,ספר דיגיטלי,Good Press,2020,ביוגרפיות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 8 בדצמבר 2020",NaN
The Sanity of William Blake,Greville MacDonald,NaN,ספר דיגיטלי,Good Press,2020,ביוגרפיות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 8 בדצמבר 2020",NaN
"A Memoir of the Late Lewis David von Schweinitz, P.D",Walter Rogers Johnson,NaN,ספר דיגיטלי,Good Press,2020,ביוגרפיות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 8 בדצמבר 2020",NaN
Madame Roland,Mathilde Blind,NaN,ספר דיגיטלי,Good Press,2020,ביוגרפיות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 8 בדצמבר 2020",NaN
Pictures From Italy,Charles Dickens,NaN,ספר דיגיטלי,Good Press,2020,ביוגרפיות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 8 בדצמבר 2020",NaN
A Defence of the Right Honorable the Earl of Shelburne,Dennis O'Bryen,NaN,ספר דיגיטלי,Good Press,2020,ביוגרפיות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 8 בדצמבר 2020",NaN
Polar Exploration,William Speirs Bruce,NaN,ספר דיגיטלי,Good Press,2020,ביוגרפיות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 8 בדצמבר 2020",NaN
Percival Lowell — an afterglow,Wrexie Louise Leonard,NaN,ספר דיגיטלי,Good Press,2020,ביוגרפיות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 8 בדצמבר 2020",NaN
A Companion and Useful Guide to the Beauties of Scotland,Sarah Murray,NaN,ספר דיגיטלי,Good Press,2020,ביוגרפיות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 8 בדצמבר 2020",NaN
Eminent Victorians,Giles Lytton Strachey,NaN,ספר דיגיטלי,Good Press,2020,ביוגרפיות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 8 בדצמבר 2020",NaN
Fernando Schwartz,Fernando Schwartz,NaN,ספר דיגיטלי,Grupo Rodrigo Porrúa,2020,ביוגרפיות,0,ספרדית,"תאריך פרסום
ספר דיגיטלי: 3 בדצמבר 2020",NaN
History of a Six Weeks' Tour,Mary Wollstonecraft Shelley,NaN,ספר דיגיטלי,Good Press,2020,ביוגרפיות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 8 בדצמבר 2020",NaN
The Children's Plutarch: Tales of the Romans,Frederick James Gould,NaN,ספר דיגיטלי,Good Press,2020,ביוגרפיות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 8 בדצמבר 2020",NaN
American Boys' Life of William McKinley,Edward Stratemeyer,NaN,ספר דיגיטלי,Good Press,2020,ביוגרפיות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 8 בדצמבר 2020",NaN
Toast,Nigel Slater,קריינות: Nigel Slater,ספר מוקלט,HarperCollins,2005,ביוגרפיות,4.15,אנגלית,"תאריך פרסום
ספר מוקלט: 15 ביוני 2005",6שעות 2דקות
Elizabeth Barrett Browning,John Henry Ingram,NaN,ספר דיגיטלי,Good Press,2020,ביוגרפיות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 8 בדצמבר 2020",NaN
"Lucifer’s Banker Uncensored: The Untold Story of How I Destroyed Swiss Bank Secrecy, 2nd Edition",Bradley C. Birkenfeld,קריינות: Rick Adamson,ספר מוקלט,Kalorama,2021,ביוגרפיות,4.71,אנגלית,"תאריך פרסום
ספר מוקלט: 23 במרץ 2021",11שעות 28דקות
Greater Fortune: Essential Lessons from the Entrepreneur Who Bought the Company That Fired Her,Marie Cosgrove,קריינות: Joana Garcia,ספר מוקלט,Ascent Audio,2021,ביוגרפיות,0,אנגלית,"תאריך פרסום
ספר מוקלט: 9 במרץ 2021",7שעות 3דקות
Buffett's Tips: A Guide to Financial Literacy and Life,John M. Longo,קריינות: Tom Parks,ספר מוקלט,Ascent Audio,2021,ביוגרפיות,4.8,אנגלית,"תאריך פרסום
ספר מוקלט: 27 באפריל 2021",14שעות 23דקות
"The President Is Dead!: The Extraordinary Stories of Presidential Deaths, Final Days, Burials, and Beyond (Updated Edition)",Louis L. Picone,קריינות: Charles Constant,ספר מוקלט,Tantor Audio,2021,ביוגרפיות,3,אנגלית,"תאריך פרסום
ספר מוקלט: 9 במרץ 2021",17שעות 43דקות
I Flew for the Führer,Heinz Knoke,קריינות: P.J. Ochlan,ספר מוקלט,Tantor Audio,2021,ביוגרפיות,4.18,אנגלית,"תאריך פרסום
ספר מוקלט: 13 באפריל 2021",8שעות 8דקות
רצח במעון הכומר,אגתה כריסטי,קריינות: רוני מורג,ספר מוקלט,Storyside,2023,פשע,4.5,עברית,"תאריך פרסום
ספר מוקלט: 30 במרץ 2023",7שעות 17דקות
זה שהיה כאן קודם,אורי לברון,קריינות: דן שפירא,ספר מוקלט,Storyside,2022,פשע,4.66,עברית,"תאריך פרסום
ספר מוקלט: 15 בפברואר 2022",11שעות 51דקות
