author_name,announcer_name,book_type,publishing,publishing_year,genre,stars,language,release_date,recording_length
Adam Walsh,קריינות: Adam Walsh,ספר מוקלט,Western Civ LLC,2020,שפות,0,אנגלית,"תאריך פרסום
ספר מוקלט: 20 בדצמבר 2020",4שעות 22דקות
David Michaels,NaN,ספר דיגיטלי,Isaac Hays,2018,שפות,0,צרפתית,"תאריך פרסום
ספר דיגיטלי: 11 באוקטובר 2018",NaN
Kevin Partner,קריינות: Kevin Partner,ספר מוקלט,Scribbleit,2021,שפות,4,אנגלית,"תאריך פרסום
ספר מוקלט: 29 בינואר 2021",1שעות 47דקות
Mauricio Montoya Londoño,NaN,ספר דיגיטלי,Universidad de La Salle,2015,שפות,0,ספרדית,"תאריך פרסום
ספר דיגיטלי: 16 ביוני 2015",NaN
Silvia Frank Schmid,NaN,ספר דיגיטלי,Narr Francke Attempto Verlag,2021,שפות,0,גרמנית,"תאריך פרסום
ספר דיגיטלי: 26 באפריל 2021",NaN
Ralf Sotscheck,NaN,ספר דיגיטלי,Fuego,2013,שפות,0,גרמנית,"תאריך פרסום
ספר דיגיטלי: 5 ביולי 2013",NaN
Ralf Sotscheck,NaN,ספר דיגיטלי,Fuego,2013,שפות,0,גרמנית,"תאריך פרסום
ספר דיגיטלי: 1 בפברואר 2013",NaN
William Swain,קריינות: Macken Murphy,ספר מוקלט,William Swain,2021,שפות,4,אנגלית,"תאריך פרסום
ספר מוקלט: 19 בפברואר 2021",1שעות 1דקות
Hugo Mantilla Trejos,NaN,ספר דיגיטלי,Corporación Cultural Entreletras,2017,שפות,0,ספרדית,"תאריך פרסום
ספר דיגיטלי: 1 במאי 2017",NaN
Mark Fernandez,קריינות: Ariana Carolina,ספר מוקלט,MARK FERNANDEZ,2021,שפות,0,אנגלית,"תאריך פרסום
ספר מוקלט: 25 בפברואר 2021",6שעות 20דקות
Marina Alicante,קריינות: Ariana Carolina,ספר מוקלט,MARINA ALICANTE,2021,שפות,0,אנגלית,"תאריך פרסום
ספר מוקלט: 25 בפברואר 2021",23שעות 13דקות
Nicola Gess,NaN,ספר דיגיטלי,Matthes & Seitz Berlin Verlag,2021,שפות,0,גרמנית,"תאריך פרסום
ספר דיגיטלי: 29 באפריל 2021",NaN
Becca Syme,קריינות: Becca Syme,ספר מוקלט,Hummingbird Books,2021,שפות,5,אנגלית,"תאריך פרסום
ספר מוקלט: 5 במאי 2021",3שעות 27דקות
Phil Ben,קריינות: Sagui Moses,ספר מוקלט,BEN,2021,שפות,0,עברית,"תאריך פרסום
ספר מוקלט: 5 במאי 2021",2שעות 5דקות
P.H. Matthews,קריינות: James Conlan,ספר מוקלט,Tantor Audio,2021,שפות,4.4,אנגלית,"תאריך פרסום
ספר מוקלט: 8 ביוני 2021",3שעות 28דקות
Barnaby Conrad,NaN,ספר דיגיטלי,Quill Driver Books,2006,שפות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 1 באוקטובר 2006",NaN
Don McNair,NaN,ספר דיגיטלי,Quill Driver Books,2013,שפות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 1 באפריל 2013",NaN
Sue Fagalde Lick,NaN,ספר דיגיטלי,Quill Driver Books,2007,שפות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 1 במאי 2007",NaN
Robert W. Bly,NaN,ספר דיגיטלי,Quill Driver Books,2010,שפות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 1 בספטמבר 2010",NaN
Stephen Blake Mettee,NaN,ספר דיגיטלי,Quill Driver Books,2012,שפות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 1 במאי 2012",NaN
Carolyn Kaufman,NaN,ספר דיגיטלי,Quill Driver Books,2010,שפות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 1 בדצמבר 2010",NaN
Gene Perret,NaN,ספר דיגיטלי,Quill Driver Books,2011,שפות,2,אנגלית,"תאריך פרסום
ספר דיגיטלי: 1 באוגוסט 2011",NaN
Jim Mercurio,NaN,ספר דיגיטלי,Quill Driver Books,2019,שפות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 1 בפברואר 2019",NaN
Alberto Moretti,NaN,ספר דיגיטלי,SADAF,2021,שפות,0,ספרדית,"תאריך פרסום
ספר דיגיטלי: 7 במאי 2021",NaN
LinguaBoost,קריינות: LinguaBoost,ספר מוקלט,LinguaBoost,2021,שפות,0,צרפתית,"תאריך פרסום
ספר מוקלט: 24 במרץ 2021",7שעות 2דקות
Naseem Uddin,"קריינות: Naseem Uddin, Sheharyar Naseem, Bryant Leong",ספר מוקלט,NASEEM UDDIN,2021,שפות,0,אנגלית,"תאריך פרסום
ספר מוקלט: 1 באפריל 2021",1שעות 54דקות
Libroteka,קריינות: Mentes Narradoras,ספר מוקלט,LIBROTEKA,2021,שפות,3.75,ספרדית,"תאריך פרסום
ספר מוקלט: 7 במאי 2021",22דקות
André Klein,"קריינות: André Klein, Eti Shani",ספר מוקלט,learnoutlive,2021,שפות,0,גרמנית,"תאריך פרסום
ספר מוקלט: 26 באפריל 2021",1שעות 38דקות
Innovative Language Learning,קריינות: RomanianPod101.com,ספר מוקלט,Innovative Language Learning,2020,שפות,0,אנגלית,"תאריך פרסום
ספר מוקלט: 23 בדצמבר 2020",3שעות 10דקות
Innovative Language Learning,קריינות: SpanishPod101.com,ספר מוקלט,Innovative Language Learning,2020,שפות,2,אנגלית,"תאריך פרסום
ספר מוקלט: 23 בדצמבר 2020",4שעות 25דקות
Innovative Language Learning,קריינות: CantoneseClass101.com,ספר מוקלט,Innovative Language Learning,2020,שפות,0,אנגלית,"תאריך פרסום
ספר מוקלט: 23 בדצמבר 2020",2שעות 17דקות
Innovative Language Learning,קריינות: GermanPod101.com,ספר מוקלט,Innovative Language Learning,2020,שפות,2.5,אנגלית,"תאריך פרסום
ספר מוקלט: 23 בדצמבר 2020",2שעות 21דקות
Innovative Language Learning,קריינות: UrduPod101.com,ספר מוקלט,Innovative Language Learning,2021,שפות,0,אנגלית,"תאריך פרסום
ספר מוקלט: 28 במרץ 2021",2שעות 58דקות
Innovative Language Learning,קריינות: HebrewPod101.com,ספר מוקלט,Innovative Language Learning,2021,שפות,0,אנגלית,"תאריך פרסום
ספר מוקלט: 28 במרץ 2021",7שעות 39דקות
Innovative Language Learning,קריינות: SpanishPod101.com,ספר מוקלט,Innovative Language Learning,2021,שפות,4.25,אנגלית,"תאריך פרסום
ספר מוקלט: 28 במרץ 2021",6שעות 47דקות
Dorota Guzik,קריינות: Maybe Theatre Company,ספר מוקלט,DIM - Nauka i Multimedia,2017,שפות,4.02,אנגלית,"תאריך פרסום
ספר מוקלט: 1 בינואר 2017",1שעות 6דקות
Dorota Guzik,קריינות: Maybe Theatre Company,ספר מוקלט,DIM - Nauka i Multimedia,2017,שפות,4.04,אנגלית,"תאריך פרסום
ספר מוקלט: 1 בינואר 2017",3שעות 3דקות
Dorota Guzik,קריינות: Maybe Theatre Company,ספר מוקלט,DIM - Nauka i Multimedia,2017,שפות,3.89,אנגלית,"תאריך פרסום
ספר מוקלט: 1 בינואר 2017",2שעות 29דקות
Dorota Guzik,קריינות: Maybe Theatre Company,ספר מוקלט,DIM - Nauka i Multimedia,2017,שפות,4.04,אנגלית,"תאריך פרסום
ספר מוקלט: 1 בינואר 2017",1שעות 29דקות
Walter R. Fisher,NaN,ספר דיגיטלי,University of South Carolina Press,2021,שפות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 3 ביוני 2021",NaN
Ralph Keyes,קריינות: Paul Heitsch,ספר מוקלט,Tantor Audio,2021,שפות,4,אנגלית,"תאריך פרסום
ספר מוקלט: 13 ביולי 2021",13שעות 2דקות
Centre of Excellence,קריינות: Katia Filipovic,ספר מוקלט,Author's Republic,2021,שפות,0,אנגלית,"תאריך פרסום
ספר מוקלט: 14 במאי 2021",3שעות 7דקות
Luis Miguel Espejo,NaN,ספר דיגיטלי,Fondo Editorial EEL,2021,שפות,0,ספרדית,"תאריך פרסום
ספר דיגיטלי: 25 במאי 2021",NaN
Sofía Rodríguez,NaN,ספר דיגיטלי,Fondo Editorial EEL,2021,שפות,0,ספרדית,"תאריך פרסום
ספר דיגיטלי: 25 במאי 2021",NaN
Innovative Language Learning,קריינות: RomanianPod101.com,ספר מוקלט,Innovative Language Learning,2021,שפות,3,אנגלית,"תאריך פרסום
ספר מוקלט: 9 במאי 2021",2שעות 53דקות
Andy Ankowski,קריינות: Khristine Hvam,ספר מוקלט,Tantor Audio,2021,שפות,0,אנגלית,"תאריך פרסום
ספר מוקלט: 17 באוגוסט 2021",6שעות 26דקות
עוזי עילם,קריינות: משה טימור,ספר מוקלט,Storyside,2021,מותחנים,4,עברית,"תאריך פרסום
ספר מוקלט: 17 במאי 2021",10שעות 55דקות
ערן בן עמי,קריינות: זהר סדן,ספר מוקלט,Storyside,2022,מותחנים,4.59,עברית,"תאריך פרסום
ספר מוקלט: 13 במרץ 2022",12שעות 36דקות
עוזי עילם,קריינות: אייל שרף,ספר מוקלט,Storyside,2021,מותחנים,4.33,עברית,"תאריך פרסום
ספר מוקלט: 17 במאי 2021",9שעות 27דקות
בראד תור,קריינות: אורי דרור,ספר מוקלט בנוסף ספר דיגיטלי,Storyside,2021,מותחנים,4.28,עברית,"תאריך פרסום
ספר מוקלט: 16 ביוני 2021
ספר דיגיטלי: 1 במאי 2017",9שעות 31דקות
ליעד שהם,קריינות: זיו זוהר מאיר,ספר מוקלט,Storyside,2021,מותחנים,4.26,עברית,"תאריך פרסום
ספר מוקלט: 12 ביולי 2021",8שעות
ליעד שהם,קריינות: ניר שאולוף,ספר מוקלט,Storyside,2021,מותחנים,4.75,עברית,"תאריך פרסום
ספר מוקלט: 12 ביולי 2021",6שעות 57דקות
מישקה בן-דוד,קריינות: זהר סדן,ספר מוקלט,Storyside,2021,מותחנים,4.42,עברית,"תאריך פרסום
ספר מוקלט: 13 בספטמבר 2021",13שעות 17דקות
דב אלפון,קריינות: יערה פלציג,ספר מוקלט,Storyside,2021,מותחנים,4.47,עברית,"תאריך פרסום
ספר מוקלט: 1 במאי 2021",10שעות 1דקות
הרלן קובן,קריינות: זיו זוהר מאיר,ספר מוקלט,Storyside,2021,מותחנים,4.26,עברית,"תאריך פרסום
ספר מוקלט: 18 במאי 2021",8שעות 13דקות
גרג הורביץ,קריינות: שי סיני וילוז'ני,ספר מוקלט בנוסף ספר דיגיטלי,Storyside,2021,מותחנים,4.48,עברית,"תאריך פרסום
ספר מוקלט: 16 ביוני 2021
ספר דיגיטלי: 1 במאי 2016",10שעות 28דקות
גרג הורביץ,קריינות: ניר שאולוף,ספר מוקלט,Storyside,2021,מותחנים,4.58,עברית,"תאריך פרסום
ספר מוקלט: 28 ביוני 2021",11שעות 22דקות
ליעד שהם,קריינות: יובל בן עמי,ספר מוקלט,Storyside,2021,מותחנים,4.58,עברית,"תאריך פרסום
ספר מוקלט: 12 ביולי 2021",8שעות 21דקות
ליעד שהם,קריינות: ניר שאולוף,ספר מוקלט,Storyside,2021,מותחנים,4.33,עברית,"תאריך פרסום
ספר מוקלט: 12 ביולי 2021",6שעות 37דקות
ריילי סגר,קריינות: ריקי בליך,ספר מוקלט,Storyside,2021,מותחנים,4.54,עברית,"תאריך פרסום
ספר מוקלט: 13 ביולי 2021",10שעות 57דקות
מישקה בן-דוד,קריינות: אליחי כהן,ספר מוקלט,Storyside,2021,מותחנים,4.56,עברית,"תאריך פרסום
ספר מוקלט: 10 באוקטובר 2021",9שעות 59דקות
Robert L. Stevenson,קריינות: Peter Joyce,ספר מוקלט,Assembled Stories,2020,מותחנים,4,אנגלית,"תאריך פרסום
ספר מוקלט: 3 במרץ 2020",3שעות 15דקות
סופרים שונים,קריינות: רותם צור,ספר מוקלט בנוסף ספר דיגיטלי,Storyside,2021,מותחנים,4,עברית,"תאריך פרסום
ספר מוקלט: 29 במרץ 2021
ספר דיגיטלי: 15 באוגוסט 2016",6שעות 35דקות
מעין רוגל,קריינות: עדי דרורי,ספר מוקלט,Storyside,2021,מותחנים,4.44,עברית,"תאריך פרסום
ספר מוקלט: 18 באפריל 2021",9שעות 5דקות
מישקה בן-דוד,קריינות: אורי דרור,ספר מוקלט,Storyside,2021,מותחנים,4.53,עברית,"תאריך פרסום
ספר מוקלט: 1 במאי 2021",13שעות 56דקות
רוברט לואי סטיבנסון,קריינות: רמי ברוך,ספר מוקלט,Storyside,2021,מותחנים,4.13,עברית,"תאריך פרסום
ספר מוקלט: 3 במאי 2021",2שעות 57דקות
הרלן קובן,קריינות: עדי לב,ספר מוקלט,Storyside,2021,מותחנים,4.21,עברית,"תאריך פרסום
ספר מוקלט: 25 במאי 2021",9שעות 16דקות
דנה ברגר סמט,קריינות: דנה ברגר סמט,ספר מוקלט,Storyside,2021,מותחנים,2.75,עברית,"תאריך פרסום
ספר מוקלט: 25 במאי 2021",5שעות 55דקות
אורית הראל,קריינות: אורית הראל,ספר מוקלט,Storyside,2021,מותחנים,4,עברית,"תאריך פרסום
ספר מוקלט: 28 במאי 2021",12שעות 7דקות
ויקטוריה הלן סטון,קריינות: עדי דרורי,ספר מוקלט,Storyside,2021,מותחנים,4.39,עברית,"תאריך פרסום
ספר מוקלט: 7 ביוני 2021",9שעות 18דקות
גרג הורביץ,קריינות: עדי חבין,ספר מוקלט בנוסף ספר דיגיטלי,Storyside,2021,מותחנים,4.85,עברית,"תאריך פרסום
ספר מוקלט: 16 ביוני 2021
ספר דיגיטלי: 1 באוגוסט 2017",15שעות 25דקות
פיטר סוונסון,קריינות: עדי לב,ספר מוקלט,Storyside,2021,מותחנים,2.89,עברית,"תאריך פרסום
ספר מוקלט: 16 ביוני 2021",9שעות 51דקות
גרג הורביץ,קריינות: עדי חבין,ספר מוקלט,Storyside,2021,מותחנים,4.35,עברית,"תאריך פרסום
ספר מוקלט: 16 ביוני 2021",13שעות 2דקות
אליזבת נורבק,קריינות: עדי חבין,ספר מוקלט,Storyside,2021,מותחנים,4.55,עברית,"תאריך פרסום
ספר מוקלט: 19 ביוני 2021",13שעות 42דקות
בראד תור,קריינות: עדי דרורי,ספר מוקלט בנוסף ספר דיגיטלי,Storyside,2021,מותחנים,4.38,עברית,"תאריך פרסום
ספר מוקלט: 25 ביוני 2021
ספר דיגיטלי: 1 בנובמבר 2015",12שעות 10דקות
גרג הורביץ,קריינות: שי סיני וילוז'ני,ספר מוקלט בנוסף ספר דיגיטלי,Storyside,2021,מותחנים,4.55,עברית,"תאריך פרסום
ספר מוקלט: 28 ביוני 2021
ספר דיגיטלי: 1 בפברואר 2017",10שעות 44דקות
ליעד שהם,קריינות: ישי גולן,ספר מוקלט,Storyside,2021,מותחנים,4.5,עברית,"תאריך פרסום
ספר מוקלט: 12 ביולי 2021",9שעות 14דקות
ליעד שהם,קריינות: יובל בן עמי,ספר מוקלט,Storyside,2021,מותחנים,4.82,עברית,"תאריך פרסום
ספר מוקלט: 12 ביולי 2021",7שעות 30דקות
ליעד שהם,קריינות: אורי בנאי,ספר מוקלט,Storyside,2021,מותחנים,4.75,עברית,"תאריך פרסום
ספר מוקלט: 12 ביולי 2021",8שעות 2דקות
ליעד שהם,קריינות: ריקי בליך,ספר מוקלט,Storyside,2021,מותחנים,4.43,עברית,"תאריך פרסום
ספר מוקלט: 12 ביולי 2021",8שעות 35דקות
ליעד שהם,קריינות: נתלי פיינשטיין,ספר מוקלט,Storyside,2021,מותחנים,4.47,עברית,"תאריך פרסום
ספר מוקלט: 12 ביולי 2021",10שעות 28דקות
ליעד שהם,קריינות: ניר שאולוף,ספר מוקלט,Storyside,2021,מותחנים,4.81,עברית,"תאריך פרסום
ספר מוקלט: 18 ביולי 2021",8שעות 9דקות
Саския Норт,קריינות: Нона Трояновская,ספר מוקלט,Storyside,2021,מותחנים,3.95,רוסית,"תאריך פרסום
ספר מוקלט: 27 ביולי 2021",7שעות 46דקות
רם אורן,קריינות: תמר לוין,ספר מוקלט,Storyside,2021,מותחנים,4.66,עברית,"תאריך פרסום
ספר מוקלט: 29 בנובמבר 2021",9שעות 47דקות
Франк Тилье,קריינות: Сергей Горбунов,ספר מוקלט בנוסף ספר דיגיטלי,Азбука,2021,מותחנים,4.42,רוסית,"תאריך פרסום
ספר מוקלט: 23 בדצמבר 2021
ספר דיגיטלי: 1 באוקטובר 2014",19שעות 26דקות
