book_name,author_name,announcer_name,book_type,publishing,publishing_year,genre,stars,language,release_date,days_from_release,recording_minutes,recording_hours
"Mindset by Carol S. Dweck, Ph.D | Key Takeaways, Analysis & Review: The New Psychology of Success",IRB Media,No announcer,2,91,2015.0,5,4.09,1,2015-07-16,2874,0.0,0.0
A Joosr Guide to... The Magic of Reality by Richard Dawkins: How We Know What’s Really True,Joosr,No announcer,2,92,2015.0,5,0.0,1,2015-08-31,2828,0.0,0.0
A Joosr Guide to… Nurtureshock by Po Bronson and Ashley Merryman: Why Everything We Thought About Children is Wrong,Joosr,No announcer,2,92,2015.0,5,4.0,1,2015-08-12,2847,0.0,0.0
Prodigal Son by Danielle Steel | Summary & Analysis,IRB Media,No announcer,2,91,2015.0,5,5.0,1,2015-04-27,2954,0.0,0.0
A Joosr Guide to… Why Love Matters by Sue Gerhardt: How Affection Shapes a Baby's Brain,Joosr,No announcer,2,92,2015.0,5,5.0,1,2015-08-09,2850,0.0,0.0
A Joosr Guide to... Getting Things Done by David Allen: The Art of Stress-Free Productivity,Joosr,No announcer,2,92,2015.0,5,0.0,1,2015-10-26,2772,0.0,0.0
A Joosr Guide to... Gut by Giulia Enders: The Inside Story of Our Body’s Most Underrated Organ,Joosr,No announcer,2,92,2015.0,5,0.0,1,2015-10-28,2770,0.0,0.0
"Plunder and Deceit: by Mark R. Levin | Key Takeaways, Analysis & Review",IRB Media,No announcer,2,91,2015.0,5,0.0,1,2015-08-24,2835,0.0,0.0
"Codependent No More: by Melody Beattie | Key Takeaways, Analysis & Review (How to Stop Controlling Others and Start Caring for Yourself)",IRB Media,No announcer,2,91,2015.0,5,3.5,1,2015-08-30,2829,0.0,0.0
"A Joosr Guide to... Men are from Mars, Women are from Venus by John Gray: The Classic Guide to Understanding the Opposite Sex",Joosr,No announcer,2,92,2015.0,5,2.0,1,2015-09-17,2811,0.0,0.0
Summary of The End of Heart Disease: by Joel Fuhrman | Includes Analysis,IRB Media,No announcer,2,91,2016.0,5,5.0,1,2016-06-09,2545,0.0,0.0
A Joosr Guide to... Fast Food Nation by Eric Schlosser: What The All-American Meal is Doing to the World,Joosr,No announcer,2,92,2015.0,5,0.0,1,2015-05-26,2925,0.0,0.0
Summary of The Last Painting of Sara de Vos: by Dominic Smith | Includes Analysis,IRB Media,No announcer,2,91,2016.0,5,0.0,1,2016-06-09,2545,0.0,0.0
Summary of Eat Dirt: by Dr. Josh Axe | Includes Analysis,IRB Media,No announcer,2,91,2016.0,5,0.0,1,2016-06-09,2545,0.0,0.0
"Sapiens: by Yuval Noah Harari | Key Takeaways, Analysis & Review (A Brief History of Humankind)",IRB Media,No announcer,2,91,2015.0,5,3.0,1,2015-08-05,2854,0.0,0.0
Missoula by Jon Krakauer | Summary & Analysis,אני רוצה לנסות!,No announcer,2,771,2015.0,5,0.0,1,2015-05-12,2939,0.0,0.0
A Joosr Guide to... Raising Boys by Steve Biddulph: Why Boys are Different—and How to Help Them Become Happy and Well-Balanced,Joosr,No announcer,2,92,2015.0,5,0.0,1,2015-09-17,2811,0.0,0.0
A Joosr Guide to... Get Out of My Life by Tony Wolf and Suzanne Franks: The Best-Selling Parent’s Guide to the New Teenager,Joosr,No announcer,2,92,2015.0,5,0.0,1,2015-10-22,2776,0.0,0.0
"A Joosr Guide to... Peaceful Parent, Happy Kids by Laura Markham: How to Stop Yelling and Start Connecting",Joosr,No announcer,2,92,2015.0,5,2.67,1,2015-09-28,2800,0.0,0.0
A Joosr Guide to... The Psychopath Test by Jon Ronson: A Journey Through the Madness Industry,Joosr,No announcer,2,92,2015.0,5,0.0,1,2015-10-29,2769,0.0,0.0
All the Light We Cannot See: by Anthony Doerr: Summary & Analysis,IRB Media,No announcer,2,91,2015.0,5,4.5,1,2015-08-01,2858,0.0,0.0
Summary of The Longevity Book: by Cameron Diaz and Sandra Bark | Includes Analysis,IRB Media,No announcer,2,91,2016.0,5,0.0,1,2016-06-09,2545,0.0,0.0
Summary of Lab Girl: by Hope Jahren | Includes Analysis,IRB Media,No announcer,2,91,2016.0,5,0.0,1,2016-06-09,2545,0.0,0.0
Summary of American Girls: by Nancy Jo Sales | Includes Analysis,IRB Media,No announcer,2,91,2016.0,5,0.0,1,2016-06-09,2545,0.0,0.0
Summary of The Whole-Brain Child: by Daniel J. Siegel and Tina Payne Bryson | Includes Analysis,IRB Media,No announcer,2,91,2016.0,5,4.0,1,2016-06-09,2545,0.0,0.0
Guide to Eric Schmidt’s How Google Works,IRB Media,No announcer,2,91,2017.0,5,0.0,1,2017-06-14,2175,0.0,0.0
Summary of Triggers: by Marshall Goldsmith and Mark Reiter | Includes Analysis,IRB Media,No announcer,2,91,2016.0,5,4.0,1,2016-06-09,2545,0.0,0.0
Summary of Evicted,IRB Media,No announcer,2,91,2016.0,5,0.0,1,2016-06-09,2545,0.0,0.0
"Summary of Into the Magic Shop: by James R. Doty, MD | Includes Analysis",IRB Media,No announcer,2,91,2016.0,5,0.0,1,2016-06-09,2545,0.0,0.0
The Marriage of Opposites: by Alice Hoffman | Summary & Analysis,IRB Media,No announcer,2,91,2015.0,5,0.0,1,2015-08-30,2829,0.0,0.0
The Billion Dollar Spy: by David E. Hoffman | Summary & Analysis (A True Story of Cold War Espionage and Betrayal),IRB Media,No announcer,2,91,2015.0,5,0.0,1,2015-08-29,2830,0.0,0.0
"The Blue Zones Solution: by Dan Buettner | Key Takeaways, Analysis & Review (Eating and Living Like the World's Healthiest People)",IRB Media,No announcer,2,91,2015.0,5,3.0,1,2015-08-20,2839,0.0,0.0
Trail of Broken Wings by Sejal Badani | Summary & Analysis,IRB Media,No announcer,2,91,2015.0,5,0.0,1,2015-06-10,2910,0.0,0.0
Circling the Sun: by Paula McLain | Summary & Analysis,IRB Media,No announcer,2,91,2015.0,5,0.0,1,2015-08-17,2842,0.0,0.0
Summary of TED Talks: by Chris Anderson | Includes Analysis,IRB Media,No announcer,2,91,2016.0,5,0.0,1,2016-06-09,2545,0.0,0.0
Summary of A Mind of Your Own: by Kelly Brogan with Kristin Loberg | Includes Analysis,IRB Media,No announcer,2,91,2016.0,5,0.0,1,2016-06-13,2541,0.0,0.0
The Fast Metabolism Diet: by Haylie Pomroy with Eve Adamson | A Review (Eat More Food & Lose More Weight),IRB Media,No announcer,2,91,2015.0,5,0.0,1,2015-08-04,2855,0.0,0.0
Summary of Switched On: by John Elder Robison | Includes Analysis,IRB Media,No announcer,2,91,2016.0,5,0.0,1,2016-06-13,2541,0.0,0.0
Summary of The Summer Before the War: by Helen Simonson | Includes Analysis,IRB Media,No announcer,2,91,2016.0,5,0.0,1,2016-06-09,2545,0.0,0.0
"A Joosr Guide to... Grain Brain by David Perlmutter: The Surprising Truth About Wheat, Carbs, and Sugar - Your Brain's Silent Killers",Joosr,No announcer,2,92,2015.0,5,0.0,1,2015-05-26,2925,0.0,0.0
What to Expect When You're Expecting by Heidi Murkoff and Sharon Mazel | A Review,IRB Media,No announcer,2,91,2015.0,5,0.0,1,2015-07-20,2870,0.0,0.0
A Joosr Guide to... Switch by Chip and Dan Heath,Joosr,No announcer,2,92,2015.0,5,0.0,1,2015-05-26,2925,0.0,0.0
"The Sixth Extinction: by Elizabeth Kolbert | Key Takeaways, Analysis & Review: An Unnatural History",IRB Media,No announcer,2,91,2015.0,5,0.0,1,2015-09-15,2813,0.0,0.0
"A Joosr Guide to... Secrets of the Baby Whisperer by Tracy Hogg with Melinda Blau: How to Calm, Connect, and Communicate with Your Baby",Joosr,No announcer,2,92,2015.0,5,0.0,1,2015-05-26,2925,0.0,0.0
"A Joosr Guide to... Being Mortal by Atul Gawande: Illness, Medicine and What Matters in the End",Joosr,No announcer,2,92,2015.0,5,0.0,1,2015-05-26,2925,0.0,0.0
Last One Home by Debbie Macomber | Summary & Analysis,IRB Media,No announcer,2,91,2015.0,5,0.0,1,2015-04-27,2954,0.0,0.0
"A Joosr Guide to... Act Like a Lady, Think Like a Man by Steve Harvey",Joosr,No announcer,2,92,2015.0,5,4.5,1,2015-05-26,2925,0.0,0.0
A Joosr Guide to... Outliers by Malcolm Gladwell: The Story of Success,Joosr,No announcer,2,92,2015.0,5,0.0,1,2015-05-26,2925,0.0,0.0
A Joosr Guide to… The Road to Character by David Brooks,Joosr,No announcer,2,92,2015.0,5,0.0,1,2015-11-27,2740,0.0,0.0
A Joosr Guide to... The Rule of Law by Tom Bingham,Joosr,No announcer,2,92,2015.0,5,0.0,1,2015-10-28,2770,0.0,0.0
A Joosr Guide to... How Not to Be Wrong by Jordan Ellenberg: The Hidden Maths of Everyday Life,Joosr,No announcer,2,92,2015.0,5,4.0,1,2015-10-29,2769,0.0,0.0
A Joosr Guide to… The Selfish Gene by Richard Dawkins,Joosr,No announcer,2,92,2015.0,5,5.0,1,2015-07-15,2875,0.0,0.0
A Joosr Guide to... How to Talk So Kids Will Listen and Listen So Kids Will Talk by Faber & Mazlish,Joosr,No announcer,2,92,2015.0,5,3.0,1,2015-05-26,2925,0.0,0.0
A Joosr Guide to… The Omnivore's Dilemma by Michael Pollan: The Search for a Perfect Meal in a Fast-Food World,Joosr,No announcer,2,92,2015.0,5,3.0,1,2015-07-15,2875,0.0,0.0
A Joosr Guide to… The Establishment by Owen Jones: And How They Get Away with it,Joosr,No announcer,2,92,2015.0,5,0.0,1,2015-07-15,2875,0.0,0.0
"A Joosr Guide to… How Children Succeed by Paul Tough: Grit, Curiosity, and the Hidden Power of Character",Joosr,No announcer,2,92,2015.0,5,0.0,1,2015-07-08,2882,0.0,0.0
A Joosr Guide to... A Brief History of Time by Stephen Hawking: From the Big Bang to Black Holes,Joosr,No announcer,2,92,2015.0,5,5.0,1,2015-06-05,2915,0.0,0.0
A Joosr Guide to... The Whole-Brain Child by Tina Payne Bryson and Daniel J. Siegel,Joosr,No announcer,2,92,2015.0,5,0.0,1,2015-10-29,2769,0.0,0.0
"A Joosr Guide to... It's Not How Good You Are, It’s How Good You Want to Be by Paul Arden",Joosr,No announcer,2,92,2015.0,5,0.0,1,2015-10-26,2772,0.0,0.0
A Joosr Guide to... Bounce by Matthew Syed: The Myth of Talent and the Power of Practice,Joosr,No announcer,2,92,2015.0,5,0.0,1,2015-10-26,2772,0.0,0.0
A Joosr Guide to... Man's Search For Meaning by Viktor E Frankl,Joosr,No announcer,2,92,2015.0,5,0.0,1,2015-09-28,2800,0.0,0.0
A Joosr Guide to... How to Deal with Difficult People by Gill Hasson: Smart Tactics for Overcoming the Problem People in Your Life,Joosr,No announcer,2,92,2015.0,5,3.0,1,2015-09-17,2811,0.0,0.0
A Joosr Guide to... Predictably Irrational by Dan Ariely: The Hidden Forces that Shape Our Decisions,Joosr,No announcer,2,92,2015.0,5,0.0,1,2015-09-17,2811,0.0,0.0
Summary of Pretty Happy: by Kate Hudson | Includes Analysis,IRB Media,No announcer,2,91,2016.0,5,2.0,1,2016-06-09,2545,0.0,0.0
"Gut by Giulia Enders | Key Takeaways, Analysis & Review: The Inside Story of Our Body's Most Underrated Organ",IRB Media,No announcer,2,91,2015.0,5,3.0,1,2015-07-09,2881,0.0,0.0
Wreckage by Emily Bleeker | Summary & Analysis,IRB Media,No announcer,2,91,2015.0,5,0.0,1,2015-07-03,2887,0.0,0.0
"Adios, America by Ann Coulter | Key Takeaways, Analysis & Review: The Left's Plan to Turn Our Country into a Third World Hellhole",IRB Media,No announcer,2,91,2015.0,5,0.0,1,2015-06-30,2890,0.0,0.0
Team of Teams by General Stanley McChrystal | Key Takeaways & Analysis: New Rules of Engagement for a Complex World,IRB Media,No announcer,2,91,2015.0,5,3.67,1,2015-06-24,2896,0.0,0.0
Brain Maker by Dr. David Perlmutter and Kristin Loberg | A Review: The Power of Gut Microbes to Heal and Protect Your Brain–for Life,IRB Media,No announcer,2,91,2015.0,5,0.0,1,2015-05-20,2931,0.0,0.0
True Wellness for Your Gut: Combine the Best of Western and Eastern Medicine for Optimal Digestive and Metabolic Health,Aihan Kuhn,No announcer,2,772,2020.0,5,0.0,1,2020-10-01,970,0.0,0.0
Lateral Thinking Puzzles,Arcturus Publishing,No announcer,2,20,2013.0,5,0.0,1,2013-05-24,3657,0.0,0.0
Crime Files,John Marlowe,No announcer,2,20,2013.0,5,0.0,1,2013-07-05,3615,0.0,0.0
Anatomy for Artists: The Complete Guide to Drawing the Human Body,Barrington Barber,No announcer,2,20,2015.0,5,0.0,1,2015-11-30,2737,0.0,0.0
Bizarre Rules of Golf,Andrew Podnieks,No announcer,2,20,2015.0,5,0.0,1,2015-04-19,2962,0.0,0.0
The Fundamentals of Figure Drawing,Barrington Barber,No announcer,2,20,2017.0,5,0.0,1,2017-06-13,2176,0.0,0.0
The Complete Introduction to Drawing,Barrington Barber,No announcer,2,20,2017.0,5,0.0,1,2017-06-13,2176,0.0,0.0
The Fundamentals of Drawing Techniques,Barrington Barber,No announcer,2,20,2017.0,5,0.0,1,2017-06-13,2176,0.0,0.0
The Day of the Dead Drawing Book,Maddy Brook,No announcer,2,20,2018.0,5,0.0,1,2018-10-26,1676,0.0,0.0
The Game of Golf,W Park,No announcer,2,20,2010.0,5,0.0,1,2010-07-31,4685,0.0,0.0
Keeping Bees,Vivian Head,No announcer,2,20,2011.0,5,0.0,1,2011-02-15,4486,0.0,0.0
The Story of Mathematics,Anne Rooney,No announcer,2,20,2009.0,5,5.0,1,2009-03-01,5202,0.0,0.0
Criminal Masterminds,Charlotte Greig,No announcer,2,20,2005.0,5,0.0,1,2005-06-01,6571,0.0,0.0
Chambers of Horror,John Marlowe,No announcer,2,20,2011.0,5,5.0,1,2011-04-01,4441,0.0,0.0
Classic Recipes: Meals in Minutes,Wendy Hobson,No announcer,2,20,2013.0,5,0.0,1,2013-07-05,3615,0.0,0.0
Intrigen & Komplotte,Charlotte Greig,No announcer,2,20,2006.0,5,0.0,3,2006-01-03,6355,0.0,0.0
Doomsday: 50 Visions of the End of the World,Nigel Cawthorne,No announcer,2,20,2013.0,5,0.0,1,2013-07-07,3613,0.0,0.0
Fundamentals of Drawing Still Life,Barrington Barber,No announcer,2,20,2017.0,5,0.0,1,2017-06-13,2176,0.0,0.0
Classic Recipes: American Home Cooking,Wendy Hobson,No announcer,2,20,2013.0,5,0.0,1,2013-07-05,3615,0.0,0.0
Winning At Poker,Dave Scharf,No announcer,2,20,2003.0,5,2.0,1,2003-09-01,7210,0.0,0.0
The Crimes of Jack the Ripper,Paul Roland,No announcer,2,20,2010.0,5,0.0,1,2010-04-30,4777,0.0,0.0
Confounding Catchphrases,Peter Gray,No announcer,2,20,2006.0,5,0.0,1,2006-06-01,6206,0.0,0.0
The Art of Cartooning: The Complete Guide to Creating Successful Cartoons!,David Mostyn,No announcer,2,20,2018.0,5,0.0,1,2018-10-26,1676,0.0,0.0
Gangland,Michael Johnstone,No announcer,2,20,2013.0,5,0.0,1,2013-07-05,3615,0.0,0.0
"The Great Philosophers: Socrates, Plato, Aristotle and Saint Thomas Aquinas",Jeremy Stangroom,No announcer,2,20,2015.0,5,0.0,1,2015-02-03,3037,0.0,0.0
The Pub Quiz & Puzzle Book,Arcturus Publishing,No announcer,2,20,2011.0,5,0.0,1,2011-09-15,4274,0.0,0.0
World's Worst Crimes,Charlotte Greig,No announcer,2,20,2012.0,5,0.0,1,2012-06-01,4014,0.0,0.0
Gangster Women and Their Criminal World,Susan McNicoll,No announcer,2,20,2015.0,5,0.0,1,2015-08-26,2833,0.0,0.0
Erfolgreich beim Poker,Dave Scharf,No announcer,2,20,2012.0,5,0.0,3,2012-08-09,3945,0.0,0.0
Classic Recipes: Delectable Desserts,Wendy Hobson,No announcer,2,20,2013.0,5,0.0,1,2013-07-05,3615,0.0,0.0
100 Most Infamous Criminals,Jo Durden Smith,No announcer,2,20,2013.0,5,3.0,1,2013-07-17,3603,0.0,0.0
Die Berühmtesten Philosophen,James Garvey,No announcer,2,20,2012.0,5,0.0,3,2012-11-20,3842,0.0,0.0
The Complete Guide to Drawing & Illustration: A Practical and Inspirational Course for Artists of All Abilities,Peter Gray,No announcer,2,20,2018.0,5,3.67,1,2018-10-26,1676,0.0,0.0
Practical Knots: A Step-by-step Guide,Barry Mault,No announcer,2,20,2016.0,5,0.0,1,2016-05-25,2560,0.0,0.0
Cold-Blooded Killings,Charlotte Greig,No announcer,2,20,2006.0,5,0.0,1,2006-10-30,6055,0.0,0.0
Evil Women: Deadlier than the Male,John Marlowe,No announcer,2,20,2012.0,5,0.0,1,2012-07-13,3972,0.0,0.0
The Book of Numbers,Tim Glynne-Jones,No announcer,2,20,2011.0,5,0.0,1,2011-06-30,4351,0.0,0.0
Evil Wives: Deadly Women Whose Crimes Knew No Limits,John Marlowe,No announcer,2,20,2009.0,5,0.0,1,2009-09-01,5018,0.0,0.0
Urban Legends,Arcturus Publishing,No announcer,2,20,2006.0,5,0.0,1,2006-06-01,6206,0.0,0.0
Forcible Confinement: Monstrous Crimes of the Modern Age,John Marlowe,No announcer,2,20,2013.0,5,0.0,1,2013-11-08,3489,0.0,0.0
The Daredevil Book for Anglers: Cunning Strategies That Fish Don't Know About,Nick Griffiths,No announcer,2,20,2012.0,5,0.0,1,2012-10-10,3883,0.0,0.0
Keeping an Allotment,Kevin Forbes,No announcer,2,20,2010.0,5,0.0,1,2010-06-15,4731,0.0,0.0
"Canadian Mysteries of the Unexplained: Investigations Into the Fantastic, the Bizarre and the Disturbing",John Marlowe,No announcer,2,20,2009.0,5,0.0,1,2009-08-06,5044,0.0,0.0
I Nearly Died Laughing,Tony Husband,No announcer,2,20,2012.0,5,0.0,1,2012-09-09,3914,0.0,0.0
Poltergeists: And other hauntings,Rupert Matthews,No announcer,2,20,2018.0,5,0.0,1,2018-09-10,1722,0.0,0.0
The Daredevil Book for Dogs,Nick Griffiths,No announcer,2,20,2012.0,5,0.0,1,2012-10-10,3883,0.0,0.0
In The Minds of Murderers,Paul Roland,No announcer,2,20,2009.0,5,0.0,1,2009-09-01,5018,0.0,0.0
Artist's Workbook: The Practical Guide to Drawing Portraits,Barrington Barber,No announcer,2,20,2013.0,5,0.0,1,2013-10-15,3513,0.0,0.0
Science: 100 Scientists Who Changed the World,Jon Balchin,No announcer,2,20,2003.0,5,0.0,1,2003-05-20,7314,0.0,0.0
The Freemasons: The Ancient Brotherhood Revealed,Michael Johnstone,No announcer,2,20,2018.0,5,0.0,1,2018-09-10,1722,0.0,0.0
The Book of Magic,Bruce Smith,No announcer,2,20,2007.0,5,0.0,1,2007-07-01,5811,0.0,0.0
The Book of Five Rings: The Strategy of the Samurai,Miyamoto Musashi,No announcer,2,20,2018.0,5,0.0,1,2018-06-05,1819,0.0,0.0
The Daredevil Book for Cats: What Cats Really Think!,Nick Griffiths,No announcer,2,20,2012.0,5,0.0,1,2012-10-10,3883,0.0,0.0
Everyone Can Draw,Barrington Barber,No announcer,2,20,2015.0,5,0.0,1,2015-11-30,2737,0.0,0.0
Grandmother's Recipes,Vivian Head,No announcer,2,20,2011.0,5,0.0,1,2011-08-08,4312,0.0,0.0
The World's Worst Crimes,Charlotte Greig,No announcer,2,20,2018.0,5,0.0,1,2018-05-11,1844,0.0,0.0
The Complete Book of Ghosts: A Fascinating Exploration of the Spirit World from Apparitions to Haunted Places,Paul Roland,No announcer,2,20,2018.0,5,0.0,1,2018-10-26,1676,0.0,0.0
Crime Scenes: Revealing the Science Behind the Evidence,Paul Roland,No announcer,2,20,2006.0,5,5.0,1,2006-09-01,6114,0.0,0.0
UFOs: A History of Alien Activity from Sightings to Abductions to Global Threat,Rupert Matthews,No announcer,2,20,2009.0,5,0.0,1,2009-02-01,5230,0.0,0.0
The Art of Sketching: A Step by Step Guide,Vivienne Coleman,No announcer,2,20,2018.0,5,4.37,1,2018-07-31,1763,0.0,0.0
The Fundamentals of Drawing Landscapes,Barrington Barber,No announcer,2,20,2017.0,5,3.0,1,2017-06-13,2176,0.0,0.0
Artificial Intelligence,Richard Urwin,No announcer,2,20,2016.0,5,0.0,1,2016-03-21,2625,0.0,0.0
Hunting Monsters: Cryptozoology and the Reality Behind the Myths,Darren Naish,No announcer,2,20,2016.0,5,0.0,1,2016-01-26,2680,0.0,0.0
Classic Recipes: Mexican Cooking,Wendy Hobson,No announcer,2,20,2013.0,5,0.0,1,2013-07-05,3615,0.0,0.0
6-Week Drawing Course,Barrington Barber,No announcer,2,20,2015.0,5,0.0,1,2015-11-30,2737,0.0,0.0
1000 Recipe Cookbook,Arcturus Publishing,No announcer,2,20,2008.0,5,0.0,1,2008-09-01,5383,0.0,0.0
Daredevil Book for Golfers,Tim Glynne-Jones,No announcer,2,20,2012.0,5,0.0,1,2012-10-10,3883,0.0,0.0
New Adult Joke Book,Johnny Sharpe,No announcer,2,20,2008.0,5,0.0,1,2008-01-01,5627,0.0,0.0
"Crop Circles: Signs, Wonders and Mysteries",Steve Alexander,No announcer,2,20,2009.0,5,0.0,1,2009-02-01,5230,0.0,0.0
The Fundamentals of Drawing Portraits,Barrington Barber,No announcer,2,20,2017.0,5,0.0,1,2017-06-13,2176,0.0,0.0
The Compleat Angler,Izaak Walton,No announcer,2,20,2011.0,5,0.0,1,2011-07-30,4321,0.0,0.0
Poltergeists: and Other Hauntings,Nigel Cawthorne,No announcer,2,20,2009.0,5,0.0,1,2009-09-01,5018,0.0,0.0
Criminal Cold Cases,Charlotte Greig,No announcer,2,20,2011.0,5,0.0,1,2011-06-01,4380,0.0,0.0
Bewick’s British Birds,Thomas Bewick,No announcer,2,20,2010.0,5,0.0,1,2010-09-30,4624,0.0,0.0
100 Catastrophic Disasters,Nigel Cawthorne,No announcer,2,20,2006.0,5,0.0,1,2006-06-02,6205,0.0,0.0
The Big Book of Baby Names,Marissa Charles,No announcer,2,20,2006.0,5,0.0,1,2006-05-01,6237,0.0,0.0
The World of Visual Illusions,Al Seckel,No announcer,2,20,2013.0,5,0.0,1,2013-09-11,3547,0.0,0.0
Artist's Workbook: Animals,Peter Gray,No announcer,2,20,2013.0,5,3.5,1,2013-09-11,3547,0.0,0.0
Die Berühmtesten Wissenschaftler,Anne Rooney,No announcer,2,20,2013.0,5,0.0,3,2013-10-01,3527,0.0,0.0
Classic Recipes: Italian Cooking,Wendy Hobson,No announcer,2,20,2013.0,5,3.0,1,2013-07-05,3615,0.0,0.0
"The Complete Book of Ghosts: A Fascinating Exploration of the Spirit World, from Apparitions to Haunted Places",Paul Roland,No announcer,2,20,2007.0,5,0.0,1,2007-03-26,5908,0.0,0.0
The Story of Kew Gardens In Photographs,Lynn Parker,No announcer,2,20,2013.0,5,0.0,1,2013-08-13,3576,0.0,0.0
"The Spirit Of Japan: ""I have spent many days stringing and unstringing my intrument while the song I came to sing remains unsung.""",Rabindranath Tagore,No announcer,2,93,2013.0,5,0.0,1,2013-08-20,3569,0.0,0.0
The Limitations Of Dickens & Other Essays: Insightful literary criticism from one of the original masters.,Henry James,No announcer,2,93,2013.0,5,0.0,1,2013-08-20,3569,0.0,0.0
Home Brewing,Kevin Forbes,No announcer,2,20,2011.0,5,0.0,1,2011-02-15,4486,0.0,0.0
Recalled to Health,Tim Hennessy (M.D.), Jeff Riggenbach,0,32,2011.0,5,0.0,1,2011-11-28,4200,15.0,6.0
Beyond Good and Evil: “That which does not kill us makes us stronger.”,Friedrich Nietzsche,No announcer,2,93,2014.0,5,0.0,1,2014-04-22,3324,0.0,0.0
"The Novels Of George Eliot, A Review: Insightful literary criticism from one of the original masters.",Henry James,No announcer,2,93,2013.0,5,0.0,1,2013-08-20,3569,0.0,0.0
"The Defendant: ""'My country, right or wrong,' us a thing that no patriot would think of saying except in a desperate case. It is like saying, 'My mother, drunk or sober.'""",G.K. Chesterton,No announcer,2,93,2013.0,5,0.0,1,2013-08-20,3569,0.0,0.0
Wild Thyme In Ibiza,Stewart Andersen,No announcer,2,93,2013.0,5,0.0,1,2013-08-08,3581,0.0,0.0
"Nationalism: ""It is very simple to be happy, but it is very difficult to be simple.""",Rabindranath Tagore,No announcer,2,93,2013.0,5,0.0,1,2013-08-20,3569,0.0,0.0
"Alfred Lord Tennysons Drama, A Review: Insightful literary criticism from one of the original masters.",Henry James,No announcer,2,93,2013.0,5,0.0,1,2013-08-20,3569,0.0,0.0
"D H Lawrence - Fantasia of the Unconscious: “This is the very worst wickedness, that we refuse to acknowledge the passionate evil that is in us. ”",D. H. Lawrence,No announcer,2,100,2014.0,5,0.0,1,2014-09-12,3181,0.0,0.0
"The Centre Of Indian Culture: ""The butterfly counts not months but moments, and has time enough.""",Rabindranath Tagore,No announcer,2,93,2013.0,5,0.0,1,2013-08-20,3569,0.0,0.0
Männer mit Dutt und andere Verhütungsmittel,Janine Wagner,No announcer,2,141,2019.0,5,0.0,3,2019-08-27,1371,0.0,0.0
Doppelt währt am längsten,Andreas Püschel,No announcer,2,141,2019.0,5,0.0,3,2019-08-27,1371,0.0,0.0
Rekindling Democracy: A Professional’s Guide to Working in Citizen Space,Cormac Russell,No announcer,2,773,2020.0,5,0.0,1,2020-06-01,1092,0.0,0.0
Pixilated Practices,Christopher Peyton Miller,No announcer,2,99,2020.0,5,0.0,1,2020-07-15,1048,0.0,0.0
A Philosopher's Journey,Steven M. Cahn,No announcer,2,98,2020.0,5,0.0,1,2020-06-22,1071,0.0,0.0
"The Prince: “Everyone sees what you appear to be, few experience what you really are.”",Niccolò Machiavelli,No announcer,2,93,2014.0,5,0.0,1,2014-04-22,3324,0.0,0.0
"Revolt Of The Tartars: ""The public is a bad guesser.""",Thomas de Quincey,No announcer,2,93,2013.0,5,0.0,1,2013-08-20,3569,0.0,0.0
The Crimes Of England: “There are two ways to get enough. One is to continue to accumulate more and more. The other is to desire less.”,G.K. Chesterton,No announcer,2,93,2013.0,5,0.0,1,2013-08-20,3569,0.0,0.0
"Sailors Fortune Essays: ""Our own heart, and not other men's opinions, forms our true honor.""",Samuel Taylor Coleridge,No announcer,2,93,2013.0,5,0.0,1,2013-08-20,3569,0.0,0.0
"A Miscellany Of Men: ""Among the rich you will never find a really generous man even by accident. They may give their money away, but they will never give themselves away.""",G.K. Chesterton,No announcer,2,93,2013.0,5,0.0,1,2013-08-20,3569,0.0,0.0
"Glimpses Of Bengal: ""The roots below the earth claim no rewards for making the branches fruitful.""",Rabindranath Tagore,No announcer,2,93,2013.0,5,0.0,1,2013-08-20,3569,0.0,0.0
Twelve Types: “Just going to church doesn’t make you a Christian any more than standing in your garage makes you a car.”,G.K. Chesterton,No announcer,2,93,2013.0,5,0.0,1,2013-08-20,3569,0.0,0.0
"Creative Unity: ""A mind all logic is like a knife all blade. It makes the hand bleed that uses it.""",Rabindranath Tagore,No announcer,2,93,2013.0,5,0.0,1,2013-08-20,3569,0.0,0.0
"100 Foods You Should be Eating: How to Source, Prepare and Cook Healthy Ingredients",Glen Matten,No announcer,2,768,2015.0,5,2.0,1,2015-05-01,2950,0.0,0.0
GuíaBurros El Camino de Santiago y el juego de la Oca: Claves del buen saber,Sebastián Vázquez,No announcer,2,592,2020.0,5,0.0,6,2020-08-27,1005,0.0,0.0
Vom Geist Europas,Gerd-Klaus Kaltenbrunner,No announcer,2,105,2020.0,5,0.0,3,2020-08-27,1005,0.0,0.0
Die Dekonstruktion der Rasse,Andreas Vonderach,No announcer,2,105,2020.0,5,0.0,3,2020-08-27,1005,0.0,0.0
"Nation, Europa, Christenheit",אני רוצה לנסות!,No announcer,2,105,2019.0,5,0.0,3,2019-09-24,1343,0.0,0.0
Maschinenraum,Walter Gröbchen,No announcer,2,774,2020.0,5,0.0,3,2020-08-27,1005,0.0,0.0
Schreiben und Lesen im Altisländischen,Kevin Müller,No announcer,2,611,2020.0,5,0.0,3,2020-03-09,1176,0.0,0.0
"Hilfsmittel, Assistive Technologien und Robotik: Selbstständigkeit und Lebensqualität im Alter erhalten",Barbara Klein,No announcer,2,528,2020.0,5,0.0,3,2020-08-26,1006,0.0,0.0
