book_name,author_name,announcer_name,book_type,publishing,publishing_year,genre,stars,language,release_date,days_from_release,recording_minutes,recording_hours
"Die Ferienbande, Folge 8: Die Ferienbande und der krass üble Rächer - Rückkehr, Teil 1",Die Ferienbande," Matthias Keller, Sven Buchholz, Kai, Matthias, Chris Peters, Kai Schwind, Chris, Sven",0,870,2018.0,15,0.0,3,2018-01-12,1963,5.0,1.0
"Die große, abenteuerliche und auch mysteriöse Ferienbande Box, Folge 1-6",Die Ferienbande," Matthias Keller, Sven Buchholz, Kai, Matthias, Chris Peters, Kai Schwind, Chris, Sven",0,870,2018.0,15,0.0,3,2018-01-12,1963,5.0,8.0
"Die Ferienbande, Folge 9: Die Ferienbande und der krass üble Rächer - Rückfall, Teil 2",Die Ferienbande," Matthias Keller, Sven Buchholz, Kai, Matthias, Chris Peters, Kai Schwind, Chris, Sven",0,870,2018.0,15,0.0,3,2018-01-12,1963,7.0,1.0
Nuhr die Box 2,Dieter Nuhr, Dieter Nuhr,0,870,2018.0,15,0.0,3,2018-01-12,1963,46.0,3.0
Nuhr ein Traum,Dieter Nuhr, Dieter Nuhr,0,870,2018.0,15,0.0,3,2018-01-12,1963,15.0,1.0
Nur Nuhr,Dieter Nuhr, Dieter Nuhr,0,870,2018.0,15,0.0,3,2018-01-12,1963,17.0,1.0
"Frank-Markus Barwasser, Pelzig stellt sich",Erwin Pelzig, Erwin Pelzig,0,870,2018.0,15,0.0,3,2018-01-12,1963,21.0,2.0
"Friedemann Weise, Friede allein zu Haus",Friedemann Weise, Friedemann Weise,0,870,2018.0,15,0.0,3,2018-01-12,1963,32.0,0.0
Love!,Gayle Tufts, Gayle Tufts,0,870,2018.0,15,0.0,3,2018-01-12,1963,9.0,1.0
Some like it heiß!,Gayle Tufts, Gayle Tufts,0,870,2018.0,15,0.0,3,2018-01-12,1963,17.0,1.0
"Gayle Tufts, Superwoman",Gayle Tufts, Gayle Tufts,0,870,2018.0,15,0.0,3,2018-01-12,1963,15.0,1.0
Wahnvorstellung,Götz Frittrang, Götz Frittrang,0,870,2018.0,15,0.0,3,2018-01-12,1963,18.0,1.0
The Art of Saving the World,Corinne Duyvis,No announcer,2,79,2020.0,15,4.0,1,2020-09-15,986,0.0,0.0
Dangerous Remedy,Kat Dunn, Flora Montgomery,0,14,2020.0,15,3.79,1,2020-05-07,1117,15.0,9.0
Davide Copperfield,Charles Dickens,No announcer,2,6,2020.0,15,0.0,4,2020-09-25,976,0.0,0.0
Hidden Worlds: Der Kompass im Nebel,Mikkel Robrahn," Lara Trautmann, Max Felder",0,45,2020.0,15,4.48,3,2020-09-25,976,48.0,9.0
Shanghaied,David Paul Collins, Andrew Tell,0,38,2020.0,15,0.0,1,2020-09-09,992,17.0,10.0
03: Like! Du gehörst dazu!,Nelli Bangert," Anny Goy, Tirza Menger",0,1756,2020.0,15,0.0,3,2020-06-12,1081,3.0,1.0
White Rose,Kip Wilson, Nicola Barber,0,1757,2021.0,15,0.0,1,2021-01-12,867,44.0,2.0
Divided Fire,Jennifer San Filippo," Susan Hanfield, Brittany Pressley",0,1757,2020.0,15,0.0,1,2020-11-10,930,52.0,11.0
"Luise Kinseher, Glück & Co.",Luise Kinseher, Luise Kinseher,0,870,2018.0,15,0.0,3,2018-03-02,1914,5.0,1.0
"Luise Kinseher, Schnop. Der Weg ist weg",Luise Kinseher, Luise Kinseher,0,870,2018.0,15,0.0,3,2018-03-02,1914,18.0,1.0
"Matthias Reuter, Auf schwarz sieht man alles!",Matthias Reuter, Matthias Reuter,0,870,2018.0,15,0.0,3,2018-03-02,1914,19.0,1.0
"Max Uthoff, Sie befinden sich hier!",Max Uthoff, Max Uthoff,0,870,2018.0,15,0.0,3,2018-03-02,1914,11.0,1.0
"Philip Simon, Ende der Schonzeit (Bonustrack Version)",Philip Simon, Philip Simon,0,870,2018.0,15,0.0,3,2018-03-02,1914,31.0,1.0
"Richard Rogler, Stimmung",Richard Rogler, Richard Rogler,0,870,2018.0,15,0.0,3,2018-03-02,1914,56.0,1.0
"Sebastian 23, Gude Laune hier!",Sebastian 23, Sebastian 23,0,870,2018.0,15,0.0,3,2018-03-02,1914,5.0,1.0
"Serdar Somuncu, Hassprediger - ein demagogischer Blindtest",Serdar Somuncu, Serdar Somuncu,0,870,2018.0,15,0.0,3,2018-03-02,1914,44.0,1.0
"Die Detektive XY, Folge 2: ...und der Mörder der blauen Eulen",Hans-Joachim Herwald," Karin Eckhold, Henry Kielmann, Günther Dockerill, Manoel Ponto, Klaus Wagner",0,53,2017.0,15,0.0,3,2017-10-13,2054,40.0,0.0
"Wayne McLair, Folge 6: Der falsche Franzose",Paul Burghardt," Martin Sabel, Mark Bremer, Paul Burghardt, Jenny Maria Meyer, Tanja Niehoff, Katja Brügger, Tanya Kahana, Felix Würgler, Thomas Kramer, Marion Gretchen Schmitz",0,53,2017.0,15,0.0,3,2017-10-13,2054,13.0,1.0
Moral - Eine Laune der Kultur,Timo Wopp, Timo Wopp,0,870,2018.0,15,0.0,3,2018-01-12,1963,52.0,1.0
Jetzt.,Urban Priol, Urban Priol,0,870,2018.0,15,0.0,3,2018-01-12,1963,35.0,2.0
"Urban Priol, Tilt! - Der etwas andere Jahresrückblick 2016",Urban Priol, Urban Priol,0,870,2018.0,15,0.0,3,2018-01-12,1963,34.0,2.0
Priol Box 2,Urban Priol, Urban Priol,0,870,2018.0,15,0.0,3,2018-01-12,1963,23.0,6.0
"Urban Priol, Tilt! - Der Jahresrückblick 2015",Urban Priol, Urban Priol,0,870,2018.0,15,0.0,3,2018-01-12,1963,29.0,2.0
"Various Artists, Wahljahr 2017 - Der kabarettistische Rückblick in die 18. Legislaturperiode",Luise Kinseher," Dieter Nuhr, Luise Kinseher, Urban Priol, Max Uthoff, Hagen Rether, Sebastian Pufpaff, Claus von Wagner",0,870,2018.0,15,0.0,3,2018-01-12,1963,17.0,1.0
Der Ohrfeige nach,Wiglaf Droste, Wiglaf Droste,0,870,2018.0,15,0.0,3,2018-01-12,1963,58.0,1.0
"Wiglaf Droste, Die Würde des Menschen ist ein Konjunktiv",Wiglaf Droste, Wiglaf Droste,0,870,2018.0,15,0.0,3,2018-01-12,1963,19.0,2.0
"Wiglaf Droste, Sprichst du noch oder kommunizierst du schon?",Wiglaf Droste, Wiglaf Droste,0,870,2018.0,15,0.0,3,2018-01-12,1963,4.0,2.0
"Wiglaf Droste, Nikolaus Heidelbach, Vincent Klink, Wurst",Wiglaf Droste," Wiglaf Droste, Vincent Klink, Nikolaus Heidelbach",0,870,2018.0,15,0.0,3,2018-01-12,1963,15.0,1.0
"Wilfried Schmickler, Das Letzte",Wilfried Schmickler, Wilfried Schmickler,0,870,2018.0,15,0.0,3,2018-01-12,1963,19.0,1.0
Ich weiss es doch auch nicht,Wilfried Schmickler, Wilfried Schmickler,0,870,2018.0,15,0.0,3,2018-01-12,1963,19.0,1.0
"Wayne McLair, Folge 7: Die Feuerteufel",Paul Burghardt," Martin Sabel, Paul Burghardt, Tanja Niehoff, Vanida Karun, Katja Brügger, Tanya Kahana, Felix Würgler, Thomas Kramer, Roman Ewert, Robert Kerick, Michael Gerdes",0,53,2017.0,15,0.0,3,2017-12-08,1998,17.0,1.0
Die vergiftete Königin,Laura Labas,No announcer,2,1735,2019.0,15,0.0,3,2019-09-13,1354,0.0,0.0
"Sissi Perlinger, Gönn' dir ne Auszeit",Sissi Perlinger, Sissi Perlinger,0,870,2018.0,15,0.0,3,2018-03-02,1914,17.0,1.0
"Tobias Mann, Durch den Wind. Und wieder zurück",Tobias Mann, Tobias Mann,0,870,2018.0,15,0.0,3,2018-03-02,1914,18.0,1.0
"Urban Priol, Täglich frisch",Urban Priol, Urban Priol,0,870,2018.0,15,0.0,3,2018-03-02,1914,15.0,1.0
"Urban Priol, Wie im Film",Urban Priol, Urban Priol,0,870,2018.0,15,0.0,3,2018-03-02,1914,29.0,2.0
"Wiglaf Droste, Im Sparadies der Friseure",Wiglaf Droste, Wiglaf Droste,0,870,2018.0,15,0.0,3,2018-03-02,1914,27.0,2.0
"Wilfried Schmickler, Weiter",Wilfried Schmickler, Wilfried Schmickler,0,870,2018.0,15,0.0,3,2018-03-02,1914,18.0,1.0
"Andreas Krenzke, Picknick im Arbeitslosenpark",Andreas Krenzke, Andreas Krenzke,0,870,2018.0,15,0.0,3,2018-03-02,1914,59.0,0.0
"Andreas Rebers, Der kleine Kaukasus",Andreas Rebers, Andreas Rebers,0,870,2018.0,15,0.0,3,2018-03-02,1914,19.0,5.0
"Andreas Rebers, Ich regel das",Andreas Rebers, Andreas Rebers,0,870,2018.0,15,0.0,3,2018-03-02,1914,18.0,1.0
"Andreas Rebers, Nebenan und Nebenbei",Andreas Rebers, Andreas Rebers,0,870,2018.0,15,0.0,3,2018-03-02,1914,8.0,1.0
"Bernd Gieseking, Köpper vom Dreier",Bernd Gieseking, Bernd Gieseking,0,870,2018.0,15,0.0,3,2018-03-02,1914,18.0,1.0
"Bülent Ceylan, Ganz schön turbülent",Bülent Ceylan, Bülent Ceylan,0,870,2018.0,15,0.0,3,2018-03-02,1914,11.0,1.0
"Carolin Kebekus, PussyTerror",Carolin Kebekus, Carolin Kebekus,0,870,2018.0,15,3.0,3,2018-03-02,1914,19.0,1.0
"Christoph Sieber, Alles ist nie genug",Christoph Sieber, Christoph Sieber,0,870,2018.0,15,0.0,3,2018-03-02,1914,18.0,1.0
"Claus von Wagner, Drei Sekunden Gegenwart",Claus von Wagner, Claus von Wagner,0,870,2018.0,15,0.0,3,2018-03-02,1914,48.0,1.0
Die Bibel - Die Offenbarung des Johannes,Martin Luther, Sebastian Fuchs,0,1758,2020.0,15,0.0,3,2020-10-16,955,17.0,1.0
"Andreas Rebers, Ich mag mich trotzdem",Andreas Rebers, Andreas Rebers,0,870,2018.0,15,0.0,3,2018-01-12,1963,12.0,1.0
"Andreas Rebers, Rebers muss man mögen",Andreas Rebers, Andreas Rebers,0,870,2018.0,15,0.0,3,2018-01-12,1963,17.0,1.0
"Bernd Gieseking, Abgeschleppt - ein Männerschicksal",Bernd Gieseking, Bernd Gieseking,0,870,2018.0,15,0.0,3,2018-01-12,1963,10.0,1.0
"Bernd Gieseking, Finne dich selbst! Mit den Eltern auf dem Rücksitz ins Land der Rentiere",Bernd Gieseking, Bernd Gieseking,0,870,2018.0,15,0.0,3,2018-01-12,1963,33.0,2.0
"Bill Mockridge, Was ist, Alter?",Bill Mockridge, Bill Mockridge,0,870,2018.0,15,0.0,3,2018-01-12,1963,7.0,1.0
"Carolin Kebekus, Alpha Pussy",Carolin Kebekus, Carolin Kebekus,0,870,2018.0,15,5.0,3,2018-01-12,1963,18.0,1.0
"Christoph Sieber, Hoffnungslos optimistisch",Christoph Sieber, Christoph Sieber,0,870,2018.0,15,0.0,3,2018-01-12,1963,17.0,1.0
Theorie der feinen Menschen,Claus von Wagner, Claus von Wagner,0,870,2018.0,15,0.0,3,2018-01-12,1963,58.0,1.0
"Die Detektive XY, Folge 3: ...und das Schließfach 301",Hans-Joachim Herwald," Karin Eckhold, Thomas Karallus, Henry Kielmann, Günther Dockerill, Manoel Ponto, Gabi Blum",0,53,2017.0,15,0.0,3,2017-10-20,2047,35.0,0.0
"Die Detektive XY, Folge 4: ...und die Micky Mouse-Bande",Hans-Joachim Herwald," Karin Eckhold, Thomas Karallus, Henry Kielmann, Günther Dockerill, Manoel Ponto, Gabi Blum",0,53,2017.0,15,0.0,3,2017-10-20,2047,40.0,0.0
"Charlie Chan, Fall 4: Das schwarze Kamel",Marc Freund," Helmut Krauss, Nicolai Tegeler, Uwe Jellinek, Luisa Wietzorek, Tino Kießling, Thomas Schmuckert, Marieke Oeffinger",0,53,2017.0,15,1.0,3,2017-10-13,2054,18.0,1.0
"Die Detektive XY, Folge 1: ...und das Rätsel um Mary Ann Bliss",Hans-Joachim Herwald," Karin Eckhold, Heidi Berndt, Henry Kielmann, Günther Dockerill, Manoel Ponto, Peter von Schulz",0,53,2017.0,15,0.0,3,2017-10-13,2054,47.0,0.0
"Dragonbound, Episode 20: Verwandlung",Peter Lerf," Martin Sabel, Jürgen Kluckert, Christian Senger, Christian Rudolf, Bettina Zech",0,53,2018.0,15,0.0,3,2018-01-19,1956,40.0,1.0
"Jules Verne, Die neuen Abenteuer des Phileas Fogg, Folge 13: Der Untergang der Welt",Marc Freund," Jochen Schröder, Christian Zeiger, Christian Brückner, Annina Braunmiller-Jest, Constantin von Westphalen, Marius Clarén, Julia Fölster, Sascha Draeger, Michael Grimm",0,53,2018.0,15,0.0,3,2018-01-19,1956,1.0,1.0
"Dieter Nuhr, Nuhr die Ruhe",Dieter Nuhr, Dieter Nuhr,0,870,2018.0,15,0.0,3,2018-03-02,1914,17.0,1.0
"Hans Liberg, Das Beste",Hans Liberg, Hans Liberg,0,870,2018.0,15,0.0,3,2018-03-02,1914,14.0,1.0
"Helmut Schleich, Nicht mit mir",Helmut Schleich, Helmut Schleich,0,870,2018.0,15,0.0,3,2018-03-02,1914,14.0,1.0
"Hennes Bender, Noppen am Griff",Hennes Bender, Hennes Bender,0,870,2018.0,15,0.0,3,2018-03-02,1914,51.0,0.0
"HG. Butzko, Verjubelt",HG. Butzko, HG. Butzko,0,870,2018.0,15,0.0,3,2018-03-02,1914,18.0,1.0
"Horst Evers, Die Box",Horst Evers, Horst Evers,0,870,2018.0,15,0.0,3,2018-03-02,1914,56.0,4.0
"Horst Evers, Gefühltes Wissen",Horst Evers, Horst Evers,0,870,2018.0,15,0.0,3,2018-03-02,1914,13.0,1.0
"Horst Evers, Grosser Bahnhof",Horst Evers, Horst Evers,0,870,2018.0,15,0.0,3,2018-03-02,1914,18.0,1.0
"Horst Evers, Herzlichen Glückwunsch",Horst Evers, Horst Evers,0,870,2018.0,15,0.0,3,2018-03-02,1914,17.0,1.0
"Horst Evers, Horst Evers erklärt die Welt",Horst Evers, Horst Evers,0,870,2018.0,15,0.0,3,2018-03-02,1914,17.0,1.0
"Horst Schroth, Grün vor Neid",Horst Schroth, Horst Schroth,0,870,2018.0,15,0.0,3,2018-03-02,1914,17.0,1.0
"Horst Schroth, Was weg ist, ist weg",Horst Schroth, Horst Schroth,0,870,2018.0,15,0.0,3,2018-03-02,1914,19.0,1.0
"Ingo Appelt, Frauen sind Göttinnen",Ingo Appelt, Ingo Appelt,0,870,2018.0,15,0.0,3,2018-03-02,1914,11.0,1.0
"Jess Jochimsen, Durst ist schlimmer als Heimweh",Jess Jochimsen, Jess Jochimsen,0,870,2018.0,15,0.0,3,2018-03-02,1914,18.0,1.0
"Jess Jochimsen, Was Sollen Die Leute Denken",Jess Jochimsen, Jess Jochimsen,0,870,2018.0,15,0.0,3,2018-03-02,1914,18.0,1.0
"Josef Hader, Hader spielt Hader",Josef Hader, Josef Hader,0,870,2018.0,15,0.0,3,2018-03-02,1914,9.0,2.0
"Käthe Lachmann, Sitzriesen auf Wanderschaft",Käthe Lachmann, Käthe Lachmann,0,870,2018.0,15,0.0,3,2018-03-02,1914,2.0,1.0
"Katinka Buddenkotte, Ich hatte sie alle",Katinka Buddenkotte, Katinka Buddenkotte,0,870,2018.0,15,0.0,3,2018-03-02,1914,17.0,1.0
"Luise Kinseher, Einfach reich",Luise Kinseher, Luise Kinseher,0,870,2018.0,15,0.0,3,2018-03-02,1914,18.0,1.0
"Sebastian Pufpaff, Auf Anfang",Sebastian Pufpaff, Sebastian Pufpaff,0,870,2018.0,15,0.0,3,2018-01-12,1963,16.0,1.0
"Sebastian Pufpaff, Warum!",Sebastian Pufpaff, Sebastian Pufpaff,0,870,2018.0,15,0.0,3,2018-01-12,1963,17.0,1.0
Dem Schicksal ein Schnittchen schmieren,Sebastian23, Sebastian23,0,870,2018.0,15,0.0,3,2018-01-12,1963,12.0,1.0
"Sebastian23, Popcorn im Kopfkino",Sebastian23, Sebastian23,0,870,2018.0,15,0.0,3,2018-01-12,1963,17.0,1.0
"Serdar Somuncu, Sexy Revolution & The Politics",Serdar Somuncu, Serdar Somuncu,0,870,2018.0,15,0.0,3,2018-01-12,1963,59.0,0.0
"Stefan Waghubinger, Aussergewöhnliche Belastungen",Stefan Waghubinger, Stefan Waghubinger,0,870,2018.0,15,0.0,3,2018-01-12,1963,17.0,1.0
"Stefan Waghubinger, Langsam werd' ich ungemütlich!",Stefan Waghubinger, Stefan Waghubinger,0,870,2018.0,15,0.0,3,2018-01-12,1963,17.0,1.0
"Nils Heinrich, Mach doch'n Foto davon!",Nils Heinrich, Nils Heinrich,0,870,2018.0,15,0.0,3,2018-01-12,1963,17.0,1.0
"Max Uthoff, Gegendarstellung",Max Uthoff, Max Uthoff,0,870,2018.0,15,0.0,3,2018-01-12,1963,53.0,1.0
"Max Uthoff, Oben bleiben",Max Uthoff, Max Uthoff,0,870,2018.0,15,0.0,3,2018-01-12,1963,17.0,1.0
"Philip Simon, Anarchophobie",Philip Simon, Philip Simon,0,870,2018.0,15,0.0,3,2018-01-12,1963,18.0,1.0
"Das müssten Sie mal sagen, Herr Rogler!",Richard Rogler, Richard Rogler,0,870,2018.0,15,0.0,3,2018-01-12,1963,38.0,1.0
"Richard Rogler, Finish",Richard Rogler, Richard Rogler,0,870,2018.0,15,0.0,3,2018-01-12,1963,17.0,1.0
"Richard Rogler, Roglers Freiheit",Richard Rogler, Richard Rogler,0,870,2018.0,15,0.0,3,2018-01-12,1963,16.0,1.0
Unsterblichkeitsbatzen,Sebastian Nitsch, Sebastian Nitsch,0,870,2018.0,15,0.0,3,2018-01-12,1963,13.0,1.0
El Circo de la Rosa: (The Circus Rose),Betsy Cornwell,No announcer,2,1759,2020.0,15,4.0,6,2020-09-14,987,0.0,0.0
"Black and British: A short, essential history",David Olusoga, Ben Onwukwe,0,69,2020.0,15,4.43,1,2020-10-02,969,18.0,3.0
Night of Crowns. Spiel um dein Schicksal [Band 1 (Ungekürzt)],Stella Tack, Madiha Kelling Bergner,0,1760,2020.0,15,4.48,3,2020-02-21,1193,37.0,11.0
"Kiss me once [Kiss the Bodyguard-Reihe, Band 1 (Ungekürzt)]",Stella Tack," Madiha Kelling Bergner, Andreas Heßling",0,1760,2020.0,15,4.35,3,2020-02-21,1193,15.0,13.0
Norwegisch Blau,Eliza Hill,No announcer,2,1001,2020.0,15,0.0,3,2020-09-14,987,0.0,0.0
"Die schönsten Märchen der Gebrüder Grimm, Folge 5: Rapunzel / Die zertanzten Schuhe / Der kleine Däumling / König Drosselbart",Gebrüder Grimm," Gerda Schöneich, Heinz Ladiges, Gudrun Gerlach, Marion Böger, Wolfgang Thiele, Heinz Lanker",0,18,2020.0,15,4.0,3,2020-10-23,948,49.0,0.0
"World War 2 In Europe (Great Battles for Boys Series, Book 3)",Joe & Sibella Giorello, Daniel Giorello,0,479,2020.0,15,3.5,1,2020-08-13,1019,21.0,3.0
"Great Battles for Boys (The Civil War Series, Book 4)",Joe & Sibella Giorello, Daniel Giorello,0,479,2020.0,15,0.0,1,2020-08-26,1006,12.0,5.0
"Ancients to Middle Ages (Great Battles for Boys Series, Book 5)",Joe & Sibella Giorello, Daniel Giorello,0,479,2020.0,15,0.0,1,2020-08-26,1006,19.0,2.0
"Kung Fu, Folge 2: Der Schatz des silbernen Tigers",Richard Reissmann," Konrad Halver, Ingeborg Kallweit, Peter Folken, Albert Johannes, Stefan Chrzescinski, Ralf Schermuly",0,18,2020.0,15,0.0,3,2020-10-23,948,53.0,0.0
Ndura: Fils De La Forêt,Javier Salazar Calle,No announcer,2,68,2020.0,15,0.0,7,2020-09-05,996,0.0,0.0
"Tony Ballard, Folge 39: Duell um das Höllenschwert",Thomas Birker," Gerrit Schmidt-Foß, Patrick Bach, Gabrielle Pietermann, Peter Lontzek, Christian Stark, Sarah Riedel, Holger Löwenberg, Peter Kirchberger, Hans-Georg Panczak, Alexandra Lange, Torsten Sense, Oliver Stritzel, Tilo Schmitz, Farina Brock, Andreas Sartorius, Rita Rigenau",0,1761,2020.0,15,0.0,3,2020-10-23,948,12.0,1.0
A Strange Church Brother,אני רוצה לנסות!,No announcer,2,1762,2020.0,15,0.0,1,2020-05-25,1099,0.0,0.0
Keeper of the Waters,Jenna Solitaire,No announcer,2,932,2020.0,15,0.0,1,2020-09-08,993,0.0,0.0
Breaking Through The Crushing Blue,Vickie Fox,No announcer,2,994,2020.0,15,0.0,1,2020-09-04,997,0.0,0.0
Team Up,Lucas Flint,No announcer,2,902,2020.0,15,0.0,1,2020-09-07,994,0.0,0.0
Search for Adarna,K. M. Levis,No announcer,2,544,2020.0,15,0.0,1,2020-08-05,1027,0.0,0.0
MenoSaurus: Another Dimension,S J House,No announcer,2,1763,2020.0,15,0.0,1,2020-09-10,991,0.0,0.0
We Got the Beat: A Children's Picture Book,Charlotte Caffey,No announcer,2,482,2020.0,15,0.0,1,2020-10-06,965,0.0,0.0
Move the Crowd: A Children's Picture Book,Eric Barrier,No announcer,2,482,2020.0,15,3.0,1,2020-10-06,965,0.0,0.0
Avalé par un poisson: Jonas et le poisson,Bible Pathway Adventures,No announcer,2,1764,2020.0,15,0.0,7,2020-09-14,987,0.0,0.0
La trahison de Darwin: Un voyage au mystere des mysteres,Gerardo Bartolomé,No announcer,2,1765,2020.0,15,0.0,7,2020-09-11,990,0.0,0.0
Elsie - Tome 1: Une dernière fois,Catherine Francoeur, Maïna Le Dantec,0,1766,2020.0,15,0.0,7,2020-09-15,986,29.0,4.0
Ring der Drachen (Das Zeitalter der Magier – Buch Vier),Morgan Rice,No announcer,2,917,2020.0,15,0.0,3,2020-08-27,1005,0.0,0.0
Powers,Ursula K. Le Guin, Andy Paris,0,5,2008.0,15,4.73,1,2008-06-06,5470,38.0,13.0
Voices,Ursula K. Le Guin, Melanie Martinez,0,5,2008.0,15,4.35,1,2008-03-10,5558,46.0,9.0
The Skin I'm In,Sharon Flake, Sisi Aisha Johnson,0,5,2008.0,15,4.0,1,2008-03-11,5557,51.0,3.0
Enthusiasm,Polly Shulman, Jennifer Ikeda,0,5,2008.0,15,0.0,1,2008-09-26,5358,12.0,6.0
Sky Rider,Nancy Springer, Christina Moore,0,5,2008.0,15,0.0,1,2008-05-23,5484,39.0,2.0
The Sight,David Clement-Davies, Steven Crossley,0,5,2008.0,15,0.0,1,2008-04-25,5512,2.0,16.0
I Am Morgan le Fay,Nancy Springer, Jenny Sterlin,0,5,2008.0,15,3.0,1,2008-05-23,5484,21.0,8.0
The Dead Travel Fast,Allegra M. Walker,No announcer,2,1525,2020.0,15,0.0,1,2020-09-14,987,0.0,0.0
Lifescape,Debamita Chakraborty,No announcer,2,891,2020.0,15,0.0,1,2020-09-08,993,0.0,0.0
Me Inside,Martha Miller,No announcer,2,684,2020.0,15,0.0,1,2020-09-01,1000,0.0,0.0
Miss Call,Hardik P. Patel,No announcer,2,891,2020.0,15,0.0,1,2020-09-09,992,0.0,0.0
"Wayne McLair, Folge 8: Aldermoor Asylum",Paul Burghardt," Paul Burghardt, Tanja Niehoff, Vanida Karun, Katja Brügger, Douglas Welbat, Tanya Kahana, Felix Würgler, Thomas Kramer, Marie Burghardt, Robert Kerick",0,53,2018.0,15,0.0,3,2018-02-02,1942,8.0,1.0
"Das schwarze Auge, Folge 1: Im Kerker von Gareth",Markus Winter," Gabrielle Pietermann, Till Hagen, Marco Kröger, Eckart Dux, Axel Ludwig, Claus-Peter Damitz, Markus Off, Angela Wiederhut, Julius Jellinek",0,53,2018.0,15,0.0,3,2018-01-26,1949,54.0,0.0
Die Box (ungekürzt),Bülent Ceylan, Bülent Ceylan,0,870,2017.0,15,0.0,3,2017-09-22,2075,32.0,3.0
Grandes Éxitos: Volumen 1,Esteban Charpentier,No announcer,2,1767,2020.0,15,0.0,6,2020-09-15,986,0.0,0.0
"Raumstation Alpha-Base, Folge 10: 1: Kampf um Zulu",James Owen," Erich Räuker, Frank Otto Schenk, Stefan Staudinger, Michael Tietz, Michael Iwannek, Anke Reitzenstein, Gertie Honeck",0,53,2014.0,15,0.0,3,2014-04-04,3342,48.0,0.0
"Raumstation Alpha-Base, Folge 9: Attentäter",James Owen," Erich Räuker, Frank Otto Schenk, Stefan Staudinger, Michael Tietz, Michael Iwannek, Anke Reitzenstein, Gertie Honeck",0,53,2014.0,15,0.0,3,2014-04-04,3342,42.0,0.0
"Raumstation Alpha-Base, Folge 10: 2: Kampf um Zulu",James Owen," Erich Räuker, Frank Otto Schenk, Stefan Staudinger, Michael Tietz, Michael Iwannek, Anke Reitzenstein, Gertie Honeck",0,53,2014.0,15,0.0,3,2014-04-04,3342,53.0,0.0
"Das Tal, Season 2, Teil 4: Die Entscheidung",Krystyna Kuhn, Franziska Pigulla,0,31,2014.0,15,2.0,3,2014-04-15,3331,3.0,5.0
"Raumstation Alpha-Base, Folge 1: Sprung durch den Sektor",James Owen," Erich Räuker, Frank Otto Schenk, Stefan Staudinger, Michael Tietz, Michael Iwannek, Anke Reitzenstein, Gertie Honeck",0,53,2014.0,15,0.0,3,2014-04-04,3342,51.0,0.0
"Raumstation Alpha-Base, Folge 2: Überleben",James Owen," Erich Räuker, Frank Otto Schenk, Stefan Staudinger, Michael Tietz, Michael Iwannek, Anke Reitzenstein, Gertie Honeck",0,53,2014.0,15,0.0,3,2014-04-04,3342,49.0,0.0
"Raumstation Alpha-Base, Folge 3: Freund oder Feind",James Owen," Erich Räuker, Frank Otto Schenk, Stefan Staudinger, Michael Tietz, Michael Iwannek, Anke Reitzenstein, Gertie Honeck",0,53,2014.0,15,0.0,3,2014-04-04,3342,59.0,0.0
Five Nights at Freddy's,Elley Cooper,No announcer,2,1768,2020.0,15,5.0,3,2020-09-25,976,0.0,0.0
"Raumstation Alpha-Base, Folge 4: Kontakt",James Owen," Erich Räuker, Frank Otto Schenk, Stefan Staudinger, Michael Tietz, Michael Iwannek, Anke Reitzenstein, Gertie Honeck",0,53,2014.0,15,0.0,3,2014-04-04,3342,55.0,0.0
"Raumstation Alpha-Base, Folge 5: Das letzte Lebenszeichen",James Owen," Erich Räuker, Frank Otto Schenk, Stefan Staudinger, Michael Tietz, Michael Iwannek, Anke Reitzenstein, Gertie Honeck",0,53,2014.0,15,0.0,3,2014-04-04,3342,6.0,1.0
"Raumstation Alpha-Base, Folge 6: Die Romani",James Owen," Erich Räuker, Frank Otto Schenk, Stefan Staudinger, Michael Tietz, Michael Iwannek, Anke Reitzenstein, Gertie Honeck",0,53,2014.0,15,0.0,3,2014-04-04,3342,45.0,0.0
"Raumstation Alpha-Base, Folge 7: Der Untergang der Alpha-Base",James Owen," Erich Räuker, Frank Otto Schenk, Stefan Staudinger, Michael Tietz, Michael Iwannek, Anke Reitzenstein, Gertie Honeck",0,53,2014.0,15,0.0,3,2014-04-04,3342,46.0,0.0
"Raumstation Alpha-Base, Folge 8: Feind",James Owen," Erich Räuker, Frank Otto Schenk, Stefan Staudinger, Michael Tietz, Michael Iwannek, Anke Reitzenstein, Gertie Honeck",0,53,2014.0,15,0.0,3,2014-04-04,3342,45.0,0.0
"Graf Koriander, Folge 2: Graf Koriander lernt fliegen",Andrea Schütze, Martin Baltscheit,0,31,2014.0,15,0.0,3,2014-04-15,3331,8.0,2.0
"Durch das Land der Skipetaren - Karl Mays Gesammelte Werke, Band 5 (Ungekürzte Lesung)",Karl May, Peter Sodann,0,1144,2017.0,15,0.0,3,2017-09-01,2096,31.0,15.0
"In den Schluchten des Balkan - Karl Mays Gesammelte Werke, Band 4 (Ungekürzte Lesung)",Karl May, Peter Sodann,0,1144,2017.0,15,0.0,3,2017-09-01,2096,51.0,14.0
"Winnetou III - Karl Mays Gesammelte Werke, Band 9 (Ungekürzte Lesung)",Karl May, Heiko Grauel,0,1144,2017.0,15,0.0,3,2017-09-01,2096,53.0,15.0
Echoes of Newtown,Blake Fite,No announcer,2,995,2020.0,15,0.0,1,2020-10-06,965,0.0,0.0
