book_name,author_name,announcer_name,book_type,publishing,publishing_year,genre,stars,language,release_date,recording_length
"El terrorista de Berkeley, California",Pepetela,NaN,ספר דיגיטלי,Elefanta Editorial,2020,פרוזה,3,ספרדית,"תאריך פרסום
ספר דיגיטלי: 21 בספטמבר 2020",NaN
Una fisura en el tiempo,Teresa Icaza,NaN,ספר דיגיטלי,BONART,2020,פרוזה,0,ספרדית,"תאריך פרסום
ספר דיגיטלי: 12 באוגוסט 2020",NaN
Le avventure di Carmine Belmonte e dei suoi fratelli - Il Castello del Vulcano - IV Volume,Claudia Polimeni,קריינות: Stefano Trillini,ספר מוקלט,Booksprint,2020,פרוזה,0,איטלקית,"תאריך פרסום
ספר מוקלט: 18 בספטמבר 2020",2שעות 45דקות
Otro eslabón de tu cadena,Diego Peñafiel,NaN,ספר דיגיטלי,Entre Libros,2020,פרוזה,2,ספרדית,"תאריך פרסום
ספר דיגיטלי: 25 בספטמבר 2020",NaN
Zjadaczka grzechów,Megan Campisi,קריינות: Magdalena Schejbal,ספר מוקלט,Świat Książki,2020,פרוזה,3.77,פולנית,"תאריך פרסום
ספר מוקלט: 21 בספטמבר 2020",9שעות 37דקות
Ora che sono nato,Maurizio Fiorino,קריינות: Stefano Lucchelli,ספר מוקלט,Storyside,2020,פרוזה,3.97,איטלקית,"תאריך פרסום
ספר מוקלט: 22 בספטמבר 2020",5שעות 14דקות
Fare fuoco,Daniele Garbuglia,קריינות: Francesco De Marco,ספר מוקלט,Storyside,2020,פרוזה,2.89,איטלקית,"תאריך פרסום
ספר מוקלט: 16 באוקטובר 2020",4שעות 42דקות
"Pamiętaj, że byłam",Beata Majewska,קריינות: Klaudia Bełcik,ספר מוקלט,Jaguar,2020,פרוזה,4.48,פולנית,"תאריך פרסום
ספר מוקלט: 27 בספטמבר 2020",10שעות 35דקות
Beyond the Horizon,Eoin Lane,קריינות: John Keating,ספר מוקלט,Blackstone Publishing,2020,פרוזה,0,אנגלית,"תאריך פרסום
ספר מוקלט: 22 בספטמבר 2020",10שעות 46דקות
The Land is Bright,Elizabeth Murphy,קריינות: Julie Maisey,ספר מוקלט,Story Sound,2020,פרוזה,4.33,אנגלית,"תאריך פרסום
ספר מוקלט: 1 באוקטובר 2020",12שעות 39דקות
The Daughter’s Choice,S.D. Robertson,"קריינות: Maggie Ollerenshaw, Laura Brydon, Kate Louise Okello",ספר מוקלט,Avon,2021,פרוזה,3.4,אנגלית,"תאריך פרסום
ספר מוקלט: 30 בספטמבר 2021",11שעות 10דקות
The Steel Girls,Michelle Rawlins,קריינות: Laura Brydon,ספר מוקלט,HQ,2021,פרוזה,3,אנגלית,"תאריך פרסום
ספר מוקלט: 15 באפריל 2021",9שעות 32דקות
Equilibri congiunti,Irene Milazzo,קריינות: Cristiana Carnevali,ספר מוקלט,Booksprint,2020,פרוזה,0,איטלקית,"תאריך פרסום
ספר מוקלט: 22 בספטמבר 2020",4שעות 45דקות
Opowieści Central Parku,Przemysław Borkowski,קריינות: Tomasz Ignaczak,ספר מוקלט,SAGA Egmont,2020,פרוזה,3.76,פולנית,"תאריך פרסום
ספר מוקלט: 5 באוקטובר 2020",6שעות 57דקות
Dead Men Don't Lie,Jackson Cain,קריינות: Chris Andrew Ciulla,ספר מוקלט,"Recorded Books, Inc.",2020,פרוזה,0,אנגלית,"תאריך פרסום
ספר מוקלט: 29 בספטמבר 2020",13שעות 58דקות
Writing Wrongly: The saga of an incomplete wanker,Thomas Corfield,קריינות: Thomas Corfield,ספר מוקלט,Scribl,2016,פרוזה,0,אנגלית,"תאריך פרסום
ספר מוקלט: 2 בספטמבר 2016",10שעות 9דקות
La famiglia di Pascual Duarte,Camilo José Cela,קריינות: Emilio Catellani,ספר מוקלט,Storyside,2020,פרוזה,3.57,איטלקית,"תאריך פרסום
ספר מוקלט: 27 בספטמבר 2020",4שעות 1דקות
Na granicy światów,Adam Abler,קריינות: Marta Markowicz,ספר מוקלט,Lind & Co,2020,פרוזה,3.86,פולנית,"תאריך פרסום
ספר מוקלט: 5 באוקטובר 2020",10שעות 27דקות
"Du côté des Laurentides, tome 1: L'école de rang: L'école de rang",Louise Tremblay-D'Essiambre,קריינות: Denise Tessier,ספר מוקלט,Guy Saint-Jean Éditeur,2020,פרוזה,4,צרפתית,"תאריך פרסום
ספר מוקלט: 15 ביוני 2020",8שעות 53דקות
El coleccionista E01,Neus Arqués,"קריינות: Lola Sans, Gonzalo Durán",ספר מוקלט בנוסף ספר דיגיטלי,Storytel Original,2020,פרוזה,3.9,ספרדית,"תאריך פרסום
ספר מוקלט: 30 בספטמבר 2020
ספר דיגיטלי: 30 בספטמבר 2020",54דקות
L'invenzione di noi due,Matteo Bussola,קריינות: Matteo Bussola,ספר מוקלט,Einaudi,2020,פרוזה,3.94,איטלקית,"תאריך פרסום
ספר מוקלט: 30 בספטמבר 2020",5שעות 53דקות
Po nitce do szczęścia,Karolina Wilczyńska,קריינות: Sylwia Nowiczewska,ספר מוקלט,Storyside,2020,פרוזה,4.67,פולנית,"תאריך פרסום
ספר מוקלט: 13 בנובמבר 2020",9שעות 30דקות
Marzenia szyte na miarę,Karolina Wilczyńska,קריינות: Sylwia Nowiczewska,ספר מוקלט,Storyside,2020,פרוזה,4.66,פולנית,"תאריך פרסום
ספר מוקלט: 31 באוקטובר 2020",10שעות 14דקות
The K Code,Lorna Makinen,קריינות: David Mack,ספר מוקלט,Author's Republic,2016,פרוזה,1,אנגלית,"תאריך פרסום
ספר מוקלט: 18 בספטמבר 2016",11שעות 39דקות
Como polvo en el viento,Leonardo Padura,קריינות: Jorge Tito Gómez Cabrera,ספר מוקלט,Planeta Audio,2020,פרוזה,4.39,ספרדית,"תאריך פרסום
ספר מוקלט: 2 באוקטובר 2020",22שעות 23דקות
A Hand to Hold in Deep Water,Shawn Nocher,NaN,ספר דיגיטלי,Blackstone Publishing,2021,פרוזה,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 21 בספטמבר 2021",NaN
Ahora puede contarse,Teodoro Boot,NaN,ספר דיגיטלי,Tolemia,2020,פרוזה,0,ספרדית,"תאריך פרסום
ספר דיגיטלי: 25 בספטמבר 2020",NaN
La torre vigía,Elizabeth Harrower,NaN,ספר דיגיטלי,Editorial Impedimenta SL,2020,פרוזה,0,ספרדית,"תאריך פרסום
ספר דיגיטלי: 5 באוקטובר 2020",NaN
Chorwacka przystań,Anna Karpińska,קריינות: Gabriela Jaskuła,ספר מוקלט,Storybox,2020,פרוזה,4.21,פולנית,"תאריך פרסום
ספר מוקלט: 26 בספטמבר 2020",13שעות 57דקות
The Trails of Ifigenia,Eduardo Garcia Aguilar,NaN,ספר דיגיטלי,BookRix,2020,פרוזה,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 28 באוגוסט 2020",NaN
The Guiltiest Secrets,Shelan Rodger,NaN,ספר דיגיטלי,Canelo,2020,פרוזה,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 19 באוקטובר 2020",NaN
À grandes gorgées de poussière,Myriam Legault,קריינות: Anie Richer,ספר מוקלט,Éditions Prise de parole,2020,פרוזה,0,צרפתית,"תאריך פרסום
ספר מוקלט: 24 בספטמבר 2020",3שעות 59דקות
Wintertee im kleinen Strickladen in den Highlands: Mit kreativen Strickanleitungen,Susanne Oswald,קריינות: Anja Taborsky,ספר מוקלט,Harper Audio,2020,פרוזה,4.59,גרמנית,"תאריך פרסום
ספר מוקלט: 27 באוקטובר 2020",8שעות 12דקות
Adventures of a Child of War,Lin Acacio-Flores,NaN,ספר דיגיטלי,"Anvil Publishing, Inc.",2020,פרוזה,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 21 בספטמבר 2020",NaN
Sun Born: A Novel of North America’s Forgotten Past,W. Michael Gear,קריינות: Charlie Thurston,ספר מוקלט,Tantor Audio,2021,פרוזה,0,אנגלית,"תאריך פרסום
ספר מוקלט: 19 בינואר 2021",16שעות 52דקות
La promesse des Gélinas - Tome 2: Edouard,France Lorrain,קריינות: Joëlle Paré-Beaulieu,ספר מוקלט,Guy Saint-Jean Éditeur,2020,פרוזה,4,צרפתית,"תאריך פרסום
ספר מוקלט: 2 באוקטובר 2020",9שעות 54דקות
The Unlovely Bride,Alice Coldbreath,קריינות: Anne Flosnik,ספר מוקלט,Tantor Audio,2021,פרוזה,4.12,אנגלית,"תאריך פרסום
ספר מוקלט: 16 בפברואר 2021",14שעות 36דקות
The Consolation Prize,Alice Coldbreath,קריינות: Anne Flosnik,ספר מוקלט,Tantor Audio,2021,פרוזה,4.05,אנגלית,"תאריך פרסום
ספר מוקלט: 16 במרץ 2021",10שעות 22דקות
"Farewell, Ghosts",Nadia Terranova,קריינות: Nicol Zanzarella,ספר מוקלט,Tantor Audio,2020,פרוזה,3.75,אנגלית,"תאריך פרסום
ספר מוקלט: 22 בדצמבר 2020",6שעות 8דקות
Shine Until Tomorrow,Carla Malden,קריינות: Jane Oppenheimer,ספר מוקלט,HighBridge Audio,2021,פרוזה,4.57,אנגלית,"תאריך פרסום
ספר מוקלט: 12 בינואר 2021",6שעות 40דקות
Sergeant Salinger,Jerome Charyn,קריינות: David Colacci,ספר מוקלט,HighBridge Audio,2021,פרוזה,4.5,אנגלית,"תאריך פרסום
ספר מוקלט: 5 בינואר 2021",8שעות 22דקות
Briefe von Klara,Tove Jansson,NaN,ספר דיגיטלי,Verlag Urachhaus,2020,פרוזה,0,גרמנית,"תאריך פרסום
ספר דיגיטלי: 25 באוגוסט 2020",NaN
La ley no escrita,Alfonso Garnacho,NaN,ספר דיגיטלי,Editorial Bubok Publishing,2020,פרוזה,0,ספרדית,"תאריך פרסום
ספר דיגיטלי: 24 בספטמבר 2020",NaN
Spider Boys,Ming Cher,קריינות: Brendon Fernandez,ספר מוקלט בנוסף ספר דיגיטלי,Storyside,2020,פרוזה,4,אנגלית,"תאריך פרסום
ספר מוקלט: 30 בספטמבר 2020
ספר דיגיטלי: 1 ביולי 2016",7שעות 16דקות
Testament Odessy,Bogusław Wołoszański,קריינות: Ziemowit Pędziwiatr,ספר מוקלט בנוסף ספר דיגיטלי,Wołoszański,2016,פרוזה,4.47,פולנית,"תאריך פרסום
ספר מוקלט: 9 בדצמבר 2016
ספר דיגיטלי: 9 בדצמבר 2016",11שעות 3דקות
Black Child to Black Woman,Cheryl Denise Bannerman,NaN,ספר דיגיטלי,Cheryl Denise Bannerman,2020,פרוזה,5,אנגלית,"תאריך פרסום
ספר דיגיטלי: 24 בספטמבר 2020",NaN
L'ultimo amore non si scorda mai,Paolo Guzzanti,קריינות: Simone Beschi,ספר מוקלט,Giunti Editore S.p.A,2020,פרוזה,3.12,איטלקית,"תאריך פרסום
ספר מוקלט: 15 באוקטובר 2020",5שעות 13דקות
Vardo - Dopo la tempesta,Kiran Millwood Hargrave,קריינות: Elisa di Giorgio,ספר מוקלט,Storyside,2020,פרוזה,4.05,איטלקית,"תאריך פרסום
ספר מוקלט: 16 באוקטובר 2020",9שעות 45דקות
Pascual López,Emilia Pardo Bazan,NaN,ספר דיגיטלי,SAGA Egmont,2020,פרוזה,0,ספרדית,"תאריך פרסום
ספר דיגיטלי: 12 באוקטובר 2020",NaN
Un matrimonio americano,Tayari Jones,"קריינות: Dario Sansalone, Tiziano Bertrand, Giuliana Atepi",ספר מוקלט,Storyside,2020,פרוזה,3.81,איטלקית,"תאריך פרסום
ספר מוקלט: 20 באוקטובר 2020",10שעות 29דקות
Le regole degli amanti,Yari Selvetella,קריינות: Patrizio Cigliano,ספר מוקלט,Giunti Editore S.p.A./Bompiani,2020,פרוזה,3.67,איטלקית,"תאריך פרסום
ספר מוקלט: 22 באוקטובר 2020",10שעות 14דקות
Il terzo tempo,Lidia Ravera,קריינות: Anna Cianca,ספר מוקלט,Giunti Editore S.p.A./Bompiani,2020,פרוזה,4.11,איטלקית,"תאריך פרסום
ספר מוקלט: 5 בנובמבר 2020",14שעות 13דקות
La notte delle beghine,Aline Kiner,קריינות: Luisa Ziliotto,ספר מוקלט,Storyside,2020,פרוזה,3.89,איטלקית,"תאריך פרסום
ספר מוקלט: 31 באוקטובר 2020",9שעות 56דקות
The Pruning,Ora Murphy,קריינות: Ora Murphy,ספר מוקלט,Ora Murphy,2020,פרוזה,0,אנגלית,"תאריך פרסום
ספר מוקלט: 14 בספטמבר 2020",9שעות 38דקות
Lektorka,Anna Grzeszczuk,קריינות: Agata Bieńkowska,ספר מוקלט בנוסף ספר דיגיטלי,Lind & Co,2020,פרוזה,2.34,פולנית,"תאריך פרסום
ספר מוקלט: 12 באוקטובר 2020
ספר דיגיטלי: 15 במאי 2020",4שעות 9דקות
"Il re, il cuoco e il buffone",Daniel Kehlmann,קריינות: Nicola Stravalaci,ספר מוקלט,Storyside,2020,פרוזה,3.5,איטלקית,"תאריך פרסום
ספר מוקלט: 28 באוקטובר 2020",11שעות 5דקות
Matando al amor,Javier Tenorio,NaN,ספר דיגיטלי,Luna Nueva Ediciones,2020,פרוזה,0,ספרדית,"תאריך פרסום
ספר דיגיטלי: 18 בספטמבר 2020",NaN
"Marzenia, które się spełniają",Agnieszka Krawczyk,קריינות: Agata Bieńkowska,ספר מוקלט,Filia / Storyside,2020,פרוזה,4.54,פולנית,"תאריך פרסום
ספר מוקלט: 16 באוקטובר 2020",13שעות 27דקות
The Wolf's Mother Speaks,Ben Dolnick,קריינות: Edoardo Ballerini,ספר מוקלט,"Recorded Books, Inc.",2020,פרוזה,0,אנגלית,"תאריך פרסום
ספר מוקלט: 29 בספטמבר 2020",4שעות 42דקות
Selig sind die Handynutzer,Karsten Kopjar,NaN,ספר דיגיטלי,Brunnen Verlag Gießen,2020,פרוזה,0,גרמנית,"תאריך פרסום
ספר דיגיטלי: 27 במרץ 2020",NaN
Loverboys 162: Lustlümmel im Luxus-Internat,Robin Haasters,NaN,ספר דיגיטלי,Bruno-Books,2020,פרוזה,0,גרמנית,"תאריך פרסום
ספר דיגיטלי: 27 ביולי 2020",NaN
The Cruise of the Midge,Michael Scott,NaN,ספר דיגיטלי,e-artnow,2020,פרוזה,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 27 בספטמבר 2020",NaN
"Olive Bright, Pigeoneer",Stephanie Graves,קריינות: Harrie Dobby,ספר מוקלט,W. F. Howes Ltd,2020,פרוזה,2,אנגלית,"תאריך פרסום
ספר מוקלט: 29 בדצמבר 2020",12שעות 38דקות
The Last Night,Cesca Major,"קריינות: Jennifer Ness, Sophie Roberts",ספר מוקלט,W. F. Howes Ltd,2020,פרוזה,3,אנגלית,"תאריך פרסום
ספר מוקלט: 24 בדצמבר 2020",11שעות 9דקות
Valhalla,Alan Robert Clark,קריינות: Joan Walker,ספר מוקלט,W. F. Howes Ltd,2020,פרוזה,4.2,אנגלית,"תאריך פרסום
ספר מוקלט: 26 בנובמבר 2020",9שעות 51דקות
Celeste era il mare,Sabrina Grementieri,קריינות: Marta Lucini,ספר מוקלט,Storyside,2020,פרוזה,3.18,איטלקית,"תאריך פרסום
ספר מוקלט: 28 בספטמבר 2020",3שעות 47דקות
O jeden krok za daleko,Agata Suchocka,קריינות: Lidia Sadowa,ספר מוקלט,Lind & Co,2020,פרוזה,4.45,פולנית,"תאריך פרסום
ספר מוקלט: 23 בנובמבר 2020",5שעות 35דקות
Speedy – Skizzen,Florian Havemann,NaN,ספר דיגיטלי,Europa Verlag,2020,פרוזה,0,גרמנית,"תאריך פרסום
ספר דיגיטלי: 25 בספטמבר 2020",NaN
The Essential Feminist Collection – 60 Powerful Classics in One Volume,Rebecca Harding Davis,NaN,ספר דיגיטלי,e-artnow,2020,פרוזה,2,אנגלית,"תאריך פרסום
ספר דיגיטלי: 25 בספטמבר 2020",NaN
Przysługa,Anna Karpińska,קריינות: Lena Schimscheiner,ספר מוקלט,Storybox,2020,פרוזה,4.11,פולנית,"תאריך פרסום
ספר מוקלט: 3 באוקטובר 2020",11שעות 43דקות
Ghost of Tomorrow,Maya Rushing Walker,NaN,ספר דיגיטלי,Apollo Grannus Books,2020,פרוזה,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 25 בספטמבר 2020",NaN
A Flash of Words 2: The Games,Brian Paone,NaN,ספר דיגיטלי,Scout Media,2020,פרוזה,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 15 באוקטובר 2020",NaN
Whackadoodle Times Three,Kim Antieau,NaN,ספר דיגיטלי,Green Snake Publishing,2020,פרוזה,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 26 בספטמבר 2020",NaN
Sekret wyspy,Dorota Milli,קריינות: Joanna Domańska,ספר מוקלט,Storybox,2020,פרוזה,4.5,פולנית,"תאריך פרסום
ספר מוקלט: 2 באוקטובר 2020",10שעות 27דקות
Kronika Strasznego Dworku czyli Wakacje z Dziewuchami,Ada Johnson,קריינות: Donata Cieślik,ספר מוקלט,Storybox,2020,פרוזה,4.26,פולנית,"תאריך פרסום
ספר מוקלט: 1 באוקטובר 2020",15שעות 52דקות
The Cheat,Karel Capek,NaN,ספר דיגיטלי,Sabine Press,2020,פרוזה,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 17 בספטמבר 2020",NaN
The Shadow in the Corner,Mary Elizabeth Braddon,NaN,ספר דיגיטלי,White Press,2020,פרוזה,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 17 בספטמבר 2020",NaN
Mary Rose,J. M. Barrie,NaN,ספר דיגיטלי,Fisher Press,2020,פרוזה,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 17 בספטמבר 2020",NaN
Córreme que te alcanzo,Marina Elizabeth Volpi,NaN,ספר דיגיטלי,Editorial Autores de Argentina,2020,פרוזה,0,ספרדית,"תאריך פרסום
ספר דיגיטלי: 28 בספטמבר 2020",NaN
Homo Sapien Bob vs The World: A Competition of Epic Proportions,Brian Jones,קריינות: Brian Jones,ספר מוקלט,Brian Jones,2020,פרוזה,2,אנגלית,"תאריך פרסום
ספר מוקלט: 20 בספטמבר 2020",1שעות 46דקות
The Breach: A Reschen Valley Novel 2: A Reschen Valley Novel 2,Chrystyna Lucyk-Berger,קריינות: Christine Schneider,ספר מוקלט,Inktreks,2020,פרוזה,0,אנגלית,"תאריך פרסום
ספר מוקלט: 20 בספטמבר 2020",5שעות 53דקות
A Wedding on the Riviera,Evonne Wareham,קריינות: David Thorpe,ספר מוקלט,Soundings,2020,פרוזה,0,אנגלית,"תאריך פרסום
ספר מוקלט: 27 באוקטובר 2020",10שעות 19דקות
Return To Magnolia Bloom: A Magnolia Bloom Novel,Paula Adler,"קריינות: Xe Sands, Emily Rankin, Richard Sawyer, Erin Spenser",ספר מוקלט,Dragon Dreams Press LLC,2020,פרוזה,2,אנגלית,"תאריך פרסום
ספר מוקלט: 12 בספטמבר 2020",10שעות 31דקות
Trump Ninja vs. Area 51: Making America Look Ridiculous Again,Trump Ninja,קריינות: Trump Ninja,ספר מוקלט,Trump Ninja LLC,2020,פרוזה,0,אנגלית,"תאריך פרסום
ספר מוקלט: 22 בספטמבר 2020",1שעות 10דקות
Der Präsident,Clemens Berger,NaN,ספר דיגיטלי,Residenz Verlag,2020,פרוזה,0,גרמנית,"תאריך פרסום
ספר דיגיטלי: 29 ביולי 2020",NaN
"Once Upon A Time, Zazaki Tales",Olivier Aymar,NaN,ספר דיגיטלי,Tektime,2020,פרוזה,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 27 בספטמבר 2020",NaN
Delitto su romanzo,Karen Corato,קריינות: Cristiana Carnevali,ספר מוקלט,Booksprint,2020,פרוזה,0,איטלקית,"תאריך פרסום
ספר מוקלט: 26 בספטמבר 2020",2שעות 1דקות
Jarampa,Antonio Aguilera Nieves,NaN,ספר דיגיטלי,Editorial Anantes,2020,פרוזה,0,ספרדית,"תאריך פרסום
ספר דיגיטלי: 2 באוקטובר 2020",NaN
Westend Street: Una novela mágica que te trasportará al Londres de los musicales,Lorena Toda,NaN,ספר דיגיטלי,Editorial Bubok Publishing,2020,פרוזה,0,ספרדית,"תאריך פרסום
ספר דיגיטלי: 26 בספטמבר 2020",NaN
El viejo,Emilio Parra Luna,NaN,ספר דיגיטלי,Letrame Grupo Editorial,2020,פרוזה,2,ספרדית,"תאריך פרסום
ספר דיגיטלי: 29 בספטמבר 2020",NaN
Mulligan,Michael Corrigan,קריינות: Alex Hyde-White,ספר מוקלט,SAGA Egmont,2020,פרוזה,0,אנגלית,"תאריך פרסום
ספר מוקלט: 14 באוקטובר 2020",10שעות 30דקות
Black Sam,James Lewis,קריינות: A Full Cast,ספר מוקלט,SAGA Egmont,2020,פרוזה,5,אנגלית,"תאריך פרסום
ספר מוקלט: 14 באוקטובר 2020",10שעות 52דקות
Pippo and Clara,Diana Rosie,"קריינות: Emily Bruni, Bert Seymour",ספר מוקלט,Mantle,2021,פרוזה,4,אנגלית,"תאריך פרסום
ספר מוקלט: 4 בפברואר 2021",8שעות 45דקות
Der Sandler,Markus Ostermair,NaN,ספר דיגיטלי,Osburg Verlag,2020,פרוזה,0,גרמנית,"תאריך פרסום
ספר דיגיטלי: 14 בספטמבר 2020",NaN
There Should Be More Dancing,Rosalie Ham,קריינות: Brigid Lohrey,ספר מוקלט,Aurora,2020,פרוזה,0,אנגלית,"תאריך פרסום
ספר מוקלט: 1 באוקטובר 2020",12שעות 56דקות
Simmering Season,Jenn J. McLeod,"קריינות: Lisa Armytage, Nicholas Osmond",ספר מוקלט,Aurora,2020,פרוזה,0,אנגלית,"תאריך פרסום
ספר מוקלט: 1 בנובמבר 2020",14שעות 14דקות
The Fogging,Luke Horton,קריינות: Todd Boyce,ספר מוקלט,Aurora,2020,פרוזה,1,אנגלית,"תאריך פרסום
ספר מוקלט: 1 בדצמבר 2020",6שעות 52דקות
The Mystery of a Hansom Cab,Fergus Hume,קריינות: Toby Webster,ספר מוקלט,Aurora,2020,פרוזה,4,אנגלית,"תאריך פרסום
ספר מוקלט: 1 בדצמבר 2020",9שעות 39דקות
Taboo 2,Yoshe,קריינות: Katherine Dollison,ספר מוקלט,Urban Books,2020,פרוזה,0,אנגלית,"תאריך פרסום
ספר מוקלט: 29 בספטמבר 2020",8שעות 53דקות
Любимые,Виктория Хислоп,NaN,ספר דיגיטלי,Азбука,2020,פרוזה,5,רוסית,"תאריך פרסום
ספר דיגיטלי: 1 באוקטובר 2020",NaN
Дневник утраченной любви,Эрик-Эмманюэль Шмитт,NaN,ספר דיגיטלי,Иностранка,2020,פרוזה,0,רוסית,"תאריך פרסום
ספר דיגיטלי: 29 בספטמבר 2020",NaN
Living Right on Wrong Street,Titus Pollard,קריינות: Jaxson Turner,ספר מוקלט,Urban Books,2020,פרוזה,0,אנגלית,"תאריך פרסום
ספר מוקלט: 29 בספטמבר 2020",8שעות 9דקות
The Conglomerate: A Luxurious Tale,Danielle Santiago,קריינות: Katherine Dollison,ספר מוקלט,Urban Audiobooks,2020,פרוזה,0,אנגלית,"תאריך פרסום
ספר מוקלט: 29 בספטמבר 2020",8שעות 17דקות
Bruised,Azarel,קריינות: Rae,ספר מוקלט,Urban Audiobooks,2020,פרוזה,4,אנגלית,"תאריך פרסום
ספר מוקלט: 29 בספטמבר 2020",7שעות 3דקות
The Seeing Place,Aziza Eden Walker,קריינות: Alice Brown,ספר מוקלט,"Recorded Books, Inc.",2020,פרוזה,3,אנגלית,"תאריך פרסום
ספר מוקלט: 6 באוקטובר 2020",4שעות 13דקות
Dr. Norden Bestseller 339 – Arztroman,Patricia Vandenberg,NaN,ספר דיגיטלי,Kelter Media,2020,פרוזה,0,גרמנית,"תאריך פרסום
ספר דיגיטלי: 31 במרץ 2020",NaN
Theseus,Richard Curtis,NaN,ספר דיגיטלי,Canelo Adventure,2016,פרוזה,4,אנגלית,"תאריך פרסום
ספר דיגיטלי: 15 באוגוסט 2016",NaN
A Man Made to Measure,Elaine Crowley,NaN,ספר דיגיטלי,Canelo Saga,2016,פרוזה,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 27 ביוני 2016",NaN
Silver Fountains,Beverley Hughesdon,NaN,ספר דיגיטלי,Canelo Saga,2016,פרוזה,4,אנגלית,"תאריך פרסום
ספר דיגיטלי: 15 ביוני 2016",NaN
Corner of a Small Town,Grace Thompson,NaN,ספר דיגיטלי,Canelo Saga,2016,פרוזה,4,אנגלית,"תאריך פרסום
ספר דיגיטלי: 2 במאי 2016",NaN
The Weston Girls,Grace Thompson,NaN,ספר דיגיטלי,Canelo Saga,2016,פרוזה,4,אנגלית,"תאריך פרסום
ספר דיגיטלי: 2 במאי 2016",NaN
The Moments,Amitab Doshi,NaN,ספר דיגיטלי,Pustaka Digital Media,2020,פרוזה,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 30 בספטמבר 2020",NaN
Mayfair Rebel,Beverley Hughesdon,NaN,ספר דיגיטלי,Canelo Saga,2016,פרוזה,4,אנגלית,"תאריך פרסום
ספר דיגיטלי: 8 באוגוסט 2016",NaN
The Prisoner in the Caucassus,Leo Tolstoy,NaN,ספר דיגיטלי,SAGA Egmont,2020,פרוזה,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 5 באוקטובר 2020",NaN
Archivio dei bambini perduti,Valeria Luiselli,קריינות: Concita De Gregorio,ספר מוקלט,Emons Audiolibri,2020,פרוזה,4.11,איטלקית,"תאריך פרסום
ספר מוקלט: 8 באוקטובר 2020",15שעות 27דקות
Brink,S.L. Bhyrappa,NaN,ספר דיגיטלי,Niyogi Books,2020,פרוזה,1.5,אנגלית,"תאריך פרסום
ספר דיגיטלי: 15 בספטמבר 2020",NaN
A Plate of White Marble,BANI BASU,NaN,ספר דיגיטלי,Niyogi Books,2020,פרוזה,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 15 בספטמבר 2020",NaN
Winter Raven,Adam Baker,NaN,ספר דיגיטלי,Canelo Adventure,2016,פרוזה,1,אנגלית,"תאריך פרסום
ספר דיגיטלי: 26 בספטמבר 2016",NaN
Ten Nights in a Bar Room,T.S. Arthur,NaN,ספר דיגיטלי,Audubon Press,2015,פרוזה,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 17 בפברואר 2015",NaN
General Bramble (WWI Centenary Series),André Maurois,NaN,ספר דיגיטלי,Last Post Press,2016,פרוזה,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 11 במרץ 2016",NaN
Gullible's Travels (1917),Ring Lardner,NaN,ספר דיגיטלי,Grant Press,2016,פרוזה,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 3 באפריל 2016",NaN
Guy Fawkes Or The Gunpowder Treason - An Historical Romance,William Harrison Ainsworth,NaN,ספר דיגיטלי,Luce Press,2015,פרוזה,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 11 במאי 2015",NaN
War Brides: A Play in One Act (WWI Centenary Series),Marion Craig Wentworth,NaN,ספר דיגיטלי,Last Post Press,2016,פרוזה,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 10 במרץ 2016",NaN
Curious Myths of the Middle Ages,Sabine Baring-Gould,NaN,ספר דיגיטלי,Aslan Press,2015,פרוזה,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 20 בפברואר 2015",NaN
Tales from Shakespeare,Charles Lamb,NaN,ספר דיגיטלי,Hesperides Press,2015,פרוזה,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 17 בפברואר 2015",NaN
Haircut,Ring Lardner,NaN,ספר דיגיטלי,Goemaere Press,2016,פרוזה,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 3 באפריל 2016",NaN
Magic - A Fantastic Comedy in a Prelude and Three Acts,G.K. Chesterton,NaN,ספר דיגיטלי,Baker Press,2016,פרוזה,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 31 במרץ 2016",NaN
