book_name,author_name,announcer_name,book_type,publishing,publishing_year,genre,stars,language,release_date,days_from_release,recording_minutes,recording_hours
איה פפאיה והחתול הורוד,רותי ויטל גלעד, רותי ויטל גלעד,Aoudio book,Storyside,2021.0,Kids,0.0,Hebrew,2021-06-28,714,2.0,0.0
אפצ'יקונת,נעמי בן-גור, נוגה אלגום,Aoudio book,Storyside,2021.0,Kids,5.0,Hebrew,2021-10-05,615,4.0,0.0
פיקניק התה של אילת,נעמי בן-גור, נעמי בן-גור,Aoudio book,Storyside,2021.0,Kids,4.0,Hebrew,2021-10-05,615,5.0,0.0
הנסיך הקטן,אנטואן דה סנט אכזופרי, אלון אופיר,Aoudio book,Storyside,2021.0,Kids,4.75,Hebrew,2021-06-19,723,55.0,1.0
העצלן הבטלן,איתמר אורלב, ניר שאולוף,Aoudio book,Storyside,2021.0,Kids,5.0,Hebrew,2021-05-18,755,9.0,0.0
"הקסם היפה בעולם, או לאן מומו נעלם",איתן דרור פריאר, ירדן אורלובסקי,Aoudio book,Storyside,2022.0,Kids,0.0,Hebrew,2022-12-14,180,37.0,0.0
עוצמה מעוץ,ל.פרנק באום, גילי בר הלל,Aoudio book,Storyside,2021.0,Kids,5.0,Hebrew,2021-05-18,755,14.0,4.0
הדרך לעוץ,ל.פרנק באום, גילי בר הלל,Aoudio book,Storyside,2021.0,Kids,4.33,Hebrew,2021-05-18,755,17.0,4.0
כראמל,מאירה ברנע גולדברג, תומר שרון,Aoudio book,Storyside,2021.0,Kids,4.73,Hebrew,2021-05-17,756,26.0,5.0
הארנב שרצה להיות עץ,דוידי רוזנפלד, דוידי רוזנפלד,Aoudio book,Storyside,2021.0,Kids,5.0,Hebrew,2021-05-18,755,12.0,0.0
מי יציל את בוטן,יונה טפר, יובל רז,Aoudio book,Storyside,2021.0,Kids,5.0,Hebrew,2021-06-04,738,58.0,1.0
אל תדאגי רותי,דויד גרוסמן, דליה שימקו,Aoudio book,Storyside,2021.0,Kids,5.0,Hebrew,2021-05-28,745,8.0,0.0
באושר ועושר כאילו (9) לפעמים משאלות מתגשמות,שרה מלינובסקי, אלינור אהרון בן-אבי,Aoudio book,Storyside,2021.0,Kids,4.75,Hebrew,2021-06-19,723,17.0,3.0
אוצר סיפורים לפני השינה,רוזי דיקינס, נועה זוהר,Aoudio book,Storyside,2021.0,Kids,4.83,Hebrew,2021-06-20,722,28.0,1.0
Minecraft Woodsword Chronicles Volume 1,Nick Eliopulos, Keylor Leigh,Aoudio book,Farshore,2021.0,Kids,4.25,English,2021-09-30,620,13.0,5.0
יש לי נמר בחדר,שירה גודמן, אילת פוזניאק,Aoudio book,Storyside,2021.0,Kids,4.43,Hebrew,2021-06-19,723,6.0,0.0
"פו, הדוב הכי הטוב בעולם",סופרים שונים, מולי שולמן,Aoudio book,Storyside,2021.0,Kids,3.75,Hebrew,2021-06-20,722,29.0,1.0
סיפור שקרה לי בדרך,דבורה עומר וורד רביב-שורץ, נועה זוהר,Aoudio book,Storyside,2021.0,Kids,0.0,Hebrew,2021-06-20,722,39.0,0.0
לאן נעלם קפיטן קוק,דבורה עומר, גליה ירון,Aoudio book,Storyside,2021.0,Kids,5.0,Hebrew,2021-06-19,723,34.0,2.0
עוד סיפורים עם כנפיים,אשכר ארבליך בריפמן, מאיה לוי,Aoudio book,Storyside,2021.0,Kids,5.0,Hebrew,2021-06-19,723,36.0,3.0
אם אמא שלי לא יכולה לאהב אותי - מי כבר בעולם כולו יצליח בזה,נורית זרחי, נועה זוהר,Aoudio book,Storyside,2021.0,Kids,2.8,Hebrew,2021-06-21,721,8.0,0.0
האוצר של יסמין,יונה טפר, רותם שפי,Aoudio book,Storyside,2021.0,Kids,4.0,Hebrew,2021-06-25,717,6.0,0.0
בארי לוזר (1) - אני לא לוזר,ג׳ים סמית, ג׳וני רוזנבלום,Aoudio book,Storyside,2021.0,Kids,4.2,Hebrew,2021-06-28,714,8.0,1.0
אמא שלי חושבת שאני אוכל,מיה סביר, נוגה אלגום,Aoudio book,Storyside,2021.0,Kids,4.75,Hebrew,2021-06-28,714,5.0,0.0
Diary of a Wimpy Kid: The Meltdown,Jeff Kinney, Ramon de Ocampo,Aoudio book,"Recorded Books, Inc.",2018.0,Kids,5.0,English,2018-10-30,1686,1.0,2.0
אתי ספגטי,רות אורן, שושיק שני,Aoudio book,Storyside,2021.0,Kids,5.0,Hebrew,2021-07-05,707,3.0,0.0
רותם והפיל,ליבי דאון, ליבי דאון,Aoudio book,Storyside,2021.0,Kids,5.0,Hebrew,2021-07-12,700,6.0,0.0
פריקי,נורית זרחי, מאיה לוי,Aoudio book,Storyside,2021.0,Kids,4.75,Hebrew,2021-07-19,693,9.0,0.0
חתלתול ושמו למה,עינת הולנדר, עינת הולנדר,Aoudio book,Storyside,2021.0,Kids,4.4,Hebrew,2021-09-25,625,4.0,0.0
הכוכבים הם הילדים של הירח,יהונתן גפן, יעל גובר,Aoudio book,Storyside,2021.0,Kids,5.0,Hebrew,2021-07-19,693,29.0,0.0
הגול הראשון שלי,ליעד שהם," גילי ורמוט, שרן ייני",Aoudio book,Storyside,2021.0,Kids,5.0,Hebrew,2021-07-18,694,9.0,0.0
Woodsword Chronicles,Nick Eliopulos, Keylor Leigh,Aoudio book,Farshore,2021.0,Kids,4.75,English,2021-09-30,620,36.0,5.0
היפי מאוהב,רחלי פליישון, רחלי פליישון,Aoudio book,Storyside,2021.0,Kids,4.18,Hebrew,2021-07-25,687,5.0,0.0
יוני והדובים,לירון אלנקוה-פיין, לירון אלנקוה-פיין,Aoudio book,Storyside,2021.0,Kids,4.1,Hebrew,2021-07-24,688,6.0,0.0
קאיטוש המכשף,יאנוש קורצ׳אק, חיים בלפר,Aoudio book,Storyside,2021.0,Kids,4.25,Hebrew,2021-08-01,680,29.0,0.0
לב היער,רונית ש' דינצמן, רונית ש' דינצמן,Aoudio book,Storyside,2021.0,Kids,4.92,Hebrew,2021-08-01,680,18.0,4.0
סיפורי חייזרים,רוני חפר, רוני חפר,Aoudio book,Storyside,2021.0,Kids,4.6,Hebrew,2021-08-09,672,10.0,0.0
כמון מכשף שיודע המון,אשכר ארבליך בריפמן, תמר עמית-יוסף,Aoudio book,Storyside,2021.0,Kids,4.78,Hebrew,2021-09-25,625,30.0,1.0
עולש מכשף חדש בשכונה,אשכר ארבליך בריפמן, תמר עמית-יוסף,Aoudio book,Storyside,2021.0,Kids,5.0,Hebrew,2021-09-03,647,2.0,1.0
זוטה מכשפה חסרת השראה,אשכר ארבליך בריפמן, תמר עמית-יוסף,Aoudio book,Storyside,2021.0,Kids,5.0,Hebrew,2021-09-03,647,12.0,1.0
העכבר של תמר וגאיה,אברהם ב. יהושע, רמי ברוך,Aoudio book,Storyside,2021.0,Kids,4.33,Hebrew,2021-09-03,647,10.0,0.0
Красная Шапочка,Шарль Перро, Марите Барановская,Aoudio book,SAGA Egmont,2021.0,Kids,4.89,Russian,2021-10-07,613,7.0,0.0
סיפורים מארץ קסם,אשכר ארבליך בריפמן, מאיה לוי,Aoudio book,Storyside,2021.0,Kids,4.33,Hebrew,2021-10-03,617,28.0,11.0
כשסבא אליהו היה קטן,ינץ לוי, ינץ לוי,Aoudio book,Storyside,2021.0,Kids,4.74,Hebrew,2021-10-11,609,56.0,1.0
הרפתקאות דוד אריה בקוטב המערבי,ינץ לוי, ינץ לוי,Aoudio book,Storyside,2021.0,Kids,4.6,Hebrew,2021-10-05,615,14.0,1.0
התנין העצוב והזבוב,דקלה קידר, דקלה קידר,Aoudio book,Storyside,2021.0,Kids,5.0,Hebrew,2021-10-23,597,7.0,0.0
השן שהתנדנד לה הילד,מאיר שלו, מאיר שלו,Aoudio book,Storyside,2021.0,Kids,4.45,Hebrew,2021-10-25,595,5.0,0.0
הלוואי שהייתי,אריק ספרן, מאיה לוי,Aoudio book,Storyside,2021.0,Kids,4.37,Hebrew,2021-10-25,595,8.0,0.0
ככה זה כשאוהבים,מאיר שלו, מאיר שלו,Aoudio book,Storyside,2021.0,Kids,4.33,Hebrew,2021-10-25,595,8.0,0.0
ילד של אמא,צרויה שלו, מאיה לוי,Aoudio book,Storyside,2021.0,Kids,4.75,Hebrew,2021-10-26,594,11.0,0.0
תראו את הילד,צרויה שלו, מאיה לוי,Aoudio book,Storyside,2021.0,Kids,5.0,Hebrew,2021-10-26,594,6.0,0.0
The Astonishing Chronicles of Oscar from Elsewhere,Jaclyn Moriarty," Dorje Swallow, Rebecca Norfolk",Aoudio book,Wavesound from W. F. Howes Ltd,2021.0,Kids,0.0,English,2021-11-02,587,39.0,10.0
בחירות בממלכת החיות,פדרו מרקון, מאיה לוי,Aoudio book,Storyside,2021.0,Kids,4.0,Hebrew,2021-11-29,560,16.0,0.0
דנידין הרואה ואינו נראה חוזר לשכונה,שאול גפני, דן שפירא,Aoudio book,Storyside,2022.0,Kids,5.0,Hebrew,2022-01-20,508,59.0,1.0
פיצי קפיצי,רותי שקד, מאיה לוי,Aoudio book,Storyside,2021.0,Kids,4.71,Hebrew,2021-12-26,533,9.0,0.0
ליבי או: מה קרה בחוף הים של תל אביב,הדס ליבוביץ', הדס ליבוביץ',Aoudio book,Storyside,2022.0,Kids,3.67,Hebrew,2022-01-20,508,1.0,0.0
תעלומת האופניים הגנובים,עמי גדליה, אביב לירון,Aoudio book,Storyside,2022.0,Kids,5.0,Hebrew,2022-01-20,508,47.0,0.0
ליבי או: מה קרה לאיש-עם-הכלב,הדס ליבוביץ', הדס ליבוביץ',Aoudio book,Storyside,2022.0,Kids,4.25,Hebrew,2022-01-23,505,14.0,1.0
למה חתולים לא נחמדים,אורי לברון, אורי לברון,Aoudio book,Storyside,2022.0,Kids,3.92,Hebrew,2022-02-15,482,4.0,0.0
גם עני הוא בן מלך: סיפור חייו של זאב ז'בוטינסקי,גלילה רון פדר עמית, מאיה לוי,Aoudio book,Storyside,2022.0,Kids,3.0,Hebrew,2022-02-15,482,41.0,1.0
מנהרת הזמן (19): מרד גטו ורשה,גלילה רון פדר עמית, אילת פוזניאק,Aoudio book,Storyside,2022.0,Kids,4.75,Hebrew,2022-02-15,482,35.0,1.0
מנהרת הזמן (49): מלך היהודים,גלילה רון פדר עמית, אילת פוזניאק,Aoudio book,Storyside,2022.0,Kids,4.75,Hebrew,2022-02-15,482,39.0,1.0
מנהרת הזמן (5): איחוד ירושלים,גלילה רון פדר עמית, אילת פוזניאק,Aoudio book,Storyside,2022.0,Kids,4.77,Hebrew,2022-02-15,482,24.0,1.0
מנהרת הזמן (52): ויהי בימי אחשוורוש,גלילה רון פדר עמית, עדי חבין,Aoudio book,Storyside,2022.0,Kids,4.43,Hebrew,2022-02-15,482,43.0,1.0
מנהרת הזמן (56): המרגל שלנו בדמשק,גלילה רון פדר עמית, אילת פוזניאק,Aoudio book,Storyside,2022.0,Kids,4.87,Hebrew,2022-02-15,482,38.0,1.0
מנהרת הזמן (6): מבצע משה,גלילה רון פדר עמית, אילת פוזניאק,Aoudio book,Storyside,2022.0,Kids,4.92,Hebrew,2022-02-15,482,20.0,1.0
מנהרת הזמן (62): מזימת הרצח של המלך הורדוס,גלילה רון פדר עמית, אילת פוזניאק,Aoudio book,Storyside,2022.0,Kids,4.17,Hebrew,2022-02-15,482,42.0,1.0
מנהרת הזמן (68): מגדלור של תקוה,גלילה רון פדר עמית, אילת פוזניאק,Aoudio book,Storyside,2022.0,Kids,4.75,Hebrew,2022-02-15,482,38.0,1.0
מנהרת הזמן (69): מה קרה לצוללת דקר,גלילה רון פדר עמית, אילת פוזניאק,Aoudio book,Storyside,2022.0,Kids,4.6,Hebrew,2022-02-15,482,39.0,1.0
מנהרת הזמן (71): מבצע הפתקים של נבחרת הכדורגל,גלילה רון פדר עמית, מאיה לוי,Aoudio book,Storyside,2022.0,Kids,4.7,Hebrew,2022-02-15,482,51.0,1.0
מנהרת הזמן (74): שוד רכבת הכסף,גלילה רון פדר עמית, עדי חבין,Aoudio book,Storyside,2022.0,Kids,4.12,Hebrew,2022-02-15,482,53.0,1.0
מנהרת הזמן (77): המשימה הסודית של ילדי החולות,גלילה רון פדר עמית, עדי לב,Aoudio book,Storyside,2022.0,Kids,4.3,Hebrew,2022-02-15,482,52.0,1.0
מנהרת הזמן (36): מסע המושבות,גלילה רון פדר עמית, אילת פוזניאק,Aoudio book,Storyside,2022.0,Kids,0.0,Hebrew,2022-02-14,483,39.0,1.0
כראמל (6) תעלומה כפולה,מאירה ברנע גולדברג, תומר שרון,Aoudio book,Storyside,2022.0,Kids,4.7,Hebrew,2022-02-20,477,53.0,4.0
תעלומה בגן השעשועים,עמי גדליה, דן שפירא,Aoudio book,Storyside,2022.0,Kids,5.0,Hebrew,2022-03-27,442,54.0,0.0
יד הפלא (14) כדור אש,זוהר אביב, זוהר אביב,Aoudio book,Storyside,2022.0,Kids,4.5,Hebrew,2022-05-29,379,6.0,2.0
מולו וצגאי,תמר ורטה-זהבי, יובל בן עמי,Aoudio book,Storyside,2022.0,Kids,3.0,Hebrew,2022-08-24,292,23.0,0.0
נמר בחצר,ליזי סטיוארט, עדי חבין,Aoudio book,Storyside,2022.0,Kids,4.33,Hebrew,2022-10-23,232,6.0,0.0
אני זה אני ואני מיוחד,אן מיק, עדי חבין,Aoudio book,Storyside,2022.0,Kids,4.0,Hebrew,2022-10-23,232,6.0,0.0
הילד שחי עם דרקונים,אנדי שפרד, רודיה קוזלובסקי,Aoudio book & Digital book,Storyside,2022.0,Kids,0.0,Hebrew,2022-10-30,225,25.0,3.0
ג'וש הפרעוש,ליאור עקירב, ליאור עקירב,Aoudio book & Digital book,ePublish,2022.0,Kids,4.5,Hebrew,2022-11-07,217,8.0,0.0
דב קטב קטן - מציל את איילי הצפון,הנס דה ביר, ריקי בליך,Aoudio book,Storyside,2022.0,Kids,0.0,Hebrew,2022-12-18,176,8.0,0.0
פוקסיה ופוקסין,נורית זרחי, ריקי בליך,Aoudio book,Storyside,2022.0,Kids,0.0,Hebrew,2022-12-18,176,6.0,0.0
כראמל (7) סכנה בביצה,מאירה ברנע גולדברג, תומר שרון,Aoudio book,Storyside,2023.0,Kids,4.5,Hebrew,2023-01-30,133,55.0,4.0
שקשוקה ושוד הלימונים הגדול,גליה עוז, גליה עוז,Aoudio book,Storyside,2023.0,Kids,0.0,Hebrew,2023-05-02,41,53.0,0.0
Biscuit Goes to School,Alyssa Satin Capucilli," Michael Abbott, Andrea Kessler, Kathleen McInerney",Aoudio book,HarperCollins,2011.0,Kids,4.46,English,2011-08-23,4311,2.0,0.0
Big Nate: Say Good-bye to Dork City,Lincoln Peirce,No announcer,Digital book,Andrews McMeel Publishing,2015.0,Kids,4.67,English,2015-03-17,3009,0.0,0.0
Fresh for '01 . . . You Suckas: The Boondocks,Aaron McGruder,No announcer,Digital book,Andrews McMeel Publishing,2012.0,Kids,0.0,English,2012-11-06,3870,0.0,0.0
Whirly Squirrelies,Mike Nawrocki, Mike Nawrocki,Aoudio book,Oasis Audio,2020.0,Kids,0.0,English,2020-03-03,1196,45.0,0.0
Bella the Bird Dog,Rachael Lux,No announcer,Digital book,Atlantic Publishing Group,2020.0,Kids,3.0,English,2020-09-18,997,0.0,0.0
Leo und Lumpi #3: Schnuffel hat alles vergessen,Thomas Friis Pedersen,No announcer,Digital book,Tellerup,2020.0,Kids,0.0,German,2020-08-26,1020,0.0,0.0
Pfadfinderjunge #1: Neuer Pfadfinder,Søren S. Jakobsen,No announcer,Digital book,Tellerup,2020.0,Kids,0.0,German,2020-08-26,1020,0.0,0.0
Leo und Lumpi #1: Der große Knochen,Thomas Friis Pedersen,No announcer,Digital book,Tellerup,2020.0,Kids,0.0,German,2020-08-26,1020,0.0,0.0
Leo und Lumpi #2: H-Rex ist los,Thomas Friis Pedersen,No announcer,Digital book,Tellerup,2020.0,Kids,0.0,German,2020-08-26,1020,0.0,0.0
Pfadfinderjunge #3: Ein guter Pfadfinder,Søren S. Jakobsen,No announcer,Digital book,Tellerup,2020.0,Kids,0.0,German,2020-08-26,1020,0.0,0.0
Pfadfinderjunge #2: Im Pfadfinderlager,Søren S. Jakobsen,No announcer,Digital book,Tellerup,2020.0,Kids,0.0,German,2020-08-26,1020,0.0,0.0
My Tech-Wise Life: Growing Up and Making Choices in a World of Devices,Andy Crouch," David Cochran Heath, Rachel L. Jacobs",Aoudio book,christianaudio,2021.0,Kids,0.0,English,2021-01-05,888,52.0,4.0
Terrifying Tales #2: The Bunny Man,Michael Kamp,No announcer,Digital book,Tellerup,2020.0,Kids,0.0,English,2020-08-27,1019,0.0,0.0
Terrifying Tales #4: Bloody Mary,Michael Kamp,No announcer,Digital book,Tellerup,2020.0,Kids,1.0,English,2020-08-27,1019,0.0,0.0
Terrifying Tales #1: Am I Beautiful?,Michael Kamp,No announcer,Digital book,Tellerup,2020.0,Kids,5.0,English,2020-08-27,1019,0.0,0.0
Terrifying Tales #5: Black Eyes,Michael Kamp,No announcer,Digital book,Tellerup,2020.0,Kids,0.0,English,2020-08-27,1019,0.0,0.0
Terrifying Tales #3: The Pig Lady,Michael Kamp,No announcer,Digital book,Tellerup,2020.0,Kids,0.0,English,2020-08-27,1019,0.0,0.0
Indie Kidd: My Big (Strange) Happy Family!,Karen McCombie, Clare Corbett,Aoudio book,W. F. Howes Ltd,2020.0,Kids,0.0,English,2020-02-27,1201,31.0,1.0
Zombierella,Joseph Coelho, Joseph Coelho,Aoudio book,W. F. Howes Ltd,2020.0,Kids,4.62,English,2020-09-03,1012,53.0,0.0
"The Most Beloved Bed Time Stores for Kids: 10 Aesop’s Fables for Children, Goldilocks and the Three Bears, Little Red Riding Hood, Snow White and the Seven Dwarfs, The Three Little Pigs, and Many More",Children Story Group, Children Story Group,Aoudio book,Bedtime Story for Kids,2020.0,Kids,3.33,English,2020-07-31,1046,38.0,1.0
Bedtime Meditation Stories for Kids: Short Tales & Positive Affirmations for Children and Toddlers to Help Them Fall Asleep Fast and Relax. Let Your Child have a Relaxing Night’s Sleep with Sweet Dreams!,Children Story Group, Children Story Group,Aoudio book,Bed Time Story for Kids,2020.0,Kids,4.0,English,2020-07-31,1046,58.0,0.0
The Sleepy Dinosaurs – Bedtime Stories for Kids: Short Bedtime Stories to Help Your Children & Toddlers Fall Asleep and Relax! Great Dinosaur Fantasy Stories to Dream about all Night!,Hannah Watson, Hannah Watson,Aoudio book,Bed Time Story for Kids,2020.0,Kids,5.0,English,2020-07-31,1046,1.0,0.0
The Magic Unicorn – Bed Time Stories for Kids: Short Bedtime Stories to Help Your Children & Toddlers Fall Asleep and Relax! Great Unicorn Fantasy Stories to Dream about all Night!,Hannah Watson, Hannah Watson,Aoudio book,Bedtime Story for Kids,2020.0,Kids,3.5,English,2020-07-31,1046,58.0,0.0
The Magic Unicorn & Sleepy Dinosaur Bed Time Stories Collection: Short Bedtime Stories to Help Your Children & Toddlers Sleep and Relax! Great Dinosaurs & Unicorn Fantasy Tales to Dream about all Night!,Hannah Watson, Hannah Watson,Aoudio book,Bedtime Story for Kids,2020.0,Kids,0.0,English,2020-07-31,1046,59.0,1.0
Bedtime Meditation Stories for Kids Collection: Short Tales & Positive Affirmations for Children and Toddlers to Help Sleep Faster and Relax.,Children Story Group, Children Story Group,Aoudio book,Bed Time Story for Kids,2020.0,Kids,0.0,English,2020-07-31,1046,38.0,2.0
WonderGiusy,Giusy Versace, Giusy Versace,Aoudio book,Mondadori,2020.0,Kids,4.78,Italian,2020-09-03,1012,30.0,0.0
"Mopsy Mops, Folge 4: Mopsy Mops jagt Dr. Seltsam",Konrad Halver," Konrad Halver, Joachim Wolff, Claus Wagener, Gerda Gmelin, Marcel von Berg, Erich Uhland",Aoudio book,All Ears GmbH,2020.0,Kids,3.0,German,2020-09-25,990,49.0,0.0
Schildbürgerstreiche - Lustige und nachdenkliche Geschichten,Annette Überhorst," Robert Rathke, Antje Hagen, Horst Beilke, Wilhelm Kürten, Friedrich von Bülow, Rolf Hübner",Aoudio book,All Ears GmbH,2020.0,Kids,5.0,German,2020-09-18,997,37.0,0.0
Pinocchio,Carlo Collodi," Peter Schiff, Eberhard Krug, Heinz Rabe, Hans Schwarz, Monika Ogorek, Jago Ziesmer",Aoudio book,All Ears GmbH,2020.0,Kids,4.0,German,2020-09-18,997,50.0,0.0
Kasperle - Folge 2: Die Burg der fröhlichen Gespenster,Peter Jacob," Kasperle-Theater ""bi-ba-bo""",Aoudio book,All Ears GmbH,2020.0,Kids,0.0,German,2020-09-18,997,38.0,0.0
Die schönsten Märchen von Hans Christian Andersen - Folge 4: Der fliegende Koffer / Die kleine Seejungfrau,Anke Beckert," Rudolf Fenner, Werner Schumacher, Marga Maasberg, Heinz Ladiges, W.A. Kähler, Ralf Nagel",Aoudio book,All Ears GmbH,2020.0,Kids,5.0,German,2020-09-18,997,38.0,0.0
Mopsy Mops - Folge 3: Mopsy Mops und die verrückte Erfindung,Konrad Halver," Dagmar von Kurmin, Hans Paetsch, Konrad Halver, Joachim Wolff, Claus Wagener, Hans Kahlert",Aoudio book,All Ears GmbH,2020.0,Kids,0.0,German,2020-09-18,997,43.0,0.0
Ein Geheimcode für die Galaxy Police,Florian Fickel," Gerrit Schmidt-Foß, Santiago Ziesmer, Ricardo Richter, Nicolás Artajo, Giuliana Jakobeit",Aoudio book,Floff,2020.0,Kids,4.83,German,2020-09-11,1004,58.0,0.0
